boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same
22011707392,6690756766,3240835386,209086205,3240835175,3133191508,107643878,3136663565,104171821,3133191508,3133191508,0,107640422,3472052,104168370,3456,5,3451,3133191508,0,104434763,101066271,3182646,3079834,23013,22265,202155988,6930217,202380391,6705814,202155988,202155988,0,6930017,224403,6705614,200,0,200,202155988,0,6738352,6520096,191131,185004,534,514
22280142848,6772351339,3280357814,211636001,3280357524,3171401801,108956013,3174915965,105441849,3171401801,3171401801,0,108952507,3514159,105438348,3506,5,3501,3171401801,0,105706642,102297335,3222440,3118351,23425,22662,204620899,7015102,204847990,6788011,204620899,204620899,0,7014900,227091,6787809,202,0,202,204620899,0,6820733,6599878,193622,187406,545,525
22548578304,6853945901,3319880183,214185827,3319879891,3209608296,110271887,3213164474,106715709,3209608296,3209608296,0,110268338,3556173,106712165,3549,5,3544,3209608296,0,106982075,103532036,3262435,3157078,23828,23051,207086966,7098861,207316787,6869040,207086966,207086966,0,7098656,229821,6868835,205,0,205,207086966,0,6901954,6678444,196155,189864,547,527
22817013760,6935540526,3359402497,216735615,3359402414,3247817666,111584831,3251415905,107986592,3247817666,3247817666,0,111581250,3598234,107983016,3581,5,3576,3247817666,0,108254524,104763751,3302456,3195780,24270,23485,209551621,7183994,209784182,6951433,209551621,209551621,0,7183785,232561,6951224,209,0,209,209551621,0,6984528,6758363,198701,192326,556,535
23085449216,7017134964,3398924753,219285470,3398924741,3286025639,112899114,3289666613,109258140,3286025639,3286025639,0,112895491,3640969,109254522,3623,5,3618,3286025639,0,109528339,105996093,3342465,3234544,24687,23885,212016801,7268669,212252077,7033393,212016801,212016801,0,7268459,235276,7033183,210,0,210,212016801,0,7066692,6837909,201198,194727,569,547
23353884672,7098729654,3438447194,221835299,3438447161,3324231846,114215348,3327915510,110531684,3324231846,3324231846,0,114211689,3683659,110528030,3659,5,3654,3324231846,0,110803932,107230298,3382655,3273452,25102,24280,214482271,7353028,214720315,7114984,214482271,214482271,0,7352813,238044,7114769,215,0,215,214482271,0,7148576,6917102,203654,197107,583,560
23622320128,7180324317,3477969566,224385189,3477969562,3362438615,115530951,3366165009,111804557,3362438615,3362438615,0,115527252,3726388,111800864,3699,6,3693,3362438615,0,112078347,108463395,3423416,3312814,25489,24655,216947028,7438161,217187859,7197330,216947028,216947028,0,7437943,240831,7197112,218,0,218,216947028,0,7231251,6997059,206095,199479,597,574
23890755584,7261918893,3517491993,226934987,3517491913,3400645467,116846526,3404414323,113077670,3400645467,3400645467,0,116842787,3768849,113073938,3739,7,3732,3400645467,0,113353632,109697561,3463239,3351307,25916,25070,219412293,7522694,219655888,7279099,219412293,219412293,0,7522471,243595,7278876,223,0,223,219412293,0,7313265,7076406,208597,201885,609,585
24159191040,7343513507,3557014280,229484822,3557014405,3438853425,118160855,3442664958,114349322,3438853425,3438853425,0,118157076,3811525,114345551,3779,8,3771,3438853425,0,114627234,110929820,3503502,3390249,26340,25482,221877496,7607326,222123903,7360919,221877496,221877496,0,7607103,246407,7360696,223,0,223,221877496,0,7395355,7155765,211126,204333,622,598
24427626496,7425108095,3596536763,232034613,3596536719,3477059808,119476955,3480913625,115623138,3477059808,3477059808,0,119473133,3853809,115619324,3822,8,3814,3477059808,0,115902648,112164290,3543731,3429155,26754,25879,224342479,7692134,224591624,7442989,224342479,224342479,0,7691908,249145,7442763,226,0,226,224342479,0,7477693,7235436,213575,206713,640,614
24696061952,7506702809,3636059159,234584434,3636059216,3515268424,120790735,3519164912,116894247,3515268424,3515268424,0,120786875,3896480,116890395,3860,8,3852,3515268424,0,117175422,113395729,3584274,3468376,27179,26290,226807399,7777035,227059307,7525127,226807399,226807399,0,7776808,251908,7524900,227,0,227,226807399,0,7560047,7315101,216116,209180,645,619
24964497408,7588297385,3675581521,237134326,3675581538,3553476425,122105096,3557415433,118166088,3553476425,3553476425,0,122101199,3939000,118162199,3897,8,3889,3553476425,0,118449002,114628115,3624609,3507394,27588,26690,229272698,7861628,229527309,7607017,229272698,229272698,0,7861398,254611,7606787,230,0,230,229272698,0,7642196,7394623,218547,211535,655,629
25232932864,7669891939,3715103824,239684113,3715104002,3591684021,123419803,3595665440,119438384,3591684021,3591684021,0,123415854,3981411,119434443,3949,8,3941,3591684021,0,119722907,115860912,3664893,3546395,28054,27136,231737717,7946396,231995076,7689037,231737717,231737717,0,7946162,257359,7688803,234,0,234,231737717,0,7724394,7474161,221101,214001,667,641
25501368320,7751486535,3754626232,242233915,3754626388,3629891480,124734752,3633915448,120710784,3629891480,3629891480,0,124730741,4023960,120706781,4011,8,4003,3629891480,0,120997346,117094123,3704918,3585112,28477,27546,234202777,8031138,234462929,7770986,234202777,234202777,0,8030901,260152,7770749,237,0,237,234202777,0,7806601,7553660,223616,216431,684,658
25769803776,7833081004,3794148594,244783757,3794148653,3668096956,126051638,3672163344,121985250,3668096956,3668096956,0,126047596,4066380,121981216,4042,8,4034,3668096956,0,122273310,118328995,3745340,3624222,28946,27999,236667877,8115880,236930780,7852977,236667877,236667877,0,8115642,262903,7852739,238,0,238,236667877,0,7888891,7633282,226062,218794,689,663
26038239232,7914675568,3833671026,247333561,3833670981,3706304889,127366137,3710413789,123257237,3706304889,3706304889,0,127362058,4108892,123253166,4079,8,4071,3706304889,0,123547515,119561995,3785139,3662731,29404,28440,239132794,8200767,239398341,7935220,239132794,239132794,0,8200528,265547,7934981,239,0,239,239132794,0,7971290,7713120,228539,221189,699,672
26306674688,7996270091,3873193332,249883375,3873193384,3744511367,128681965,3748662835,124530497,3744511367,3744511367,0,128677841,4151460,124526381,4124,8,4116,3744511367,0,124822497,120795732,3825494,3701780,29850,28869,241597742,8285633,241865997,8017378,241597742,241597742,0,8285393,268255,8017138,240,0,240,241597742,0,8053574,7792776,231105,223675,714,687
26575110144,8077864757,3912715834,252433239,3912715684,3782721069,129994765,3786914678,125801156,3782721069,3782721069,0,129990592,4193601,125796991,4173,8,4165,3782721069,0,126094467,122026851,3865810,3740821,30315,29319,244062992,8370247,244334028,8099211,244062992,244062992,0,8370005,271035,8098970,242,1,241,244062992,0,8135689,7872195,233593,226079,723,696
26843545600,8159459264,3952238103,254983044,3952238117,3820929054,131309049,3825164661,127073442,3820929054,3820929054,0,131304837,4235599,127069238,4212,8,4204,3820929054,0,127368205,123259823,3905876,3779667,30756,29748,246527797,8455247,246801583,8181461,246527797,246527797,0,8455003,273785,8181218,244,1,243,246527797,0,8218138,7951978,236134,228537,731,703
27111981056,8241053801,3991760368,257532940,3991760493,3859135438,132624930,3863413524,128346844,3859135438,3859135438,0,132620676,4278078,128342598,4254,8,4246,3859135438,0,128643541,124493942,3945880,3818424,31255,30232,248993298,8539642,249269846,8263094,248993298,248993298,0,8539394,276547,8262847,248,1,247,248993298,0,8300099,8031251,238550,230879,745,717
27380416512,8322648421,4031282768,260082767,4031282886,3897343689,133939079,3901664509,129618259,3897343689,3897343689,0,133934779,4320812,129613967,4300,8,4292,3897343689,0,129917046,125726003,3986058,3857331,31675,30633,251458437,8624330,251737601,8345166,251458437,251458437,0,8624077,279163,8344914,253,1,252,251458437,0,8382312,8110913,241007,233271,758,730
27648851968,8404242985,4070805095,262632599,4070805291,3935551789,135253306,3939915043,130890052,3935551789,3935551789,0,135248975,4363246,130885729,4331,8,4323,3935551789,0,131190146,126958020,4026700,3896634,32129,31075,253923639,8708960,254205574,8427025,253923639,253923639,0,8708706,281934,8426772,254,1,253,253923639,0,8464475,8190395,243459,235634,772,743
27917287424,8485837579,4110327532,265182466,4110327581,3973759283,136568249,3978164731,132162801,3973759283,3973759283,0,136563874,4405440,132158434,4375,8,4367,3973759283,0,132464416,128191375,4066830,3935502,32628,31557,256388622,8793844,256673335,8509131,256388622,256388622,0,8793588,284712,8508876,256,1,255,256388622,0,8546796,8270034,246009,238088,783,754
28185722880,8567432241,4149850055,267732297,4149849889,4011966264,137883791,4016413759,133436296,4011966264,4011966264,0,137879373,4447487,133431886,4418,8,4410,4011966264,0,133739125,129425343,4107144,3974528,33104,32015,258853663,8878634,259141045,8591252,258853663,258853663,0,8878376,287381,8590995,258,1,257,258853663,0,8629129,8349782,248449,240446,798,767
28454158336,8649026761,4189372286,270282103,4189372372,4050173542,139198744,4054663259,134709027,4050173542,4050173542,0,139194279,4489709,134704570,4465,8,4457,4050173542,0,135013592,130658895,4147127,4013222,33560,32453,261318973,8963130,261609158,8672945,261318973,261318973,0,8962868,290184,8672684,262,1,261,261318973,0,8711141,8429058,250924,242854,803,772
28722593792,8730621419,4228894768,272831963,4228894688,4088381842,140512926,4092914221,135980547,4088381842,4088381842,0,140508422,4532371,135976051,4504,8,4496,4088381842,0,136287297,131891270,4187092,4051864,34033,32917,263783970,9047993,264076993,8754970,263783970,263783970,0,9047730,293022,8754708,263,1,262,263783970,0,8793456,8508620,253458,245304,816,784
28991029248,8812216035,4268417214,275381824,4268416997,4126587540,141829674,4131162615,137254599,4126587540,4126587540,0,141825114,4575067,137250047,4560,8,4552,4126587540,0,137562968,133125564,4227615,4091079,34531,33404,266248917,9132907,266544801,8837023,266248917,266248917,0,9132643,295883,8836760,264,1,263,266248917,0,8875899,8588289,255917,247676,827,795
29259464704,8893810656,4307939662,277931603,4307939391,4164796792,143142870,4169414350,138525312,4164796792,4164796792,0,143138263,4617550,138520713,4607,8,4599,4164796792,0,138835333,134356716,4267934,4130143,34996,33854,268713967,9217636,269012549,8919054,268713967,268713967,0,9217366,298581,8918785,270,1,269,268713967,0,8958097,8667873,258429,250104,840,808
29527900160,8975405275,4347462012,280481422,4347461841,4203005276,144456736,4207665086,139796926,4203005276,4203005276,0,144452087,4659802,139792285,4649,8,4641,4203005276,0,140108840,135589296,4307814,4168707,35433,34282,271178848,9302574,271480187,9001235,271178848,271178848,0,9302303,301338,9000965,271,1,270,271178848,0,9040515,8747621,260939,252527,849,817
29796335616,9056999962,4386984406,283031226,4386984330,4241215394,145769012,4245917202,141067204,4241215394,4241215394,0,145764316,4701800,141062516,4696,8,4688,4241215394,0,141380872,136820643,4347562,4207161,35882,34712,273643613,9387613,273947625,9083601,273643613,273643613,0,9387339,304011,9083328,274,1,273,273643613,0,9123065,8827573,263416,254931,858,824
30064771072,9138594479,4426506811,285581062,4426506606,4279422689,147084122,4284167157,142339654,4279422689,4279422689,0,147079380,4744460,142334920,4742,8,4734,4279422689,0,142655317,138053758,4387686,4245969,36377,35193,276108912,9472150,276415614,9165448,276108912,276108912,0,9471874,306701,9165173,276,1,275,276108912,0,9205109,8907002,265898,257338,867,833
30333206528,9220189117,4466029196,288130916,4466029005,4317630300,148398896,4322416808,143612388,4317630300,4317630300,0,148394113,4786500,143607613,4783,8,4775,4317630300,0,143929229,139287008,4428045,4284963,36839,35642,278574183,9556733,278883582,9247334,278574183,278574183,0,9556454,309398,9247056,279,1,278,278574183,0,9287239,8986521,268338,259693,877,842
30601641984,9301783785,4505551536,290680734,4505551515,4355837471,149714065,4360666422,144885114,4355837471,4355837471,0,149709244,4828942,144880302,4821,9,4812,4355837471,0,145203645,140520346,4468265,4323835,37334,36121,281039589,9641145,281351760,9328974,281039589,281039589,0,9640865,312170,9328695,280,1,279,281039589,0,9369128,9065718,270851,262127,886,850
30870077440,9383378379,4545073950,293230584,4545073845,4394045404,151028546,4398916912,146157038,4394045404,4394045404,0,151023695,4871499,146152196,4851,9,4842,4394045404,0,146477563,141753004,4508345,4362637,37787,36555,283504236,9726348,283819197,9411387,283504236,283504236,0,9726063,314960,9411103,285,1,284,283504236,0,9451757,9145655,273406,264584,900,864
31138512896,9464973030,4584596452,295780404,4584596174,4432254514,152341938,4437168238,147428214,4432254514,4432254514,0,152337047,4913715,147423332,4891,9,4882,4432254514,0,147750217,142984729,4548597,4401613,38233,36990,285969476,9810928,286287125,9493279,285969476,285969476,0,9810640,317648,9492992,288,1,287,285969476,0,9533907,9225205,275821,266912,912,875
31406948352,9546567545,4624118824,298330214,4624118507,4470464207,153654617,4475420287,148698537,4470464207,4470464207,0,153649677,4956071,148693606,4940,9,4931,4470464207,0,149021958,144215439,4589036,4440746,38683,37421,288434148,9896066,288754508,9575706,288434148,288434148,0,9895776,320359,9575417,290,1,289,288434148,0,9616485,9305150,278372,269385,919,882
31675383808,9628162242,4663641132,300880075,4663641035,4508669587,154971545,4513668165,149972967,4508669587,4508669587,0,154966556,4998569,149967987,4989,9,4980,4508669587,0,150297926,145450205,4629462,4479892,39168,37890,290899318,9980757,291222568,9657507,290899318,290899318,0,9980465,323249,9657216,292,1,291,290899318,0,9698682,9384535,280855,271790,928,891
31943819264,9709756793,4703163438,303429899,4703163456,4546877917,156285521,4551919043,151244395,4546877917,4546877917,0,156280497,5041117,151239380,5024,9,5015,4546877917,0,151571437,146682430,4669413,4518589,39647,38361,293364662,10065237,293690651,9739248,293364662,293364662,0,10064943,325988,9738955,294,1,293,293364662,0,9780588,9463798,283412,274251,943,906
32212254720,9791351426,4742685744,305979761,4742685921,4585084114,157601630,4590167607,152518137,4585084114,4585084114,0,157596564,5083483,152513081,5066,10,5056,4585084114,0,152846642,147916599,4709775,4557646,40147,38836,295829458,10150303,296158210,9821551,295829458,295829458,0,10150006,328751,9821255,297,1,296,295829458,0,9863090,9543628,285964,276712,952,915
32480690176,9872945933,4782208076,308529605,4782208252,4623295085,158912991,4628420939,153787137,4623295085,4623295085,0,158907878,5125844,153782034,5113,10,5103,4623295085,0,154117207,149146106,4750031,4596622,40640,39306,298294410,10235195,298625942,9903663,298294410,298294410,0,10234895,331531,9903364,300,1,299,298294410,0,9945370,9623212,288555,279220,970,932
32749125632,9954540598,4821730566,311079411,4821730621,4661502360,160228206,4666670792,155059774,4661502360,4661502360,0,160223056,5168422,155054634,5150,10,5140,4661502360,0,155391842,150379452,4790053,4635369,41161,39813,300759490,10319921,301093741,9985670,300759490,300759490,0,10319619,334250,9985369,302,1,301,300759490,0,10027547,9702749,291091,281677,981,943
33017561088,10036135164,4861252898,313629234,4861253032,4699710710,161542188,4704921134,156331764,4699710710,4699710710,0,161536988,5210414,156326574,5200,10,5190,4699710710,0,156665004,151611961,4830344,4674342,41640,40271,303224276,10404958,303561291,10067943,303224276,303224276,0,10404654,337014,10067640,304,1,303,303224276,0,10110028,9782536,293635,284151,991,953
33285996544,10117729834,4900775276,316179078,4900775480,4737919896,162855380,4743172832,157602444,4737919896,4737919896,0,162850150,5252926,157597224,5230,10,5220,4737919896,0,157937098,152842892,4870915,4713577,42137,40755,305689037,10490041,306028763,10150315,305689037,305689037,0,10489735,339725,10150010,306,1,305,305689037,0,10192567,9862436,296161,286606,1007,968
33554432000,10199324365,4940297543,318728878,4940297944,4776126649,164170894,4781422252,158875291,4776126649,4776126649,0,164165623,5295593,158870030,5271,10,5261,4776126649,0,159211777,154076240,4911212,4752548,42634,41242,308154191,10574687,308496604,10232274,308154191,308154191,0,10574380,342412,10231968,307,1,306,308154191,0,10274725,9941988,298638,289003,1017,977
33822867456,10280919047,4979820004,321278734,4979820309,4814334733,165485271,4819672817,160147187,4814334733,4814334733,0,165479965,5338074,160141891,5306,10,5296,4814334733,0,160485125,155308402,4951725,4791784,43115,41705,310619725,10659009,310964840,10313894,310619725,310619725,0,10658701,345114,10313587,308,1,307,310619725,0,10356442,10021092,301232,291509,1027,986
34091302912,10362513588,5019342359,323828541,5019342688,4852541456,166800903,4857921950,161420409,4852541456,4852541456,0,166795548,5380484,161415064,5355,10,5345,4852541456,0,161760083,156542309,4991835,4830552,43630,42203,313084331,10744210,313432213,10396328,313084331,313084331,0,10743899,347881,10396018,311,1,310,313084331,0,10439134,10101092,303722,293925,1043,1001
