boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same,ramified_cyclic_7,ramified_cyclic_7_rank_same
81604378624,24804756567,10335315272,4134126036,10335315259,7862843589,2472471683,8353421515,1981893757,7862843589,7862843589,0,2451410376,489738768,1961671608,21054414,839093,20215321,6893,65,6828,7862843589,0,1961530642,1569648017,392299740,313938148,78467727,62792555,15689391,12554977,3005296,2404018,397013,317403,20561,16485,6,5,3145665336,988460700,3341559473,792566563,3145665336,3145665336,0,980077409,195564573,784512836,8380776,329545,8051231,2515,19,2496,3145665336,0,784329013,627818266,156855130,125558608,31377448,25119414,6259721,5011447,1135469,908720,117764,94081,2864,2300
81872814080,24886351208,10369312946,4147725236,10369313026,7888704974,2480607972,8380898110,1988414836,7888704974,7888704974,0,2459476479,491351147,1968125332,21124575,841924,20282651,6918,65,6853,7888704974,0,1967985482,1574812293,393589576,314970559,78725816,62998929,15740910,12596141,3015456,2412171,398587,318683,20645,16551,7,5,3156010929,991714307,3352549522,795175714,3156010929,3156010929,0,983303109,196207919,787095190,8408673,330654,8078019,2525,20,2505,3156010929,0,786909835,629884332,157371399,125971898,31480580,25202038,6280692,5028235,1139427,911871,118284,94495,2892,2321
82141249536,24967945800,10403310685,4161324358,10403310757,7914561484,2488749201,8408371301,1994939384,7914561484,7914561484,0,2467548109,492965120,1974582989,21194146,844632,20349514,6946,65,6881,7914561484,0,1974443659,1579979346,394880965,316003655,78984298,63205630,15792572,12637463,3025682,2420300,400172,319952,20754,16638,7,5,3166356080,994968278,3363539509,797784849,3166356080,3166356080,0,986529396,196851703,789677693,8436350,331706,8104644,2532,20,2512,3166356080,0,789491015,631950286,157888014,126385534,31584163,25284981,6301135,5044598,1143367,915046,118792,94913,2910,2335
82409684992,25049540440,10437308470,4174923407,10437308563,7940421202,2496887268,8435847064,2001461406,7940421202,7940421202,0,2475616877,494578398,1981038479,21263428,847399,20416029,6963,65,6898,7940421202,0,1980898814,1585144309,396170725,317035125,79243977,63413356,15844639,12679138,3035979,2428530,401882,321299,20854,16717,7,5,3176702436,998220971,3374531549,800391858,3176702436,3176702436,0,989754495,197496210,792258285,8463933,332882,8131051,2543,21,2522,3176702436,0,792071382,634014821,158404394,126798720,31687367,25367685,6321737,5061117,1147367,918249,119321,95343,2927,2350
82678120448,25131135134,10471306259,4188522592,10471306283,7966280884,2505025375,8463322772,2007983487,7966280884,7966280884,0,2483684853,496191633,1987493220,21333540,850190,20483350,6982,65,6917,7966280884,0,1987355205,1590309183,397460383,318067495,79502295,63620004,15896415,12720580,3046077,2436563,403505,322580,20965,16809,8,6,3187048633,1001473959,3385521976,803000616,3187048633,3187048633,0,992979643,198139387,794840256,8491759,333934,8157825,2557,22,2535,3187048633,0,794652337,636080802,158920657,127212081,31789938,25449994,6342450,5077697,1151487,921570,119831,95747,2943,2365
82946555904,25212729684,10505304018,4202121668,10505303998,7992141149,2513162869,8490798129,2014505889,7992141149,7992141149,0,2491752714,497803961,1993948753,21403142,852954,20550188,7013,65,6948,7992141149,0,1993808800,1595473029,398752361,319101598,79760667,63826569,15948313,12761959,3056312,2444747,405195,323955,21058,16890,8,6,3197394652,1004727016,3396512891,805608777,3197394652,3197394652,0,996205037,198783224,797421813,8519413,334993,8184420,2566,22,2544,3197394652,0,797233152,638146197,159436852,127625284,31893215,25532762,6363119,5094329,1155410,924718,120318,96137,2971,2386
83214991360,25294324341,10539301851,4215720741,10539301749,8018000604,2521301247,8518274111,2021027740,8018000604,8018000604,0,2499821499,499417759,2000403740,21472715,855683,20617032,7033,65,6968,8018000604,0,2000264512,1600637347,400042896,320134114,80019278,64033455,16000236,12803644,3066582,2452915,406825,325283,21162,16976,8,6,3207739842,1007980899,3407502916,808217825,3207739842,3207739842,0,999431208,199426912,800004296,8547122,336140,8210982,2569,22,2547,3207739842,0,799813470,640211665,159953993,128039398,31996536,25615251,6383987,5111078,1159379,927921,120839,96570,3004,2413
83483426816,25375918860,10573299443,4229319865,10573299552,8043863175,2529436268,8545751847,2027547596,8043863175,8043863175,0,2507886851,501030063,2006856788,21542367,858544,20683823,7050,65,6985,8043863175,0,2006719043,1605801668,401331898,321165281,80277604,64240166,16051710,12844907,3076845,2461092,408457,326591,21285,17076,9,7,3218084512,1011235353,3418493324,810826541,3218084512,3218084512,0,1002657854,200071553,802586301,8574919,337237,8237682,2580,22,2558,3218084512,0,802393681,642276201,160471882,128453959,32099808,25697991,6404749,5127639,1163398,931134,121316,96953,3020,2424
83751862272,25457513528,10607297216,4242918988,10607297324,8069723601,2537573615,8573225469,2034071747,8069723601,8069723601,0,2515955106,502640545,2013314561,21611428,861258,20750170,7081,65,7016,8069723601,0,2013174089,1610968917,402623007,322197817,80535746,64447078,16103637,12886408,3087083,2469224,410118,327937,21416,17173,10,7,3228429553,1014489435,3429482643,813436345,3228429553,3228429553,0,1005884103,200714747,805169356,8602743,338321,8264422,2589,22,2567,3228429553,0,804974860,644342625,160988548,128867756,32203016,25780661,6425475,5144246,1167342,934267,121825,97367,3037,2434
84020297728,25539108129,10641294995,4256518091,10641295043,8095579139,2545715856,8600697404,2040597591,8095579139,8095579139,0,2524027655,504254179,2019773476,21681090,864021,20817069,7111,65,7046,8095579139,0,2019631388,1616135397,403915251,323231356,80795084,64654953,16155203,12927783,3097465,2477511,411727,329213,21527,17256,10,7,3238773374,1017744717,3440471593,816046498,3238773374,3238773374,0,1009111651,201358780,807752871,8630464,339417,8291047,2602,22,2580,3238773374,0,807557006,646409472,161505357,129281517,32306431,25863379,6446147,5160813,1171308,937454,122343,97782,3059,2454
84288733184,25620702706,10675292776,4270117104,10675292826,8121436485,2553856291,8628168993,2047123783,8121436485,8121436485,0,2532098705,505865594,2026233111,21750450,866848,20883602,7136,66,7070,8121436485,0,2026087151,1621302144,405207863,324265751,81053830,64862194,16207055,12969521,3107752,2485627,413411,330530,21633,17337,10,7,3249122732,1020994372,3451465872,818651232,3249122732,3249122732,0,1012333852,202002607,810331245,8657905,340511,8317394,2615,22,2593,3249122732,0,810135734,648472953,162020614,129693806,32409451,25945817,6466734,5177291,1175385,940717,122854,98187,3080,2474
84557168640,25702297466,10709290528,4283716305,10709290633,8147296184,2561994344,8655645814,2053644714,8147296184,8147296184,0,2540167033,507479889,2032687144,21820160,869675,20950485,7151,66,7085,8147296184,0,2032544148,1626467596,406497746,325296992,81311658,65068632,16258382,13010546,3118229,2494051,415108,331884,21750,17434,12,9,3259468677,1024247628,3462457192,821259113,3259468677,3259468677,0,1015559158,202646871,812912287,8685844,341622,8344222,2626,22,2604,3259468677,0,812717306,650539202,162535776,130105839,32513020,26028615,6487238,5193684,1179332,943840,123384,98615,3102,2492
84825604096,25783891920,10743288190,4297315388,10743288342,8173154209,2570133981,8683118303,2060169887,8173154209,8173154209,0,2548236853,509091617,2039145236,21889949,872411,21017538,7179,66,7113,8173154209,0,2039002387,1631635780,407788167,326329955,81569381,65274717,16309594,13051688,3128644,2502294,416796,333256,21870,17535,14,11,3269815284,1027500104,3473449419,823865969,3269815284,3269815284,0,1018784126,203291456,815492670,8713345,342657,8370688,2633,22,2611,3269815284,0,815298567,652604676,163051085,130518112,32616267,26111205,6507854,5210128,1183343,947039,123886,99002,3124,2508
85094039552,25865486592,10777285988,4310914534,10777286070,8199020046,2578265942,8710599179,2066686809,8199020046,8199020046,0,2556299429,510703851,2045595578,21959313,875216,21084097,7200,66,7134,8199020046,0,2045453094,1636796294,409079038,327362775,81826890,65481006,16361147,13092885,3138823,2510414,418441,334577,21982,17616,14,11,3280159694,1030754840,3484439007,826475527,3280159694,3280159694,0,1022011261,203935531,818075730,8740939,343760,8397179,2640,22,2618,3280159694,0,817881130,654672420,163567455,130930824,32719249,26193645,6528601,5226711,1187336,950248,124349,99360,3141,2522
85362475008,25947081185,10811283777,4324513582,10811283826,8224881928,2586401849,8738076048,2073207729,8224881928,8224881928,0,2564365870,512316102,2052049768,22028759,877952,21150807,7220,66,7154,8224881928,0,2051907775,1641960923,410369445,328395216,82084464,65687305,16412752,13134013,3149263,2518736,420069,335870,22088,17694,14,11,3290504783,1034008799,3495429088,829084494,3290504783,3290504783,0,1025237156,204579480,820657676,8768997,344803,8424194,2646,22,2624,3290504783,0,820462780,656738817,164083396,131343827,32822433,26276163,6549230,5243148,1191332,953436,124828,99752,3157,2533
85630910464,26028675779,10845281449,4338112730,10845281600,8250737064,2594544385,8765545987,2079735462,8250737064,8250737064,0,2572438899,513928102,2058510797,22098248,880755,21217493,7238,66,7172,8250737064,0,2058368354,1647131676,411660637,329428442,82342451,65893719,16464029,13175086,3159533,2526912,421686,337170,22195,17781,14,11,3300853815,1037258915,3506423507,831689223,3300853815,3300853815,0,1028459476,205223812,823235664,8796781,345858,8450923,2658,22,2636,3300853815,0,823042267,658802569,164597878,131755493,32925660,26358639,6569824,5259581,1195348,956678,125324,100161,3175,2543
85899345920,26110270246,10879279129,4351711824,10879279293,8276594690,2602684439,8793015985,2086263144,8276594690,8276594690,0,2580509364,515537701,2064971663,22167819,883528,21284291,7256,66,7190,8276594690,0,2064826596,1652301651,412951924,330462641,82600018,66099710,16515567,13216299,3169639,2535013,423316,338481,22289,17856,15,12,3311197752,1040514072,3517412973,834298851,3311197752,3311197752,0,1031686699,205868173,825818526,8824704,347026,8477678,2669,22,2647,3311197752,0,825625049,660869752,165113387,132167982,33029453,26441791,6590365,5275960,1199417,959920,125832,100563,3196,2558
86167781376,26191864962,10913276952,4365310919,10913277091,8302454491,2610822461,8820489472,2092787480,8302454491,8302454491,0,2588577690,517148561,2071429129,22237498,886354,21351144,7273,66,7207,8302454491,0,2071282349,1657468765,414242802,331495688,82858139,66306056,16567161,13257602,3179837,2543203,425000,339866,22387,17937,15,12,3321542337,1043768582,3528403615,836907304,3321542337,3321542337,0,1034913256,206513088,828400168,8852649,348168,8504481,2677,22,2655,3321542337,0,828207504,662935873,165629202,132580458,33132267,26524278,6611252,5292799,1203455,963191,126358,100989,3218,2580
86436216832,26273459580,10947274729,4378909983,10947274868,8328313694,2618961035,8847966198,2099308531,8328313694,8328313694,0,2596646888,518763376,2077883512,22306851,889062,21417789,7296,66,7230,8328313694,0,2077739030,1662633486,415532636,332527556,83117211,66513151,16618751,13298690,3190041,2551366,426698,341213,22505,18038,16,12,3331886714,1047023269,3539393086,839516897,3331886714,3331886714,0,1038140185,207157116,830983069,8880399,349234,8531165,2685,22,2663,3331886714,0,830789054,665001840,166145762,132994104,33235663,26607146,6632020,5309492,1207521,966435,126924,101455,3241,2597
86704652288,26355054120,10981272456,4392509063,10981272601,8354176883,2627095573,8875442379,2105830077,8354176883,8354176883,0,2604712235,520373682,2084338553,22376015,891748,21484267,7323,66,7257,8354176883,0,2084192230,1667798369,416822560,333559683,83375613,66720099,16670510,13340115,3200426,2559654,428278,342502,22602,18119,16,12,3342232887,1050276176,3550383316,842125747,3342232887,3342232887,0,1041365307,207800068,833565239,8908178,350339,8557839,2691,22,2669,3342232887,0,833369605,667068263,166662261,133407132,33338633,26689688,6652648,5326075,1211436,969587,127453,101877,3271,2617
86973087744,26436648655,11015270232,4406108129,11015270294,8380041039,2635229193,8902920951,2112349281,8380041039,8380041039,0,2612776114,521985319,2090790795,22445728,894527,21551201,7351,66,7285,8380041039,0,2090643760,1672960934,418113392,334592276,83633606,66926348,16722139,13381436,3210573,2567774,429911,343807,22716,18207,17,13,3352578743,1053529386,3561374364,844733765,3352578743,3352578743,0,1044590594,208444158,836146436,8936097,351441,8584656,2695,22,2673,3352578743,0,835949188,669133027,167179188,133820391,33441883,26772398,6673558,5342849,1215478,972817,128000,102312,3299,2642
87241523200,26518243281,11049268018,4419707215,11049268048,8405905303,2643362715,8930401334,2118866684,8405905303,8405905303,0,2620840128,523598693,2097241435,22515219,897272,21617947,7368,66,7302,8405905303,0,2097095576,1678121738,419402844,335624000,83892478,67133542,16773960,13422756,3220910,2575999,431515,345099,22828,18288,17,13,3362924148,1056783067,3572365187,847342028,3362924148,3362924148,0,1047816551,209088442,838728109,8963812,352575,8611237,2704,22,2682,3362924148,0,838530671,671198941,167695403,134233602,33544965,26854850,6694239,5359340,1219452,976008,128505,102712,3316,2656
87509958656,26599837960,11083265794,4433306339,11083265827,8431768228,2651497566,8957877514,2125388280,8431768228,8431768228,0,2628905464,525209122,2103696342,22584714,900098,21684616,7388,66,7322,8431768228,0,2103547558,1683285193,420694724,336658054,84150268,67339993,16825778,13464243,3231052,2584088,433117,346366,22950,18392,17,13,3373273673,1060032666,3583357929,849948410,3373273673,3373273673,0,1051038146,209730560,841307586,8991809,353674,8638135,2711,22,2689,3373273673,0,841107785,673261761,168211803,134647551,33648097,26937625,6714631,5375620,1223474,979232,129018,103121,3338,2676
87778394112,26681432500,11117263469,4446905466,11117263565,8457627790,2659635679,8985355244,2131908225,8457627790,8457627790,0,2636973741,526824512,2110149229,22654530,902875,21751655,7408,67,7341,8457627790,0,2110000911,1688447561,421987754,337691065,84408962,67547028,16877016,13505162,3241247,2592239,434762,347673,23072,18488,17,13,3383619065,1063286401,3594347467,852557999,3383619065,3383619065,0,1054264256,210373583,843890673,9019425,354796,8664629,2720,23,2697,3383619065,0,843689740,675329348,168727357,135060225,33751506,27020295,6735283,5392124,1227490,982461,129516,103521,3364,2699
88046829568,26763027129,11151261292,4460504524,11151261313,8483487323,2667773969,9012831513,2138429779,8483487323,8483487323,0,2645042807,528438541,2116604266,22723734,905582,21818152,7428,67,7361,8483487323,0,2116456091,1693612038,423279715,338724105,84667457,67753655,16928438,13546363,3251477,2600511,436426,348993,23185,18587,18,14,3393964497,1066540027,3605339356,855165168,3393964497,3393964497,0,1057490106,211018971,846471135,9047194,355865,8691329,2727,23,2704,3393964497,0,846271119,677393713,169242846,135473321,33855200,27103067,6755953,5408667,1231555,985699,130040,103944,3393,2724
88315265024,26844621681,11185259088,4474103628,11185258965,8509345405,2675913683,9040303760,2144955328,8509345405,8509345405,0,2653113124,530050019,2123063105,22793096,908268,21884828,7463,68,7395,8509345405,0,2122911437,1698778230,424572728,339759220,84925597,67960085,16980134,13587775,3261854,2608795,438041,350293,23315,18693,18,14,3404309121,1069794507,3616328596,857775032,3404309121,3404309121,0,1060716774,211662520,849054254,9074998,356931,8718067,2735,24,2711,3404309121,0,848853308,679460974,169759286,135886774,33958077,27185276,6776664,5425310,1235474,988829,130556,104355,3409,2736
88583700480,26926216296,11219256815,4487702784,11219256697,8535207427,2684049388,9067779923,2151476892,8535207427,8535207427,0,2661179597,531661364,2129518233,22862306,911064,21951242,7485,68,7417,8535207427,0,2129367186,1703944119,425862754,340791649,85182699,68165995,17031639,13629006,3272240,2617120,439640,351557,23420,18772,19,15,3414656003,1073046781,3627320305,860382479,3414656003,3414656003,0,1063941238,212306243,851634995,9102802,358035,8744767,2741,24,2717,3414656003,0,851433128,681526111,170275106,136299178,34061544,27268206,6797527,5441983,1239410,991984,131093,104780,3430,2753
88852135936,27007810865,11253254537,4501301879,11253254449,8561067084,2692187453,9095255027,2157999510,8561067084,8561067084,0,2669248226,533273907,2135974319,22931714,913968,22017746,7513,68,7445,8561067084,0,2135822504,1709109523,427153935,341824578,85441262,68372914,17083161,13670209,3282525,2625335,441298,352892,23522,18853,19,15,3425001043,1076300836,3638311200,862990679,3425001043,3425001043,0,1067167350,212950940,854216410,9130740,359193,8771547,2746,24,2722,3425001043,0,854014299,683591196,170791799,136712875,34164653,27350783,6818144,5458431,1243408,995172,131595,105182,3452,2771
89120571392,27089405469,11287252293,4514900975,11287252201,8586923019,2700329274,9122727259,2164525034,8586923019,8586923019,0,2677320274,534887389,2142432885,23001468,916783,22084685,7532,68,7464,8586923019,0,2142279971,1714275814,428446034,342858917,85700015,68579785,17134728,13711523,3292917,2633665,442954,354228,23635,18937,20,16,3435349238,1079551737,3649306055,865594920,3435349238,3435349238,0,1070390379,213596472,856793907,9158601,360321,8798280,2757,24,2733,3435349238,0,856592958,685653193,171307086,137125003,34268320,27433884,6838849,5474952,1247557,998469,132134,105617,3475,2789
