boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same
106032005120,32229864874,14772021378,2685822010,14772021486,13308343946,1463677432,13441307138,1330714240,13308343946,13308343946,0,1462570867,132954035,1329616832,1106559,9157,1097402,6,0,6,13308343946,0,1330208700,1209285377,120913410,109923389,10809855,9827430,633283,575511,5619,5125,2419825865,265996145,2443984185,241837825,2419825865,2419825865,0,265796384,24156679,241639705,199760,1641,198119,1,0,1,2419825865,0,241816520,219837810,21986019,19989072,1915417,1741576,78244,71080,184,167
106300440576,32311459427,14809418852,2692621563,14809419012,13342035944,1467382908,13475335407,1334083445,13342035944,13342035944,0,1466273438,133290287,1332983151,1109464,9176,1100288,6,0,6,13342035944,0,1333575275,1212346328,121220088,110202138,10837212,9852276,635219,577259,5644,5150,2425950747,266670816,2450170650,242450913,2425950747,2425950747,0,266470540,24218256,242252284,200275,1647,198628,1,0,1,2425950747,0,242429633,220394942,22041864,20039773,1920360,1746083,78497,71318,186,168
106568876032,32393054005,14846816415,2699421058,14846816532,13375725974,1471090441,13509361533,1337454882,13375725974,13375725974,0,1469978082,133626348,1336351734,1112353,9211,1103142,6,0,6,13375725974,0,1336943718,1215409126,121526608,110481077,10864923,9877366,637151,578984,5682,5181,2432076560,267344498,2456357595,243063463,2432076560,2432076560,0,267143744,24279386,242864358,200753,1649,199104,1,0,1,2432076560,0,243042012,220951736,22097543,20090375,1925239,1750519,78764,71560,186,168
106837311488,32474648706,14884213916,2706220623,14884214167,13409417570,1474796346,13543389872,1340824044,13409417570,13409417570,0,1473681213,133963064,1339718149,1115127,9238,1105889,6,0,6,13409417570,0,1340311765,1218471037,121831970,110758606,10892727,9902618,639044,580682,5707,5206,2438201883,268018740,2462544738,243675885,2438201883,2438201883,0,267817490,24341201,243476289,201249,1654,199595,1,0,1,2438201883,0,243654569,221507988,22153381,20141126,1930293,1755173,79060,71833,187,169
107105746944,32556243265,14921611527,2713020160,14921611578,13443112364,1478499163,13577420785,1344190742,13443112364,13443112364,0,1477381185,134299157,1343082028,1117972,9264,1108708,6,0,6,13443112364,0,1343675873,1221529466,122138181,111037062,10920508,9927902,640895,582373,5728,5225,2444328434,268691726,2468732660,244287500,2444328434,2444328434,0,268489966,24402568,244087398,201759,1658,200101,1,0,1,2444328434,0,244266059,222063529,22208996,20191797,1935414,1759840,79309,72062,188,170
107374182400,32637837827,14959009002,2719819720,14959009105,13476803908,1482205094,13611448841,1347560161,13476803908,13476803908,0,1481084303,134635645,1346448658,1120785,9288,1111497,6,0,6,13476803908,0,1347042110,1224589741,122445078,111316118,10948549,9953438,642819,584119,5747,5242,2450453751,269365969,2474919099,244900621,2450453751,2450453751,0,269163651,24463684,244699967,202317,1664,200653,1,0,1,2450453751,0,244878530,222620475,22264903,20242607,1940427,1764394,79603,72321,188,170
107642617856,32719432411,14996406419,2726619247,14996406745,13510494989,1485911430,13645476234,1350930185,13510494989,13510494989,0,1484787828,134971924,1349815904,1123596,9321,1114275,6,0,6,13510494989,0,1350409177,1227651081,122751828,111595034,10976343,9978673,644706,585848,5774,5268,2456579166,270040081,2481105895,245513352,2456579166,2456579166,0,269837265,24525062,245312203,202815,1667,201148,1,0,1,2456579166,0,245490933,223177077,22320789,20293411,1945482,1768983,79873,72562,188,170
107911053312,32801026942,15033803936,2733418798,15033804208,13544188020,1489615916,13679506031,1354297905,13544188020,13544188020,0,1488489578,135308668,1353180910,1126332,9343,1116989,6,0,6,13544188020,0,1353775064,1230711054,123057644,111872696,11004470,10004282,646604,587588,5796,5290,2462704782,270714016,2487292745,246126053,2462704782,2462704782,0,270510678,24586293,245924385,203337,1670,201667,1,0,1,2462704782,0,246103252,223733706,22376695,20344255,1950397,1773442,80146,72812,188,170
108179488768,32882621604,15071201455,2740218308,15071201841,13577880198,1493321257,13713534215,1357667240,13577880198,13577880198,0,1492192075,135644647,1356547428,1129176,9370,1119806,6,0,6,13577880198,0,1357141514,1233771940,123363896,112151220,11032333,10029644,648513,589312,5819,5312,2468830078,271388230,2493479303,246739005,2468830078,2468830078,0,271184382,24647550,246536832,203847,1675,202172,1,0,1,2468830078,0,246716082,224290799,22432200,20394734,1955476,1778046,80435,73083,189,170
108447924224,32964216203,15108598958,2747017906,15108599339,13611571642,1497027316,13747562703,1361036255,13611571642,13611571642,0,1495895327,135981672,1359913655,1131983,9389,1122594,6,0,6,13611571642,0,1360509570,1236833179,123669546,112429311,11059937,10054764,650421,591057,5853,5344,2474955910,272061996,2499666433,247351473,2474955910,2474955910,0,271857631,24708841,247148790,204364,1682,202682,1,0,1,2474955910,0,247328267,224847249,22488135,20445608,1960330,1782437,80709,73325,190,171
108716359680,33045810730,15145996494,2753817450,15145996786,13645262264,1500734230,13781590524,1364405970,13645262264,13645262264,0,1499599399,136318843,1363280556,1134825,9417,1125408,6,0,6,13645262264,0,1363877431,1239894371,123976145,112708044,11087552,10079932,652390,592840,5881,5369,2481080153,272737297,2505851829,247965621,2481080153,2481080153,0,272532456,24769988,247762468,204840,1688,203152,1,0,1,2481080153,0,247942109,225405525,22543887,20496258,1965283,1786939,80985,73573,192,173
108984795136,33127405345,15183393967,2760617004,15183394374,13678953101,1504440866,13815617691,1367776276,13678953101,13678953101,0,1503303277,136655156,1366648121,1137583,9434,1128149,6,0,6,13678953101,0,1367245900,1242956928,124281662,112985829,11115468,10105341,654339,594628,5908,5395,2487206690,273410314,2512039182,248577822,2487206690,2487206690,0,273204967,24830800,248374167,205346,1692,203654,1,0,1,2487206690,0,248553452,225961634,22599689,20546980,1970365,1791549,81269,73831,192,173
109253230592,33208999908,15220791501,2767416588,15220791819,13712642552,1508148949,13849643687,1371147814,13712642552,13712642552,0,1507008490,136991676,1370016814,1140453,9459,1130994,6,0,6,13712642552,0,1370616031,1246021117,124587072,113263374,11143248,10130584,656207,596323,5932,5416,2493332523,274084065,2518225952,249190636,2493332523,2493332523,0,273878224,24891732,248986492,205840,1697,204143,1,0,1,2493332523,0,249165627,226518400,22655479,20597740,1975356,1796069,81570,74110,192,173
109521666048,33290594522,15258189006,2774216146,15258189370,13746335176,1511853830,13883672841,1374516165,13746335176,13746335176,0,1510710585,137328187,1373382398,1143239,9478,1133761,6,0,6,13746335176,0,1373981927,1249080767,124893448,113542198,11171079,10155885,658174,598110,5957,5438,2499459216,274756930,2524414091,249802055,2499459216,2499459216,0,274550553,24953171,249597382,206376,1704,204672,1,0,1,2499459216,0,249777148,227074052,22711018,20648196,1980362,1800604,81832,74357,193,173
109790101504,33372189174,15295586562,2781015697,15295586915,13780022984,1515563578,13917698248,1377888314,13780022984,13780022984,0,1514417494,137665764,1376751730,1146078,9500,1136578,6,0,6,13780022984,0,1377353086,1252144943,125199626,113820402,11198723,10181082,660073,599839,5986,5464,2505584798,275430899,2530601133,250414564,2505584798,2505584798,0,275224033,25014628,250209405,206865,1707,205158,1,0,1,2505584798,0,250389639,227630518,22766767,20698983,1985337,1805126,82094,74602,196,176
110058536960,33453783740,15332984084,2787815238,15332984418,13813718291,1519265793,13951728581,1381255503,13813718291,13813718291,0,1518116912,138000765,1380116147,1148875,9525,1139350,6,0,6,13813718291,0,1380716848,1255204378,125505563,114098310,11226485,10206393,662005,601580,6011,5486,2511709958,276105280,2536787746,251027492,2511709958,2511709958,0,275897885,25076076,250821809,207394,1712,205682,1,0,1,2511709958,0,251002389,228187406,22822679,20749793,1990292,1809623,82328,74810,197,177
110326972416,33535378332,15370381632,2794614787,15370381913,13847409198,1522972434,13985757198,1384624434,13847409198,13847409198,0,1521820726,138338447,1383482279,1151702,9553,1142149,6,0,6,13847409198,0,1384085055,1258265527,125811297,114376044,11254402,10231862,663934,603336,6038,5510,2517835710,276779077,2542974999,251639788,2517835710,2517835710,0,276571162,25137573,251433589,207914,1716,206198,1,0,1,2517835710,0,251614840,228744160,22878209,20800014,1995306,1814178,82610,75060,197,177
110595407872,33616973024,15407779169,2801414343,15407779512,13881099236,1526679933,14019784767,1387994402,13881099236,13881099236,0,1525525446,138675953,1386849493,1154481,9578,1144903,6,0,6,13881099236,0,1387454807,1261328279,126116822,114653771,11281907,10256852,665846,605057,6064,5534,2523959674,277454669,2549160637,252253706,2523959674,2523959674,0,277246213,25199243,252046970,208455,1720,206735,1,0,1,2523959674,0,252228607,229301870,22934097,20850782,2000434,1818838,82875,75300,200,180
110863843328,33698567553,15445176688,2808213861,15445177004,13914790652,1530386036,14053812407,1391364281,13914790652,13914790652,0,1529228773,139012160,1390216613,1157257,9595,1147662,6,0,6,13914790652,0,1390821458,1264389016,126423801,114933114,11309623,10282089,667801,606834,6090,5560,2530087115,278126746,2555349524,252864337,2530087115,2530087115,0,277917811,25260686,252657125,208934,1723,207211,1,0,1,2530087115,0,252839482,229856945,22989525,20901040,2005471,1823414,83133,75546,200,180
111132278784,33780162243,15482574214,2815013447,15482574582,13948481945,1534092269,14087840500,1394733714,13948481945,13948481945,0,1532932213,139348942,1393583271,1160050,9613,1150437,6,0,6,13948481945,0,1394188324,1267449378,126730449,115212189,11337508,10307468,669812,608648,6120,5588,2536212715,278800732,2561536256,253477191,2536212715,2536212715,0,278591279,25321813,253269466,209452,1728,207724,1,0,1,2536212715,0,253452138,230414036,23045071,20951511,2010455,1827937,83415,75802,200,180
111400714240,33861756846,15519971763,2821813008,15519972075,13982174697,1537797066,14121869569,1398102194,13982174697,13982174697,0,1536634261,139685243,1396949018,1162799,9629,1153170,6,0,6,13982174697,0,1397555085,1270510372,127036020,115489895,11365363,10332852,671648,610287,6145,5612,2542339537,279473471,2567724502,254088506,2542339537,2542339537,0,279263504,25383230,253880274,209966,1735,208231,1,0,1,2542339537,0,254063365,230969497,23100794,21002069,2015448,1832471,83697,76057,200,180
111669149696,33943351476,15557369253,2828612602,15557369621,14015866426,1541502827,14155897583,1401471670,14015866426,14015866426,0,1540337166,140021507,1400315659,1165655,9650,1156005,6,0,6,14015866426,0,1400922741,1273572580,127341912,115767752,11392757,10357641,673581,612044,6175,5642,2548464905,280147697,2573911080,254701522,2548464905,2548464905,0,279937221,25444434,254492787,210475,1741,208734,1,0,1,2548464905,0,254675882,231526368,23156594,21052845,2020592,1837103,83952,76290,201,181
111937585152,34024946006,15594766777,2835412119,15594767110,14049556593,1545210184,14189925639,1404841138,14049556593,14049556593,0,1544041753,140359379,1403682374,1168425,9667,1158758,6,0,6,14049556593,0,1404291403,1276634238,127648237,116045941,11420332,10382673,675582,613860,6199,5662,2554590387,280821732,2580097635,255314484,2554590387,2554590387,0,280610742,25505498,255105244,210989,1750,209239,1,0,1,2554590387,0,255288711,232083532,23211938,21103277,2025664,1841717,84227,76536,202,182
112206020608,34106540586,15632164271,2842211671,15632164644,14083248221,1548916050,14223953465,1408210806,14083248221,14083248221,0,1547744826,140695561,1407049265,1171218,9683,1161535,6,0,6,14083248221,0,1407658365,1279695598,127954694,116324602,11448042,10407794,677492,615578,6233,5693,2560715869,281495802,2586284147,255927524,2560715869,2560715869,0,281284290,25566527,255717763,211511,1751,209760,1,0,1,2560715869,0,255901245,232640545,23267612,21153955,2030724,1846296,84507,76785,202,182
112474456064,34188135275,15669561808,2849011248,15669562219,14116937831,1552623977,14257979436,1411582372,14116937831,14116937831,0,1551449929,141031895,1410418034,1174042,9710,1164332,6,0,6,14116937831,0,1411028210,1282759541,128260290,116602430,11475740,10432984,679436,617369,6253,5710,2566841454,282169794,2592470933,256540315,2566841454,2566841454,0,281957760,25627721,256330039,212033,1758,210275,1,0,1,2566841454,0,256513934,233197553,23323046,21204350,2035782,1850903,84795,77051,203,182
112742891520,34269729823,15706959288,2855810842,15706959693,14150627045,1556332243,14292005243,1414954045,14150627045,14150627045,0,1555155344,141368468,1413786876,1176893,9730,1167163,6,0,6,14150627045,0,1414397895,1285823174,128566471,116880739,11503348,10458118,681357,619117,6273,5728,2572967630,282843212,2598658385,257152457,2572967630,2572967630,0,282630650,25688991,256941659,212561,1764,210797,1,0,1,2572967630,0,257125755,233753584,23378771,21255079,2040869,1855530,85050,77282,205,184
113011326976,34351324423,15744356812,2862610364,15744357247,14184322522,1560034290,14326036576,1418320236,14184322522,14184322522,0,1558854582,141704304,1417150278,1179702,9750,1169952,6,0,6,14184322522,0,1417761464,1288881615,128872462,117158722,11531013,10483262,683343,620925,6300,5754,2579094190,283516174,2604845828,257764536,2579094190,2579094190,0,283303119,25749872,257553247,213054,1766,211288,1,0,1,2579094190,0,257737065,234309570,23434688,21305953,2045880,1860050,85281,77490,205,184
113279762432,34432919038,15781754379,2869409932,15781754727,14218016149,1563738230,14360066746,1421687633,14218016149,14218016149,0,1562555666,142040817,1420514849,1182558,9780,1172778,6,0,6,14218016149,0,1421127382,1291941451,129177722,117436307,11558873,10508569,685357,622741,6332,5781,2585220088,284189844,2611032893,258377039,2585220088,2585220088,0,283976292,25811037,258165255,213551,1768,211783,1,0,1,2585220088,0,258349334,234866113,23490181,21356470,2051012,1864742,85558,77744,207,186
113548197888,34514513612,15819151951,2876209460,15819152201,14251708251,1567443700,14394094918,1425057033,14251708251,14251708251,0,1566258251,142376871,1423881380,1185443,9796,1175647,6,0,6,14251708251,0,1424495342,1295003762,129482907,117713722,11586334,10533561,687311,624531,6357,5804,2591345956,284863504,2617219597,258989863,2591345956,2591345956,0,284649434,25871869,258777565,214069,1772,212297,1,0,1,2591345956,0,258961531,235423073,23545787,21406937,2056082,1869373,85825,77994,209,188
113816633344,34596108304,15856549495,2883009069,15856549740,14285401219,1571148276,14428124845,1428424650,14285401219,14285401219,0,1569960072,142713806,1427246266,1188198,9820,1178378,6,0,6,14285401219,0,1427861037,1298063277,129789231,117992026,11614118,10558804,689307,626335,6379,5824,2597471657,285537412,2623406399,259602670,2597471657,2597471657,0,285322814,25932967,259389847,214597,1775,212822,1,0,1,2597471657,0,259573981,235979966,23601431,21457520,2061058,1873899,86135,78274,209,188
114085068800,34677702924,15893947040,2889808624,15893947260,14319095331,1574851709,14462154966,1431792074,14319095331,14319095331,0,1573660796,143049800,1430610996,1190907,9835,1181072,6,0,6,14319095331,0,1431225122,1301121906,130096217,118271156,11641726,10583908,691328,628178,6403,5848,2603598283,286210341,2629593987,260214637,2603598283,2603598283,0,285995262,25993927,260001335,215078,1777,213301,1,0,1,2603598283,0,260185267,236535851,23657336,21508378,2066060,1878414,86389,78503,210,189
114353504256,34759297433,15931344561,2896608124,15931344748,14352786468,1578558093,14496182591,1435161970,14352786468,14352786468,0,1577364254,143386270,1433977984,1193833,9853,1183980,6,0,6,14352786468,0,1434592307,1304183055,130402918,118550076,11669364,10609075,693237,629909,6428,5869,2609725653,286882471,2635782433,260825691,2609725653,2609725653,0,286666887,26054997,260611890,215583,1783,213800,1,0,1,2609725653,0,260796083,237091228,23712902,21558802,2071023,1882912,86667,78757,212,191
114621939712,34840892021,15968741984,2903407702,15968742335,14386479177,1582262807,14530212570,1438529414,14386479177,14386479177,0,1581066203,143723508,1437342695,1196598,9885,1186713,6,0,6,14386479177,0,1437958893,1307242971,130708796,118828015,11696833,10634097,695231,631725,6450,5887,2615852128,287555574,2641970279,261437423,2615852128,2615852128,0,287339439,26116365,261223074,216134,1786,214348,1,0,1,2615852128,0,261407421,237646665,23768809,21609739,2076060,1887481,86937,78998,212,191
114890375168,34922486626,16006139528,2910207288,16006139810,14420165646,1585973882,14564236186,1441903342,14420165646,14420165646,0,1584774542,144060636,1440713906,1199334,9904,1189430,6,0,6,14420165646,0,1441331673,1310309225,131014335,119105676,11724798,10659506,697256,633584,6480,5915,2621978582,288228706,2648157485,262049803,2621978582,2621978582,0,288012090,26177113,261834977,216615,1790,214825,1,0,1,2621978582,0,262019369,238203408,23824293,21660153,2081017,1891977,87197,79246,214,193
115158810624,35004081316,16043537088,2917006848,16043537380,14453856308,1589680780,14598263350,1445273738,14453856308,14453856308,0,1588478689,144397118,1444081571,1202085,9924,1192161,6,0,6,14453856308,0,1444699414,1313371039,131320649,119384220,11752874,10684963,699246,635410,6506,5939,2628103356,288903492,2654343444,262663404,2628103356,2628103356,0,288686344,26238294,262448050,217147,1794,215353,1,0,1,2628103356,0,262632541,238760981,23880076,21710863,2086034,1896512,87479,79501,214,193
115427246080,35085675821,16080934537,2923806410,16080934874,14487546986,1593387551,14632290688,1448643849,14487546986,14487546986,0,1592182600,144733748,1447448852,1204945,9954,1194991,6,0,6,14487546986,0,1448068055,1316433728,131626174,119661884,11780601,10710055,701240,637226,6530,5959,2634229061,289577349,2660530758,263275652,2634229061,2634229061,0,289359710,26299899,263059811,217638,1798,215840,1,0,1,2634229061,0,263245128,239317561,23935637,21761323,2090972,1900983,87759,79751,214,193
115695681536,35167270425,16118332166,2930605929,16118332330,14521235825,1597096341,14666317363,1452014803,14521235825,14521235825,0,1595888556,145071557,1450816999,1207779,9981,1197798,6,0,6,14521235825,0,1451438007,1319496582,131932347,119940086,11808438,10735330,703208,639017,6556,5984,2640352820,290253109,2666716014,263889915,2640352820,2640352820,0,290034965,26361389,263673576,218143,1805,216338,1,0,1,2640352820,0,263859313,239875736,23991268,21811986,2096128,1905664,88041,79996,215,194
115964116992,35248864943,16155729660,2937405464,16155729819,14554926836,1600802824,14700345451,1455384209,14554926836,14554926836,0,1599592277,145408616,1454183661,1210541,9999,1200542,6,0,6,14554926836,0,1454805943,1322557905,132238146,120218079,11836454,10760898,705156,640773,6578,6006,2646479563,290925901,2672903296,264502168,2646479563,2646479563,0,290707203,26421916,264285287,218697,1817,216880,1,0,1,2646479563,0,264470279,240431753,24047214,21862851,2101202,1910266,88291,80222,217,195
116232552448,35330459636,16193127257,2944205071,16193127308,14588619874,1604507383,14734374591,1458752666,14588619874,14588619874,0,1603293999,145744699,1457549300,1213378,10018,1203360,6,0,6,14588619874,0,1458172382,1325618694,132543799,120496052,11864068,10785930,707152,642600,6598,6024,2652606927,291598144,2679091781,265113290,2652606927,2652606927,0,291378896,26483031,264895865,219247,1823,217424,1,0,1,2652606927,0,265081263,240987081,24102567,21913214,2106253,1914868,88595,80506,218,196
116500987904,35412054207,16230524808,2951004538,16230524861,14622309935,1608214873,14768401399,1462123409,14622309935,14622309935,0,1606998754,146081424,1460917330,1216113,10040,1206073,6,0,6,14622309935,0,1461541704,1328681431,132849397,120774199,11891922,10811278,709106,644373,6625,6049,2658734261,292270277,2685280411,265724127,2658734261,2658734261,0,292050541,26544325,265506216,219735,1825,217910,1,0,1,2658734261,0,265692536,241542580,24157634,21963253,2111309,1919459,88843,80727,219,197
116769423360,35493648707,16267922282,2957804075,16267922350,14655998692,1611923590,14802427582,1465494700,14655998692,14655998692,0,1610704674,146418834,1464285840,1218910,10056,1208854,6,0,6,14655998692,0,1464912568,1331745441,133155132,121052097,11919278,10836082,711040,646142,6656,6078,2664860899,292943176,2691467848,266336227,2664860899,2664860899,0,292722877,26605121,266117756,220298,1828,218470,1,0,1,2664860899,0,266304037,242098669,24213293,22013994,2116227,1923935,89099,80959,221,199
117037858816,35575243308,16305319832,2964603665,16305319811,14689691614,1615628218,14836456890,1468862942,14689691614,14689691614,0,1614406436,146755195,1467651241,1221776,10081,1211695,6,0,6,14689691614,0,1468279727,1334806867,133460290,121329343,11946704,10860974,713024,647947,6691,6110,2670986168,293617497,2697654421,266949244,2670986168,2670986168,0,293396695,26666422,266730273,220801,1831,218970,1,0,1,2670986168,0,266917392,242656235,24268555,22064225,2121166,1928416,89360,81197,222,200
117306294272,35656837941,16342717352,2971403191,16342717398,14723380653,1619336699,14870483396,1472233956,14723380653,14723380653,0,1618112100,147092641,1471019459,1224593,10102,1214491,6,0,6,14723380653,0,1471649193,1337869902,133766550,121607402,11974659,10886301,714971,649711,6727,6143,2677111673,294291518,2703841349,267561842,2677111673,2677111673,0,294070222,26727841,267342381,221295,1835,219460,1,0,1,2677111673,0,267529845,243212816,24324254,22114875,2126208,1932991,89692,81499,223,200
117574729728,35738432578,16380114876,2978202749,16380114953,14757071284,1623043592,14904510248,1475604628,14757071284,14757071284,0,1621816210,147428838,1474387372,1227376,10126,1217250,6,0,6,14757071284,0,1475017741,1340932641,134072393,121885609,12002392,10911458,716929,651494,6755,6170,2683237604,294965145,2710028460,268174289,2683237604,2683237604,0,294743329,26789016,267954313,221815,1840,219975,1,0,1,2683237604,0,268141725,243769011,24380315,22165905,2131102,1937454,89964,81743,223,200
117843165184,35820027119,16417512374,2985002232,16417512513,14790763427,1626748947,14938537903,1478974471,14790763427,14790763427,0,1625518684,147764324,1477754360,1230257,10152,1220105,6,0,6,14790763427,0,1478385061,1343994675,134377950,122163586,12029986,10936609,718894,653286,6793,6204,2689361561,295640671,2716213703,268788529,2689361561,2689361561,0,295418349,26850295,268568054,222321,1847,220474,1,0,1,2689361561,0,268755562,244327169,24436111,22216583,2136216,1942107,90237,81995,223,200
118111600640,35901621801,16454909964,2991801835,16454910002,14824452945,1630457019,14972564433,1482345531,14824452945,14824452945,0,1629223960,148101313,1481122647,1233053,10175,1222878,6,0,6,14824452945,0,1481754548,1347057834,134683823,122441557,12057912,10961960,720859,655068,6818,6228,2695488627,296313208,2722401770,269400065,2695488627,2695488627,0,296090398,26911293,269179105,222809,1850,220959,1,0,1,2695488627,0,269366507,244882733,24491928,22267265,2141238,1946662,90501,82244,224,201
118380036096,35983216389,16492307432,2998601327,16492307630,14858143817,1634163615,15006592860,1485714572,14858143817,14858143817,0,1632927756,148438852,1484488904,1235853,10191,1225662,6,0,6,14858143817,0,1485123470,1350119776,134988884,122718837,12085679,10987152,722881,656887,6842,6252,2701613902,296987425,2728588303,270013024,2701613902,2701613902,0,296764102,26972543,269791559,223322,1858,221464,1,0,1,2701613902,0,269979054,245439726,24547799,22317935,2146250,1951205,90773,82490,226,203
118648471552,36064810937,16529704906,3005400896,16529705135,14891834604,1637870302,15040620261,1489084645,14891834604,14891834604,0,1636631586,148775453,1487856133,1238710,10204,1228506,6,0,6,14891834604,0,1488490928,1353180834,135295206,122997665,12113803,11012743,724779,658612,6870,6279,2707738509,297662387,2734774063,270626833,2707738509,2707738509,0,297438568,27033691,270404877,223818,1863,221955,1,0,1,2707738509,0,270592614,245997709,24603441,22368486,2151255,1955747,91031,82731,227,204
118916907008,36146405532,16567102399,3012200465,16567102668,14925523197,1641579202,15074646516,1492455883,14925523197,14925523197,0,1640337657,149113082,1491224575,1241539,10237,1231302,6,0,6,14925523197,0,1491860848,1356243471,135601542,123276381,12141595,11037990,726779,660431,6893,6302,2713864850,298335615,2740961405,271239060,2713864850,2713864850,0,298111293,27094691,271016602,224321,1864,222457,1,0,1,2713864850,0,271204586,246554172,24658951,22418981,2156195,1960241,91333,83004,228,204
119185342464,36228000075,16604499996,3019000011,16604500068,14959212294,1645287702,15108672617,1495827379,14959212294,14959212294,0,1644043314,149450063,1494593251,1244382,10260,1234122,6,0,6,14959212294,0,1495230115,1359306201,135908300,123555302,12169204,11063165,728768,662250,6927,6333,2719989251,299010760,2747147138,271852873,2719989251,2719989251,0,298785950,27156018,271629932,224809,1869,222940,1,0,1,2719989251,0,271818266,247112161,24714677,22469561,2161173,1964749,91606,83257,228,204
119453777920,36309594598,16641897415,3025799561,16641897622,14992901405,1648996010,15142699701,1499197714,14992901405,14992901405,0,1647748814,149788011,1497960803,1247190,10285,1236905,6,0,6,14992901405,0,1498598991,1362367706,136215028,123834235,12197128,11088513,730712,663990,6955,6359,2726115398,299684163,2753334456,272465105,2726115398,2726115398,0,299458858,27217186,272241672,225304,1872,223432,1,0,1,2726115398,0,272430256,247668666,24770348,22520048,2166183,1969282,91842,83471,229,205
119722213376,36391189256,16679294928,3032599156,16679295172,15026592125,1652702803,15176726925,1502568003,15026592125,15026592125,0,1651452794,150124487,1501328307,1250003,10313,1239690,6,0,6,15026592125,0,1501967933,1365430314,136520304,124112042,12224850,11113746,732718,665816,6989,6389,2732240594,300358562,2759521372,273077784,2732240594,2732240594,0,300132768,27278901,272853867,225793,1877,223916,1,0,1,2732240594,0,273042786,248225180,24826427,22570882,2171232,1973901,92093,83698,230,206
119990648832,36472783866,16716692545,3039398672,16716692649,15060282876,1656409669,15210754614,1505937931,15060282876,15060282876,0,1655156950,150461400,1504695550,1252713,10338,1242375,6,0,6,15060282876,0,1505335165,1368491273,136827539,124391333,12252623,11139009,734612,667526,7011,6409,2738366488,301032184,2765708531,273690141,2738366488,2738366488,0,300805866,27340156,273465710,226317,1887,224430,1,0,1,2738366488,0,273655141,248781650,24881870,22621397,2176270,1978524,92355,83933,230,206
120259084288,36554378497,16754090038,3046198245,16754090214,15093974836,1660115202,15244783262,1509306776,15093974836,15093974836,0,1658859565,150798053,1508061512,1255631,10373,1245258,6,0,6,15093974836,0,1508701734,1371552233,137133944,124669453,12280368,11164180,736488,669221,7031,6425,2744491939,301706306,2771895125,274303120,2744491939,2744491939,0,301479495,27401295,274078200,226810,1891,224919,1,0,1,2744491939,0,274267609,249338574,24937782,22672197,2181236,1983031,92637,84191,231,207
120527519744,36635973121,16791487560,3052997803,16791487758,15127664997,1663822563,15278809639,1512677921,15127664997,15127664997,0,1662564176,151134248,1511429928,1258381,10394,1247987,6,0,6,15127664997,0,1512070584,1374615376,137440176,124947829,12307850,11189198,738509,671077,7057,6448,2750616431,302381372,2778080966,274916837,2750616431,2750616431,0,302154048,27462641,274691407,227323,1894,225429,1,0,1,2750616431,0,274881252,249896496,24993379,22722662,2186279,1987605,92906,84436,232,208
120795955200,36717567773,16828885136,3059797340,16828885297,15161351894,1667533242,15312833784,1516051352,15161351894,15161351894,0,1666272074,151471479,1514800595,1261162,10411,1250751,6,0,6,15161351894,0,1515442022,1377680028,137746654,125226528,12335808,11214671,740504,672894,7086,6474,2756741169,303056171,2784266964,275530376,2756741169,2756741169,0,302828370,27523901,275304469,227800,1894,225906,1,0,1,2756741169,0,275494640,250454220,25049054,22773214,2191284,1992156,93160,84671,232,208
121064390656,36799162296,16866282618,3066596906,16866282772,15195039523,1671243095,15346857550,1519425068,15195039523,15195039523,0,1669979080,151807592,1518171488,1264009,10435,1253574,6,0,6,15195039523,0,1518813436,1380745526,138052519,125504854,12363530,11239908,742478,674698,7117,6502,2762866728,303730178,2790453723,276143183,2762866728,2762866728,0,303501899,27585101,275916798,228278,1894,226384,1,0,1,2762866728,0,276107486,251011290,25104497,22823706,2196233,1996658,93451,84936,232,208
