boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same
268435456,81594634,37397499,6799548,37397587,33716949,3680550,34050755,3346744,33716949,33716949,0,3677992,333783,3344209,2558,23,2535,0,0,0,33716949,0,3363982,3058976,299388,271984,14562,13193,60,56,0,0,6131779,667769,6192157,607391,6131779,6131779,0,667317,60372,606945,452,6,446,0,0,0,6131779,0,613143,557591,52556,47870,1618,1484,0,0,0,0
536870912,163189216,74795007,13599093,74795116,67421876,7373131,68089264,6705743,67421876,67421876,0,7367915,667345,6700570,5216,43,5173,0,0,0,67421876,0,6728538,6119081,604609,549913,34505,31339,263,237,0,0,12261306,1337787,12382283,1216810,12261306,12261306,0,1336841,120965,1215876,946,12,934,0,0,0,12261306,0,1224753,1113916,107854,98114,4225,3840,9,6,0,0
805306368,244783758,112192574,20398638,112192546,101121153,11071421,102123794,10068780,101121153,101121153,0,11063411,1002571,10060840,8010,70,7940,0,0,0,101121153,0,10095378,9180781,910869,828102,56661,51497,503,460,0,0,18390258,2008380,18572286,1826352,18390258,18390258,0,2006962,182011,1824951,1418,17,1401,0,0,0,18390258,0,1836378,1669734,163333,148648,7227,6550,24,19,0,0
1073741824,326378404,149590098,27198200,149590106,134821043,14769055,136159210,13430888,134821043,134821043,0,14758351,1338079,13420272,10704,88,10616,0,0,0,134821043,0,13461443,12241191,1216697,1106113,79353,72197,858,771,0,0,24519227,2678973,24762429,2435771,24519227,24519227,0,2677081,243183,2433898,1892,19,1873,0,0,0,24519227,0,2447850,2225454,218728,198909,10467,9504,36,31,0,0
1342177280,407973015,186987618,33997776,186987621,168520947,18466671,170195200,16792418,168520947,168520947,0,18453277,1674129,16779148,13394,124,13270,0,0,0,168520947,0,16827242,15301013,1521770,1383328,102998,93670,1267,1137,0,0,30648695,3349081,30952825,3044951,30648695,30648695,0,3346707,304107,3042600,2374,23,2351,0,0,0,30648695,0,3058360,2780347,274382,249561,13909,12642,56,50,0,0
1610612736,489567600,224385156,40797307,224385137,202221306,22163850,204230807,20154349,202221306,202221306,0,22147686,2009357,20138329,16164,144,16020,0,0,0,202221306,0,20191398,18359889,1827488,1661288,127087,115605,1713,1547,0,0,36776931,4020376,37141689,3655618,36776931,36776931,0,4017514,364730,3652784,2862,28,2834,0,0,0,36776931,0,3670303,3336925,329739,299975,17395,15817,77,67,0,0
1879048192,571162106,261782610,47596824,261782672,235918942,25863668,238264356,23518254,235918942,235918942,0,25844710,2345249,23499461,18958,165,18793,0,0,0,235918942,0,23558656,21420902,2132065,1938514,151734,138003,2255,2042,0,0,42904899,4691925,43330325,4266499,42904899,42904899,0,4688551,425395,4263156,3374,31,3343,0,0,0,42904899,0,4282070,3893347,385130,350396,21242,19319,109,94,0,0
2147483648,652756663,299180181,54396385,299180097,269615221,29564960,272297498,26882683,269615221,269615221,0,29543219,2682090,26861129,21741,187,21554,0,0,0,269615221,0,26926165,24481924,2437788,2216254,176443,160395,2823,2556,0,0,49031969,5364416,49518509,4877876,49031969,49031969,0,5360513,486507,4874006,3903,33,3870,0,0,0,49031969,0,4894535,4450058,440760,401043,25082,22786,136,119,0,0
2415919104,734351293,336577631,61195934,336577728,303311326,33266305,306329570,30248061,303311326,303311326,0,33241845,3018029,30223816,24460,215,24245,0,0,0,303311326,0,30293636,27543382,2743483,2494272,201319,183065,3407,3097,0,0,55158404,6037530,55706542,5489392,55158404,55158404,0,6033147,548103,5485044,4383,35,4348,0,0,0,55158404,0,5507348,5006749,496576,451733,29050,26408,173,154,0,0
2684354560,815945969,373975209,67995456,373975304,337008860,36966349,340363898,33611311,337008860,337008860,0,36939006,3354800,33584206,27343,238,27105,0,0,0,337008860,0,33658326,30601466,3050084,2773000,226581,206095,4015,3645,0,0,61286168,6709288,61895166,6100290,61286168,61286168,0,6704430,608961,6095469,4858,37,4821,0,0,0,61286168,0,6118892,5562682,552348,502625,32990,29982,200,180,0,0
2952790016,897540596,411372677,74795040,411372879,370708158,40664519,374399299,36973378,370708158,370708158,0,40634309,3690878,36943431,30210,263,29947,0,0,0,370708158,0,37022408,33659480,3355109,3050397,252107,229308,4685,4246,0,0,67414336,7380704,68084392,6710648,67414336,67414336,0,7375362,670013,6705349,5342,43,5299,0,0,0,67414336,0,6730000,6118131,608168,553405,36944,33587,250,226,0,0
3221225472,979135255,448770304,81594622,448770329,404406697,44363607,408433694,40336610,404406697,404406697,0,44330571,4026717,40303854,33035,280,32755,1,0,1,404406697,0,40387117,36718583,3660690,3328146,277403,252258,5361,4867,0,0,73541978,8052644,74273088,7321534,73541978,73541978,0,8046825,731062,7315763,5819,48,5771,0,0,0,73541978,0,7341355,6673925,664133,604265,41041,37304,296,269,0,0
3489660928,1060729747,486167813,88394138,486167796,438105038,48062775,442468623,43699190,438105038,438105038,0,48026939,4363275,43663664,35835,310,35525,1,0,1,438105038,0,43751471,39776300,3966480,3606388,303008,275542,5980,5434,0,0,79668873,8725265,80461039,7933099,79668873,79668873,0,8718944,792113,7926831,6321,53,6268,0,0,0,79668873,0,7953710,7230741,719731,654751,45159,41029,344,310,0,0
3758096384,1142324300,523565401,95193659,523565240,471801884,51763517,476501691,47063710,471801884,471801884,0,51724865,4699482,47025383,38651,325,38326,1,0,1,471801884,0,47116216,42835215,4273318,3885314,328590,298740,6741,6114,0,0,85796105,9397554,86649375,8544284,85796105,85796105,0,9390754,853215,8537539,6800,55,6745,0,0,0,85796105,0,8565684,7786920,775252,705354,49421,44907,397,358,0,0
4026531840,1223918932,560962877,101993306,560962749,505495639,55467238,510532306,50430571,505495639,505495639,0,55425767,5036316,50389451,41470,351,41119,1,0,1,505495639,0,50483874,45896380,4580168,4164229,354248,322065,7477,6777,0,0,91922595,10070711,92837046,9156260,91922595,91922595,0,10063468,914394,9149074,7243,57,7186,0,0,0,91922595,0,9178416,8343883,830929,756012,53682,48780,441,399,0,0
4294967296,1305513476,598360413,108792783,598360280,539191795,59168618,544564155,53796258,539191795,539191795,0,59124417,5371988,53752429,44200,372,43828,1,0,1,539191795,0,53849940,48956748,4886305,4442773,379920,345423,8252,7485,0,0,98049890,10742893,99025333,9767450,98049890,98049890,0,10735153,975386,9759767,7740,57,7683,0,0,0,98049890,0,9790280,8900191,886336,806375,58046,52758,491,443,0,0
4563402752,1387108056,635757927,115592332,635757797,572888920,62869007,578597303,57160624,572888920,572888920,0,62822068,5707989,57114079,46938,394,46544,1,0,1,572888920,0,57214375,52015254,5192664,4721518,405897,369024,9132,8283,0,0,104177295,11415037,105213700,10378632,104177295,104177295,0,11406812,1036345,10370467,8225,60,8165,0,0,0,104177295,0,10402229,9456533,941759,856845,62279,56599,545,490,0,0
4831838208,1468702640,673155411,122391897,673155332,606583846,66571565,612628967,60526444,606583846,606583846,0,66521867,6044705,60477162,49697,416,49281,1,0,1,606583846,0,60580647,55075041,5499308,5000335,431899,392698,10013,9088,0,0,110305273,12086624,111402383,10989514,110305273,110305273,0,12077892,1097047,10980845,8732,63,8669,0,0,0,110305273,0,11013295,10012373,997350,907365,66642,60562,605,545,0,0
5100273664,1550297270,710552892,129191414,710552964,640276986,70275906,646657261,63895631,640276986,640276986,0,70223483,6379835,63843648,52422,440,51982,1,0,1,640276986,0,63948273,58137761,5806397,5279686,457970,416355,10843,9846,0,0,116430824,12760590,117589083,11602331,116430824,116430824,0,12751381,1158191,11593190,9209,68,9141,0,0,0,116430824,0,11626389,10569808,1053232,958164,71095,64618,665,600,0,0
5368709120,1631891825,747950342,135990950,747950533,673965873,73984469,680682770,67267572,673965873,673965873,0,73929187,6716428,67212759,55281,469,54812,1,0,1,673965873,0,67318961,61202091,6114161,5559656,484375,440403,11690,10609,0,0,122558211,13432739,123777686,12213264,122558211,122558211,0,13423048,1219403,12203645,9691,72,9619,0,0,0,122558211,0,12238301,11125898,1108610,1008542,75395,68535,742,670,0,0
5637144576,1713486491,785347931,142790522,785348038,707661519,77686412,714715173,70632758,707661519,707661519,0,77628350,7053164,70575186,58061,490,57571,1,0,1,707661519,0,70683919,64260703,6421256,5838822,510645,464298,12530,11363,0,0,128685633,14104889,129965675,12824847,128685633,128685633,0,14094696,1279967,12814729,10193,75,10118,0,0,0,128685633,0,12850037,11682415,1164099,1059068,79750,72518,810,728,0,0
5905580032,1795081019,822745434,149590012,822745573,741359630,81385804,748748667,73996767,741359630,741359630,0,81324928,7388530,73936398,60875,507,60368,1,0,1,741359630,0,74047992,67319606,6726561,6116384,536979,488251,13396,12157,0,0,134812295,14777717,136152964,13437048,134812295,134812295,0,14767007,1340587,13426420,10710,82,10628,0,0,0,134812295,0,13462384,12239551,1219642,1109607,84091,76460,890,802,0,0
6174015488,1876675591,860142927,156389588,860143076,775055624,85087303,782780659,77362268,775055624,775055624,0,85023747,7724502,77299245,63555,533,63022,1,0,1,775055624,0,77414570,70380151,7031783,6394071,563110,512047,14284,12976,0,0,140939030,15450558,142341013,14048575,140939030,140939030,0,15439328,1401893,14037435,11230,90,11140,0,0,0,140939030,0,14074828,12796224,1274993,1159838,88520,80481,987,892,0,0
6442450944,1958270288,897540497,163189192,897540599,808749517,88790980,816810599,80729898,808749517,808749517,0,88724743,8060526,80664217,66236,556,65680,1,0,1,808749517,0,80782396,73442503,7337709,6672036,589453,535897,15185,13781,0,0,147065789,16123403,148528796,14660396,147065789,147065789,0,16111676,1462911,14648765,11727,96,11631,0,0,0,147065789,0,14687055,13352861,1330748,1210547,92817,84401,1056,956,0,0
6710886400,2039864898,934938071,169988775,934938052,842442218,92495853,850839363,84098708,842442218,842442218,0,92426823,8396570,84030253,69029,575,68454,1,0,1,842442218,0,84150259,76504769,7644566,6950904,615882,559965,16116,14615,0,0,153192606,16796169,154716866,15271909,153192606,153192606,0,16783927,1524161,15259766,12242,99,12143,0,0,0,153192606,0,15298998,13909143,1386473,1261106,97329,88497,1127,1020,0,0
6979321856,2121459561,972335618,176788304,972335639,876137094,96198524,884869479,87466139,876137094,876137094,0,96126757,8731789,87394968,71766,596,71170,1,0,1,876137094,0,87516203,79565728,7950788,7229421,642717,584363,17049,15456,0,0,159319214,17469090,160904780,15883524,159319214,159319214,0,17456327,1585462,15870865,12763,104,12659,0,0,0,159319214,0,15911077,14465512,1442179,1311657,101868,92606,1203,1090,0,0
7247757312,2203054191,1009733102,183587889,1009733200,909830639,99902463,918899625,90833477,909830639,909830639,0,99827853,9068362,90759491,74609,624,73985,1,0,1,909830639,0,90883544,82626916,8256987,7507699,669320,608554,18002,16322,0,0,165446615,18141274,167093164,16494725,165446615,165446615,0,18128016,1646440,16481576,13258,109,13149,0,0,0,165446615,0,16522607,15021485,1497715,1362192,106411,96734,1283,1165,0,0
7516192768,2284648697,1047130711,190387447,1047130539,943523376,103607335,952929233,94201478,943523376,943523376,0,103529886,9405206,94124680,77448,651,76797,1,0,1,943523376,0,94251718,85688533,8563301,7786273,695904,632693,18963,17181,0,0,171573444,18814003,173280956,17106491,171573444,171573444,0,18800268,1707402,17092866,13735,110,13625,0,0,0,171573444,0,17134696,15578021,1553246,1412744,110967,100865,1359,1236,0,0
7784628224,2366243312,1084528184,197186972,1084528156,977213771,107314413,986955790,97572394,977213771,977213771,0,107234166,9741343,97492823,80246,676,79570,1,0,1,977213771,0,97622648,88753636,8869231,8064393,722291,656677,19996,18117,0,0,177699589,19487383,179468167,17718805,177699589,177699589,0,19473133,1768462,17704671,14250,116,14134,0,0,0,177699589,0,17747295,16135101,1609047,1463420,115338,104827,1453,1323,0,0
8053063680,2447837796,1121925703,203986484,1121925609,1010905792,111019911,1020984689,100941014,1010905792,1010905792,0,110936855,10078202,100858653,83055,695,82360,1,0,1,1010905792,0,100991336,91815918,9175522,8342705,748949,680948,21048,19082,0,0,183826401,20160083,185655792,18330692,183826401,183826401,0,20145331,1829272,18316059,14752,119,14633,0,0,0,183826401,0,18358691,16691150,1665221,1514542,119874,108956,1545,1411,0,0
8321499136,2529432495,1159323243,210786028,1159323224,1044599154,114724089,1055014522,104308721,1044599154,1044599154,0,114638246,10414645,104223601,85842,723,85119,1,0,1,1044599154,0,104359418,94878099,9481169,8620406,775529,705036,22130,20060,0,0,189953037,20832991,191843765,18942263,189953037,189953037,0,20817768,1890607,18927161,15223,121,15102,0,0,0,189953037,0,18970686,17247344,1720984,1565196,124450,113119,1648,1502,0,0
8589934592,2611027080,1196720796,217585578,1196720706,1078292816,118427980,1089044577,107676219,1078292816,1078292816,0,118339267,10751020,107588247,88712,741,87971,1,0,1,1078292816,0,107725947,97938364,9787953,8899591,802183,729266,23184,21026,0,0,196081760,21503818,198033388,19552190,196081760,196081760,0,21488132,1951504,19536628,15686,124,15562,0,0,0,196081760,0,19580691,17802003,1776617,1615720,129100,117340,1724,1565,0,0
8858370048,2692621746,1234118306,224385160,1234118280,1111987688,122130618,1123075424,111042882,1111987688,1111987688,0,122039145,11086973,110952172,91472,763,90709,1,0,1,1111987688,0,111092390,100998628,10093566,9177946,828905,753568,24284,22030,0,0,202208304,22176856,204220867,20164293,202208304,202208304,0,22160657,2012435,20148222,16199,128,16071,0,0,0,202208304,0,20193094,18358952,1832088,1666118,133653,121498,1822,1654,0,0
9126805504,2774216208,1271515805,231184602,1271515801,1145683064,125832741,1157106095,114409710,1145683064,1145683064,0,125738432,11422249,114316183,94308,782,93526,1,0,1,1145683064,0,114459288,104060380,10398171,9454926,855580,777829,25392,23047,1,1,208336321,22848281,210410078,20774524,208336321,208336321,0,22831599,2073627,20757972,16682,130,16552,0,0,0,208336321,0,20803915,18914065,1887438,1716410,138330,125762,1916,1735,0,0
9395240960,2855810709,1308913209,237984152,1308913348,1179373559,129539650,1191133233,117779976,1179373559,1179373559,0,129442568,11758876,117683692,97081,798,96283,1,0,1,1179373559,0,117829610,107124279,10703945,9732970,882579,802455,26433,23987,1,1,214462994,23521158,216597777,21386375,214462994,214462994,0,23503944,2134648,21369296,17214,135,17079,0,0,0,214462994,0,21415742,19470363,1943230,1767094,142961,130021,2011,1818,0,0
9663676416,2937405376,1346310807,244783726,1346310843,1213067507,133243300,1225163812,121146995,1213067507,1213067507,0,133143464,12095485,121047979,99835,820,99015,1,0,1,1213067507,0,121196064,110184811,11010401,10011297,909440,826850,27557,25019,2,2,220589956,24193770,222786034,21997692,220589956,220589956,0,24176017,2195937,21980080,17753,141,17612,0,0,0,220589956,0,22027628,20026507,1998778,1817510,147508,134159,2103,1904,0,0
9932111872,3018999942,1383708312,251583340,1383708290,1246761506,136946806,1259193559,124514753,1246761506,1246761506,0,136844174,12431212,124412962,102631,841,101790,1,0,1,1246761506,0,124563656,113246913,11315691,10288996,936163,851026,28660,26023,4,4,226716977,24866363,228974129,22609211,226716977,226716977,0,24848070,2257005,22591065,18293,147,18146,0,0,0,226716977,0,22639233,20582481,2054449,1868160,152184,138429,2204,1995,0,0
10200547328,3100594579,1421105751,258382901,1421105927,1280455376,140650375,1293223762,127881989,1280455376,1280455376,0,140544964,12767525,127777439,105410,861,104549,1,0,1,1280455376,0,127931053,116308299,11620880,10566464,963241,875628,29786,27044,4,4,232843863,25539038,235162132,23220769,232843863,232843863,0,25520232,2318116,23202116,18806,153,18653,0,0,0,232843863,0,23251262,21138829,2109744,1918466,156925,142738,2301,2083,0,0
10468982784,3182189198,1458503410,265182430,1458503358,1314153357,144350053,1327259076,131244334,1314153357,1314153357,0,144241848,13104834,131137014,108204,885,107319,1,0,1,1314153357,0,131293896,119364260,11926989,10844735,990126,900032,30833,27983,4,4,238970146,26212284,241349009,23833421,238970146,238970146,0,26192983,2378705,23814278,19301,158,19143,0,0,0,238970146,0,23863377,21695843,2165597,1969254,161606,147005,2403,2176,0,0
10737418240,3263783621,1495900825,271981968,1495900828,1347848615,148052210,1361290474,134610351,1347848615,1347848615,0,147941251,13440955,134500296,110958,904,110054,1,0,1,1347848615,0,134658057,122422799,12233665,11123478,1017530,924975,31990,29036,9,8,245097083,26884885,247536730,24445238,245097083,245097083,0,26865094,2439487,24425607,19791,160,19631,0,0,0,245097083,0,24475163,22252171,2221140,2019894,166274,151269,2517,2273,0,0
11005853696,3345378373,1533298451,278781549,1533298373,1381544256,151754195,1395321582,137976869,1381544256,1381544256,0,151640503,13776399,137864104,113691,927,112764,1,0,1,1381544256,0,138022342,125482198,12540466,11402280,1044499,949494,33186,30123,10,9,251223500,27558049,253724510,25057039,251223500,251223500,0,27537790,2500845,25036945,20259,165,20094,0,0,0,251223500,0,25087226,22808484,2276934,2070552,171014,155547,2616,2362,0,0
11274289152,3426972901,1570695885,285581077,1570695939,1415237262,155458623,1429351672,141344213,1415237262,1415237262,0,155342215,14113465,141228750,116407,945,115462,1,0,1,1415237262,0,141389496,128542650,12846916,11680877,1071453,974042,34338,31171,12,10,257350218,28230859,259912459,25668618,257350218,257350218,0,28210118,2562070,25648048,20741,171,20570,0,0,0,257350218,0,25699366,23364881,2332376,2120946,175659,159766,2717,2455,0,0
11542724608,3508567522,1608093409,292380655,1608093458,1448930977,159162432,1463382563,144710846,1448930977,1448930977,0,159043253,14450610,144592643,119178,976,118202,1,0,1,1448930977,0,144756884,131603256,13152577,11958801,1098291,998364,35484,32207,17,15,263477462,28903193,266100723,26279932,263477462,263477462,0,28881958,2623083,26258875,21235,178,21057,0,0,0,263477462,0,26310877,23920872,2387965,2171481,180295,163973,2821,2549,0,0
11811160064,3590162225,1645490985,299180223,1645491017,1482623532,162867453,1497412444,148078541,1482623532,1482623532,0,162745491,14787911,147957580,121961,1001,120960,1,0,1,1482623532,0,148125245,134664623,13458112,12236587,1125415,1023055,36700,33298,19,17,269604428,29575795,272288939,26891284,269604428,269604428,0,29554028,2684327,26869701,21767,184,21583,0,0,0,269604428,0,26922511,24476871,2443672,2222037,184883,168118,2962,2675,0,0
12079595520,3671756731,1682888531,305979732,1682888468,1516316177,166572354,1531440999,151447532,1516316177,1516316177,0,166447607,15123800,151323807,124746,1022,123724,1,0,1,1516316177,0,151493319,137727078,13764014,12514817,1152417,1047547,37835,34345,22,20,275731134,30248598,278476420,27503312,275731134,275731134,0,30226335,2745099,27481236,22263,187,22076,0,0,0,275731134,0,27534490,25033445,2499263,2272675,189496,172332,3086,2784,0,0
12348030976,3753351308,1720286039,312779274,1720285995,1550012054,170273985,1565472956,154813083,1550012054,1550012054,0,170146455,15459855,154686600,127529,1047,126482,1,0,1,1550012054,0,154858029,140786204,14069764,12792701,1179642,1072278,38998,35397,22,20,281857360,30921914,284663921,28115353,281857360,281857360,0,30899121,2806370,28092751,22793,191,22602,0,0,0,281857360,0,28147263,25590442,2554531,2322906,194128,176517,3199,2886,0,0
12616466432,3834945902,1757683500,319578812,1757683590,1583704236,173979264,1599503008,158180492,1583704236,1583704236,0,173848872,15797693,158051179,130391,1079,129312,1,0,1,1583704236,0,158226568,143847482,14375577,13070498,1206565,1096737,40140,36442,22,20,287984232,31594580,290851655,28727157,287984232,287984232,0,31571249,2867230,28704019,23331,193,23138,0,0,0,287984232,0,28758998,26146818,2610087,2373384,198841,180817,3323,3000,0,0
12884901888,3916540453,1795081101,326378345,1795081007,1617396095,177685006,1633531658,161549443,1617396095,1617396095,0,177551830,16134455,161417375,133175,1108,132067,1,0,1,1617396095,0,161593707,146908378,14682887,13349832,1233843,1121585,41367,37556,26,24,294111494,32266851,297040022,29338323,294111494,294111494,0,32243026,2928333,29314693,23825,195,23630,0,0,0,294111494,0,29370550,26702776,2665619,2423821,203419,184990,3438,3106,0,0
13153337344,3998134954,1832478561,333177931,1832478462,1651088000,181390561,1667561211,164917350,1651088000,1651088000,0,181254585,16472078,164782507,135975,1133,134842,1,0,1,1651088000,0,164961882,149969237,14989227,13628460,1260901,1146152,42548,38633,27,25,300238887,32939044,303228301,29949630,300238887,300238887,0,32914696,2989215,29925481,24348,199,24149,0,0,0,300238887,0,29981555,27258428,2721467,2474599,208119,189241,3555,3213,0,0
13421772800,4079729567,1869876157,339977439,1869875971,1684782802,185093355,1701591547,168284610,1684782802,1684782802,0,184954542,16807583,168146959,138812,1162,137650,1,0,1,1684782802,0,168328643,153031084,15294312,13905547,1287862,1170630,43691,39667,34,31,306365845,33611594,309416697,30560742,306365845,306365845,0,33586748,3050650,30536098,24846,202,24644,0,0,0,306365845,0,30593520,27814551,2776751,2524713,212797,193509,3680,3325,0,0
13690208256,4161324184,1907273655,346777021,1907273508,1718477505,188796150,1735622628,171651027,1718477505,1718477505,0,188654551,17143943,171510608,141598,1180,140418,1,0,1,1718477505,0,171694292,156090588,15600279,14183743,1315020,1195449,44921,40792,39,36,312491501,34285520,315603718,31173303,312491501,312491501,0,34260152,3112013,31148139,25368,204,25164,0,0,0,312491501,0,31206054,28371317,2832756,2575568,217546,197821,3796,3433,0,0
13958643712,4242918770,1944671166,353576517,1944671087,1752171412,192499754,1769653468,175017698,1752171412,1752171412,0,192355330,17480856,174874474,144423,1200,143223,1,0,1,1752171412,0,175060048,159149983,15906900,14462339,1342213,1220221,46127,41892,42,39,318616476,34960041,321789623,31786894,318616476,318616476,0,34934151,3172936,31761215,25890,211,25679,0,0,0,318616476,0,31819538,28929301,2888461,2626279,222224,202078,3928,3557,0,0
14227079168,4324513465,1982068669,360376110,1982068686,1785864940,196203729,1803684103,178384566,1785864940,1785864940,0,196056509,17817939,178238570,147219,1224,145995,1,0,1,1785864940,0,178427491,162210609,16212377,14740143,1369298,1244805,47296,42970,47,43,324743834,35632276,327978487,32397623,324743834,324743834,0,35605905,3234437,32371468,26371,216,26155,0,0,0,324743834,0,32430551,29484265,2944313,2677120,226963,206389,4078,3694,0,0
14495514624,4406108058,2019466161,367175621,2019466276,1819556275,199909886,1837711858,181754303,1819556275,1819556275,0,199759865,18154331,181605534,150020,1252,148768,1,0,1,1819556275,0,181796112,165273163,16518849,15018829,1396334,1269410,48518,44085,52,47,330870232,36305389,334166458,33009163,330870232,330870232,0,36278550,3296006,32982544,26839,220,26619,0,0,0,330870232,0,33042886,30040525,2999703,2727514,231746,210686,4215,3819,0,0
14763950080,4487702617,2056863659,373975192,2056863766,1853247315,203616344,1871739674,185123985,1853247315,1853247315,0,203463530,18491092,184972438,152813,1267,151546,1,0,1,1853247315,0,185164785,168335594,16825502,15297433,1423460,1294176,49724,45181,59,54,336995854,36979338,340353294,33621898,336995854,336995854,0,36951992,3357216,33594776,27346,224,27122,0,0,0,336995854,0,33656017,30598049,3055086,2777774,236533,215014,4356,3939,0,0
15032385536,4569297319,2094261343,380774763,2094261213,1886942223,207319120,1905769981,188491362,1886942223,1886942223,0,207163568,18826467,188337101,155551,1291,154260,1,0,1,1886942223,0,188530405,171395959,17131866,15576222,1450356,1318640,50879,46223,62,57,343123771,37650992,346542552,34232211,343123771,343123771,0,37623165,3418555,34204610,27827,226,27601,0,0,0,343123771,0,34266726,31152930,3110706,2828310,241240,219305,4493,4065,0,0
15300820992,4650891933,2131658797,387574230,2131658906,1920633338,211025459,1939798146,191860651,1920633338,1920633338,0,210867066,19163492,191703574,158392,1316,157076,1,0,1,1920633338,0,191899461,174458766,17437800,15853959,1477608,1343418,52129,47368,68,63,349247984,38326246,352727994,34846236,349247984,349247984,0,38297932,3479780,34818152,28314,230,28084,0,0,0,349247984,0,34880410,31710983,3166868,2879330,246024,223654,4630,4185,0,0
15569256448,4732486599,2169056313,394373843,2169056443,1954325392,214730921,1973826885,195229428,1954325392,1954325392,0,214569675,19500160,195069515,161245,1333,159912,1,0,1,1954325392,0,195267354,177520407,17744289,16132622,1504502,1367845,53456,48572,74,69,355374573,38999270,358915140,35458703,355374573,355374573,0,38970445,3540335,35430110,28825,232,28593,0,0,0,355374573,0,35491770,32267342,3223090,2930448,250836,228030,4749,4290,0,0
15837691904,4814081145,2206453763,401173403,2206453979,1988016902,218436861,2007855447,198598316,1988016902,1988016902,0,218272880,19837188,198435692,163980,1357,162623,1,0,1,1988016902,0,198635510,180581972,18050643,16411114,1531977,1392851,54669,49679,81,76,361499871,39673532,365101356,36072047,361499871,361499871,0,39644153,3601248,36042905,29379,237,29142,0,0,0,361499871,0,36105056,32825169,3278677,2981038,255538,232292,4882,4406,0,0
16106127360,4895675740,2243851248,407972943,2243851549,2021708517,222142731,2041883068,201968180,2021708517,2021708517,0,221976049,20173174,201802875,166681,1377,165304,1,0,1,2021708517,0,202004633,183645651,18356144,16688662,1559225,1417632,55962,50850,85,80,367625739,40347204,371288251,36684692,367625739,367625739,0,40317286,3662271,36655015,29918,241,29677,0,0,0,367625739,0,36717900,33382491,3334054,3031376,260313,236616,5019,4532,0,0
16374562816,4977270342,2281248831,414772532,2281248979,2055403998,225844833,2075915190,205333641,2055403998,2055403998,0,225675401,20509798,205165603,169431,1394,168037,1,0,1,2055403998,0,205369847,186704670,18661728,16966383,1586427,1442383,57310,52083,89,84,373751832,41020700,377475259,37297273,373751832,373751832,0,40990291,3723182,37267109,30409,245,30164,0,0,0,373751832,0,37330157,33939474,3389954,3082101,265043,240896,5137,4638,0,0
16642998272,5058864917,2318646306,421572038,2318646573,2089097627,229548679,2109944271,208702035,2089097627,2089097627,0,229376403,20845226,208531177,172275,1418,170857,1,0,1,2089097627,0,208736565,189766367,18967493,17244342,1613672,1467152,58577,53228,96,88,379879339,41692699,383663496,37908542,379879339,379879339,0,41661798,3783908,37877890,30901,249,30652,0,0,0,379879339,0,37941320,34495313,3445495,3132663,269698,245144,5285,4770,0,0
16911433728,5140459585,2356043856,428371635,2356044094,2122789441,233254415,2143973594,212070262,2122789441,2122789441,0,233079429,21182719,211896710,174985,1434,173551,1,0,1,2122789441,0,212105065,192827687,19273458,17522565,1640876,1491911,59928,54453,102,94,386005855,42365780,389851691,38519944,386005855,386005855,0,42334380,3845586,38488794,31400,250,31150,0,0,0,386005855,0,38553100,35050874,3501391,3183548,274486,249493,5403,4879,0,0
17179869184,5222054160,2393441389,435171216,2393441555,2156483357,236958032,2178004577,215436812,2156483357,2156483357,0,236780243,21519760,215260483,177788,1460,176328,1,0,1,2156483357,0,215470788,195886793,19579964,17801264,1668134,1516674,61251,55654,106,98,392132901,43038315,396039907,39131309,392132901,392132901,0,43006387,3906752,39099635,31928,254,31674,0,0,0,392132901,0,39164447,35606499,3557267,3234393,279132,253733,5541,5010,0,0
17448304640,5303648711,2430838908,441970756,2430839047,2190177121,240661787,2212034118,218804790,2190177121,2190177121,0,240481156,21855506,218625650,180630,1491,179139,1,0,1,2190177121,0,218838133,198948411,19885317,18079095,1695008,1541165,62586,56876,112,103,398259511,43711245,402227555,39743201,398259511,398259511,0,43678796,3967786,39711010,32449,258,32191,0,0,0,398259511,0,39776285,36162776,3612923,3285016,283895,258071,5693,5147,0,0
