boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
104958263296,31903486424,14812333133,2278820375,14812332916,13586219021,1226114112,13680502507,1131830626,13586219021,13586219021,0,1225555421,94280220,1131275201,558689,3266,555423,2,0,2,13586219021,0,1131882951,1044807909,87061102,80364943,6392459,5900335,218505,201646,404,368,2090296079,188524296,2104788465,174031910,2090296079,2090296079,0,188438919,14491854,173947065,85377,532,84845,2090296079,0,174116321,160726079,13374302,12345679,928662,857168,19634,18139
105226698752,31985081045,14850216269,2284648607,14850216169,13620964379,1229251890,13715488198,1134728071,13620964379,13620964379,0,1228691795,94520543,1134171252,560093,3276,556817,2,0,2,13620964379,0,1134778829,1047481895,87283930,80570653,6409401,5916012,219229,202322,406,370,2095643652,189004955,2110173240,174475367,2095643652,2095643652,0,188919359,14529055,174390304,85596,533,85063,2095643652,0,174560302,161135656,13408169,12376954,931180,859483,19708,18211
105495134208,32066675633,14888099442,2290476790,14888099401,13655711370,1232388072,13750476230,1137623212,13655711370,13655711370,0,1231826528,94761569,1137064959,561541,3291,558250,3,0,3,13655711370,0,1137672970,1050153525,87506728,80776308,6426444,5931747,219976,203005,410,374,2100990236,189486554,2115556886,174919904,2100990236,2100990236,0,189400750,14566115,174834635,85804,535,85269,2100990236,0,175005256,161546230,13441933,12408224,933774,861897,19787,18284
105763569664,32148270322,14925982655,2296305032,14925982635,13690458237,1235524418,13785464768,1140517887,13690458237,13690458237,0,1234961439,95003227,1139958212,562976,3304,559672,3,0,3,13690458237,0,1140566524,1052823905,87730498,80982966,6443295,5947292,220709,203672,413,377,2106335192,189969840,2120939241,175365791,2106335192,2106335192,0,189883793,14603513,175280280,86047,536,85511,2106335192,0,175451289,161957640,13476367,12440064,936282,864227,19855,18349
106032005120,32229864874,14963865797,2302133239,14963865838,13725202716,1238663081,13820451012,1143414785,13725202716,13725202716,0,1238098679,95244989,1142853690,564399,3307,561092,3,0,3,13725202716,0,1143463784,1055498030,87953032,81188280,6460023,5962666,221426,204336,414,378,2111680947,190452292,2126322214,175811025,2111680947,2111680947,0,190366014,14640730,175725284,86278,537,85741,2111680947,0,175896465,162368440,13510685,12471741,938924,866677,19940,18426
106300440576,32311459427,15001748985,2307961418,15001749024,13759949303,1241799682,13855439246,1146309739,13759949303,13759949303,0,1241233800,95486628,1145747172,565879,3315,562564,3,0,3,13759949303,0,1146358166,1058169253,88176166,81394220,6476885,5978296,222165,205022,418,381,2117025527,190935891,2131704155,176257263,2117025527,2117025527,0,190849389,14678090,176171299,86502,538,85964,2117025527,0,176342531,162780040,13545354,12503731,941497,869045,20007,18483
106568876032,32393054005,15039632125,2313789613,15039632267,13794696940,1244935185,13890428365,1149203760,13794696940,13794696940,0,1244367821,95728098,1148639723,567361,3327,564034,3,0,3,13794696940,0,1149251905,1060840076,88398902,81599815,6493703,5993752,222893,205699,418,381,2122372653,191416960,2137088240,176701373,2122372653,2122372653,0,191330240,14715048,176615192,86720,539,86181,2122372653,0,176786254,163189756,13579854,12535485,944035,871388,20097,18563
106837311488,32474648706,15077515309,2319617820,15077515577,13829442168,1248073141,13925414825,1152100484,13829442168,13829442168,0,1247504376,95969322,1151535054,568762,3335,565427,3,0,3,13829442168,0,1152148429,1063513856,88621326,81805134,6510515,6009244,223686,206437,420,383,2127718285,191899535,2142471316,177146504,2127718285,2127718285,0,191812604,14752489,177060115,86931,542,86389,2127718285,0,177231793,163600779,13614079,12567007,946555,873696,20177,18633
107105746944,32556243265,15115398489,2325445982,15115398794,13864186800,1251211689,13960400188,1154998301,13864186800,13864186800,0,1250641473,96210047,1154431426,570213,3341,566872,3,0,3,13864186800,0,1155045118,1066188107,88843996,82010846,6527485,6024952,224449,207133,425,388,2133064363,192381619,2147854311,177591671,2133064363,2133064363,0,192294485,14789405,177505080,87134,543,86591,2133064363,0,177676745,164011661,13648304,12598593,949173,876115,20263,18711
107374182400,32637837827,15153281690,2331274171,15153281966,13898932009,1254349681,13995386536,1157895154,13898932009,13898932009,0,1253778068,96451181,1157326887,571610,3346,568264,3,0,3,13898932009,0,1157940763,1068861031,89067331,82217135,6544324,6040490,225219,207837,431,394,2138410029,192864142,2153236807,178037364,2138410029,2138410029,0,192776794,14826233,177950561,87348,545,86803,2138410029,0,178122209,164423192,13682533,12630135,951706,878448,20346,18786
107642617856,32719432411,15191164921,2337102342,15191165148,13933678200,1257486721,14030374405,1160790516,13933678200,13933678200,0,1256913701,96692852,1160220849,573017,3353,569664,3,0,3,13933678200,0,1160836259,1071533385,89289788,82422504,6561232,6056017,225991,208549,431,394,2143755872,193346470,2158619459,178482883,2143755872,2143755872,0,193258902,14863042,178395860,87568,545,87023,2143755872,0,178567406,164834408,13716787,12661755,954281,880834,20428,18863
107911053312,32801026942,15229048160,2342930531,15229048251,13968424619,1260623541,14065361753,1163686407,13968424619,13968424619,0,1260049023,96933772,1163115251,574515,3362,571153,3,0,3,13968424619,0,1163730969,1074205657,89512682,82628243,6578184,6071702,226754,209253,434,396,2149101248,193829283,2164002054,178928477,2149101248,2149101248,0,193741500,14900261,178841239,87783,545,87238,2149101248,0,179013309,165245935,13750870,12693199,956819,883170,20502,18935
108179488768,32882621604,15266931312,2348758734,15266931558,14003169727,1263761585,14100347877,1166583435,14003169727,14003169727,0,1263185635,97174776,1166010859,575947,3374,572573,3,0,3,14003169727,0,1166626786,1076879215,89735884,82834073,6595040,6087241,227490,209933,435,397,2154445915,194312819,2169383796,179374938,2154445915,2154445915,0,194224830,14937335,179287495,87989,546,87443,2154445915,0,179459787,165658230,13785127,12724772,959338,885485,20578,19008
108447924224,32964216203,15304814479,2354586962,15304814762,14037915521,1266898958,14135334964,1169479515,14037915521,14037915521,0,1266321546,97416059,1168905487,577409,3384,574025,3,0,3,14037915521,0,1169521635,1079551302,89959269,83040306,6611949,6102834,228253,210643,440,402,2159792597,194794365,2174767589,179819373,2159792597,2159792597,0,194706167,14974445,179731722,88198,547,87651,2159792597,0,179904491,166068634,13819152,12756214,961878,887807,20646,19067
108716359680,33045810730,15342697667,2360415113,15342697950,14072659297,1270038370,14170320034,1172377633,14072659297,14072659297,0,1269459488,97657340,1171802148,578879,3397,575482,3,0,3,14072659297,0,1172419375,1082226016,90181895,83246055,6628768,6118331,229005,211339,445,407,2165139154,195275959,2180151191,180263922,2165139154,2165139154,0,195187544,15011489,180176055,88415,548,87867,2165139154,0,180349300,166479218,13853100,12787541,964418,890157,20726,19139
108984795136,33127405345,15380580798,2366243359,15380581188,14107404780,1273176018,14205306861,1175273937,14107404780,14107404780,0,1272595690,97898678,1174697012,580325,3403,576922,3,0,3,14107404780,0,1175315630,1084899321,90404287,83451446,6645572,6133808,229755,212029,446,408,2170485127,195758232,2185534141,180709218,2170485127,2170485127,0,195669612,15048466,180621146,88620,548,88072,2170485127,0,180794419,166890202,13887398,12819199,966980,892531,20815,19214
109253230592,33208999908,15418463991,2372071554,15418464363,14142150476,1276313515,14240294794,1178169197,14142150476,14142150476,0,1275731765,98140907,1177590858,581747,3411,578336,3,0,3,14142150476,0,1178211420,1087571485,90627086,83656978,6662354,6149315,230454,212669,451,411,2175830608,196240946,2190917089,181154465,2175830608,2175830608,0,196152122,15085932,181066190,88824,549,88275,2175830608,0,181239902,167301153,13921933,12851013,969406,894746,20881,19278
109521666048,33290594522,15456347234,2377899758,15456347530,14176897225,1279450009,14275282801,1181064433,14176897225,14176897225,0,1278866778,98382160,1180484618,583228,3416,579812,3,0,3,14176897225,0,1181106277,1090243699,90849561,83862243,6679279,6164898,231207,213364,454,414,2181175589,196724169,2196299442,181600316,2181175589,2181175589,0,196635141,15123304,181511837,89028,549,88479,2181175589,0,181685712,167712367,13956475,12882976,971974,897125,20980,19369
109790101504,33372189174,15494230503,2383727914,15494230757,14211645661,1282584842,14310272667,1183957836,14211645661,14211645661,0,1282000096,98623583,1183376513,584743,3423,581320,3,0,3,14211645661,0,1183999242,1092913805,91072152,84067573,6696264,6180642,231982,214077,456,416,2186520453,197207461,2201681504,182046410,2186520453,2186520453,0,197118206,15160499,181957707,89255,552,88703,2186520453,0,182132187,168124539,13990365,12914176,974592,899545,21062,19447
110058536960,33453783740,15532113777,2389556059,15532113904,14246393919,1285719858,14345262765,1186851012,14246393919,14246393919,0,1285133703,98865410,1186268293,586152,3436,582716,3,0,3,14246393919,0,1186891602,1095582673,91295685,84274140,6713196,6196270,232757,214787,463,423,2191866460,197689599,2207064663,182491396,2191866460,2191866460,0,197600144,15197649,182402495,89455,554,88901,2191866460,0,182577077,168535160,14024781,12945895,977132,901906,21154,19534
110326972416,33535378332,15569996853,2395384293,15569997186,14281141847,1288855006,14380251355,1189745498,14281141847,14281141847,0,1288267424,99106064,1189161360,587579,3444,584135,3,0,3,14281141847,0,1189786119,1098254739,91517333,84478924,6729973,6211755,233531,215515,468,427,2197212411,198171882,2212447681,182936612,2197212411,2197212411,0,198082191,15234715,182847476,89691,555,89136,2197212411,0,183022373,168946252,14058929,12977370,979652,904243,21237,19611
110595407872,33616973024,15607880166,2401212441,15607880417,14315886895,1291993271,14415237875,1192642291,14315886895,14315886895,0,1291404216,99347525,1192056691,589052,3455,585597,3,0,3,14315886895,0,1192682352,1100927846,91739918,84684543,6747197,6227662,234276,216208,473,432,2202557670,198654771,2217830045,183382396,2202557670,2202557670,0,198564873,15271820,183293053,89898,555,89343,2202557670,0,183467987,169357595,14093495,13009296,982079,906482,21312,19680
110863843328,33698567553,15645763273,2407040635,15645763645,14350633848,1295129425,14450225541,1195537732,14350633848,14350633848,0,1294538887,99588228,1194950659,590535,3465,587070,3,0,3,14350633848,0,1195577318,1103600565,91961878,84889404,6764170,6243342,235044,216912,477,436,2207903137,199137498,2223212835,183827800,2207903137,2207903137,0,199047362,15309139,183738223,90136,559,89577,2207903137,0,183913668,169768836,14127548,13040696,984755,908939,21391,19752
111132278784,33780162243,15683646616,2412868812,15683646815,14385382761,1298263855,14485215946,1198430670,14385382761,14385382761,0,1297671888,99829717,1197842171,591964,3468,588496,3,0,3,14385382761,0,1198469238,1106269512,92185440,85095812,6780970,6258837,235759,217571,481,439,2213247922,199620890,2228595136,184273676,2213247922,2213247922,0,199530531,15346651,184183880,90359,563,89796,2213247922,0,184359991,170180531,14161821,13072299,987268,911245,21451,19805
111400714240,33861756846,15721529773,2418697014,15721530059,14420130045,1301399728,14520204852,1201324921,14420130045,14420130045,0,1300806330,100071329,1200735001,593395,3478,589917,3,0,3,14420130045,0,1201363400,1108940695,92408052,85301097,6797935,6274556,236457,218209,486,444,2218592973,200104041,2233977356,184719658,2218592973,2218592973,0,200013475,15383819,184629656,90566,564,90002,2218592973,0,184806093,170592357,14196022,13103819,989826,913599,21534,19881
111669149696,33943351476,15759413046,2424525172,15759413258,14454875615,1304537431,14555191879,1204221167,14454875615,14454875615,0,1303942597,100312773,1203629824,594831,3491,591340,3,0,3,14454875615,0,1204258851,1111613280,92631137,85506925,6814929,6290284,237191,218888,489,447,2223940130,200585042,2239361638,185163534,2223940130,2223940130,0,200494264,15420944,185073320,90778,564,90214,2223940130,0,185250269,171002307,14230064,13135171,992321,915888,21610,19954
111937585152,34024946006,15797296115,2430353379,15797296512,14489619507,1307676608,14590178304,1207117811,14489619507,14489619507,0,1307080317,100555298,1206525019,596288,3499,592789,3,0,3,14489619507,0,1207156282,1114286824,92853728,85712198,6831849,6305939,237966,219608,492,450,2229285347,201068032,2244744327,185609052,2229285347,2229285347,0,200977029,15458416,185518613,91003,564,90439,2229285347,0,185695991,171413425,14264541,13166981,994795,918175,21702,20032
112206020608,34106540586,15835179417,2436181535,15835179634,14524368414,1310811003,14625167375,1210012042,14524368414,14524368414,0,1310213297,100795458,1209417839,597703,3503,594200,3,0,3,14524368414,0,1210049478,1116957985,93075870,85917544,6848730,6321561,238725,220297,494,452,2234630363,201551172,2250126394,186055141,2234630363,2234630363,0,201459954,15495463,185964491,91218,568,90650,2234630363,0,186141920,171825169,14298930,13198711,997317,920500,21787,20111
112474456064,34188135275,15873062614,2442009721,15873062940,14559111848,1313950766,14660152250,1212910364,14559111848,14559111848,0,1313351623,101036892,1212314731,599140,3510,595630,3,0,3,14559111848,0,1212947838,1119633267,93298030,86122714,6865763,6337296,239495,220999,497,455,2239976990,202032731,2255510397,186499324,2239976990,2239976990,0,201941304,15532838,186408466,91427,569,90858,2239976990,0,186586692,172235391,14332808,13229982,999918,922889,21886,20204
112742891520,34269729823,15910945776,2447837940,15910946107,14593858371,1317087405,14695139114,1215806662,14593858371,14593858371,0,1316486837,101277225,1215209612,600565,3518,597047,3,0,3,14593858371,0,1215842239,1122305894,93521337,86328768,6882552,6352834,240210,221659,499,457,2245322392,202515548,2260893091,186944849,2245322392,2245322392,0,202423885,15570127,186853758,91663,572,91091,2245322392,0,187032119,172646372,14367296,13261837,1002490,925259,21980,20290
113011326976,34351324423,15948829059,2453666082,15948829282,14628604819,1320224240,14730125904,1218703155,14628604819,14628604819,0,1319622238,101517561,1218104677,601999,3524,598475,3,0,3,14628604819,0,1218737190,1124978907,93744274,86534659,6899324,6368314,240947,222336,503,461,2250668968,202997114,2266276841,187389241,2250668968,2250668968,0,202905244,15607298,187297946,91870,575,91295,2250668968,0,187476637,173056532,14401486,13293431,1005057,927612,22064,20371
113279762432,34432919038,15986712255,2459494277,15986712506,14663350665,1323361590,14765113724,1221598531,14663350665,14663350665,0,1322758176,101759532,1220998644,603411,3527,599884,3,0,3,14663350665,0,1221632248,1127650358,93967812,86741181,6915903,6383604,241708,223038,505,463,2256015668,203478609,2271660384,187833893,2256015668,2256015668,0,203386535,15644141,187742394,92074,575,91499,2256015668,0,187921167,173466999,14435652,13325029,1007571,929919,22145,20447
113548197888,34514513612,16024595449,2465322444,16024595719,14698095152,1326500297,14800098785,1224496664,14698095152,14698095152,0,1325895470,102000095,1223895375,604824,3538,601286,3,0,3,14698095152,0,1224529298,1130325444,94190545,86946656,6932646,6399057,242476,223755,505,463,2261362021,203960423,2277043567,188278877,2261362021,2261362021,0,203868129,15680969,188187160,92294,577,91717,2261362021,0,188366247,173878066,14469528,13356314,1010140,932271,22214,20509
113816633344,34596108304,16062478735,2471150635,16062478934,14732846148,1329632587,14835091226,1227387509,14732846148,14732846148,0,1329026388,102241531,1226784857,606196,3547,602649,3,0,3,14732846148,0,1227420649,1132994016,94412610,87151461,6949407,6414486,243215,224429,507,465,2266707805,204442830,2282426272,188724363,2266707805,2266707805,0,204350284,15717890,188632394,92546,577,91969,2266707805,0,188811521,174289181,14503850,13388075,1012624,934563,22289,20575
114085068800,34677702924,16100361998,2476978824,16100362102,14767595122,1332766876,14870081561,1230280437,14767595122,14767595122,0,1332159246,102482884,1229676362,607627,3555,604072,3,0,3,14767595122,0,1230312725,1135663375,94635698,87357349,6966309,6429996,244004,225175,510,467,2272054236,204924588,2287810160,189168664,2272054236,2272054236,0,204831826,15755344,189076482,92762,580,92182,2272054236,0,189256195,174699259,14538092,13419670,1015172,936905,22367,20648
114353504256,34759297433,16138245112,2482807006,16138245315,14802338198,1335906914,14905065986,1233179126,14802338198,14802338198,0,1335297791,102724226,1232573565,609120,3562,605558,3,0,3,14802338198,0,1233211449,1138339146,94857751,87562360,6983254,6445652,244826,225939,511,468,2277400508,205406498,2293193306,189613700,2277400508,2277400508,0,205313509,15792216,189521293,92989,582,92407,2277400508,0,189700788,175109785,14572554,13451528,1017714,939253,22453,20727
114621939712,34840892021,16176128281,2488635222,16176128518,14837085074,1339043207,14940054022,1236074259,14837085074,14837085074,0,1338432635,102965380,1235467255,610569,3568,607001,3,0,3,14837085074,0,1236105487,1141010717,95081038,87768268,6999977,6461123,245617,226674,516,473,2282746625,205888597,2298576351,190058871,2282746625,2282746625,0,205795386,15829141,189966245,93211,585,92626,2282746625,0,190145803,175520719,14606833,13483161,1020217,941563,22533,20802
114890375168,34922486626,16214011413,2494463444,16214011769,14871830379,1342181034,14975040842,1238970571,14871830379,14871830379,0,1341569020,103206888,1238362132,612011,3575,608436,3,0,3,14871830379,0,1239001223,1143683524,95303846,87973907,7017050,6476827,246381,227398,520,476,2288092621,206370823,2303959013,190504431,2288092621,2288092621,0,206277387,15865805,190411582,93436,587,92849,2288092621,0,190590610,175931717,14641463,13515128,1022699,943859,22615,20878
115158810624,35004081316,16251894650,2500291689,16251894977,14906577667,1345316983,15010029384,1241865266,14906577667,14906577667,0,1344703491,103448134,1241255357,613489,3583,609906,3,0,3,14906577667,0,1241895348,1146354911,95526486,88179376,7033988,6492476,247148,228117,521,477,2293438077,206853612,2309341305,190950384,2293438077,2293438077,0,206759939,15902639,190857300,93673,589,93084,2293438077,0,191035800,176342846,14676171,13547263,1025271,946235,22697,20956
115427246080,35085675821,16289777927,2506119808,16289778086,14941323516,1348454411,15045016468,1244761459,14941323516,14941323516,0,1347839471,103689360,1244150111,614937,3592,611345,3,0,3,14941323516,0,1244790104,1149026698,95750146,88386087,7050806,6508042,247893,228806,522,478,2298783186,207336622,2314723556,191396252,2298783186,2298783186,0,207242733,15939779,191302954,93889,591,93298,2298783186,0,191481353,176754005,14710805,13579357,1027802,948570,22773,21022
115695681536,35167270425,16327661205,2511947994,16327661226,14976069737,1351591468,15080003816,1247657389,14976069737,14976069737,0,1350975150,103930479,1247044671,616315,3600,612715,3,0,3,14976069737,0,1247686241,1151700243,95972001,88590720,7067698,6523705,248684,229522,526,481,2304128772,207819222,2320106365,191841629,2304128772,2304128772,0,207725117,15977001,191748116,94105,592,93513,2304128772,0,191926923,177165221,14744938,13610813,1030401,950984,22855,21098
115964116992,35248864943,16365544437,2517776129,16365544377,15010818997,1354725440,15114994010,1250550427,15010818997,15010818997,0,1354107635,104171402,1249936233,617802,3611,614191,3,0,3,15010818997,0,1250578682,1154370217,96194517,88796145,7084471,6539187,249437,230201,528,483,2309474032,208302097,2325488754,192287375,2309474032,2309474032,0,208207763,16014129,192193634,94334,593,93741,2309474032,0,192372978,177576938,14778949,13642211,1032905,953314,22931,21171
116232552448,35330459636,16403427623,2523604349,16403427664,15045566729,1357860894,15149983353,1253444270,15045566729,15045566729,0,1357241678,104412997,1252828681,619213,3627,615586,3,0,3,15045566729,0,1253471605,1157040085,96417988,89002412,7101338,6554780,250216,230918,531,486,2314821052,208783297,2330872903,192731446,2314821052,2314821052,0,208688738,16051256,192637482,94559,595,93964,2314821052,0,192817399,177987047,14812930,13673563,1035403,955630,23006,21242
116500987904,35412054207,16441310794,2529432510,16441310903,15080310654,1361000140,15184968764,1256342030,15080310654,15080310654,0,1360379520,104654478,1255725042,620617,3632,616985,3,0,3,15080310654,0,1256368693,1159714307,96640924,89208121,7118346,6570460,251019,231661,538,493,2320167084,209265426,2336256076,193176434,2320167084,2320167084,0,209170643,16088397,193082246,94783,595,94188,2320167084,0,193262262,178397670,14847307,13705277,1037992,957985,23082,21314
116769423360,35493648707,16479194060,2535260660,16479193987,15115057961,1364136099,15219956906,1259237154,15115057961,15115057961,0,1363514087,104895309,1258618778,622009,3636,618373,3,0,3,15115057961,0,1259262728,1162386095,96864178,89414101,7134905,6585762,251735,232324,541,496,2325512803,209747857,2341638751,193621909,2325512803,2325512803,0,209652857,16125352,193527505,95000,596,94404,2325512803,0,193707476,178808770,14881682,13737008,1040531,960333,23168,21394
117037858816,35575243308,16517077254,2541088832,16517077222,15149803118,1367274136,15254942999,1262134255,15149803118,15149803118,0,1366650689,105136236,1261514453,623444,3645,619799,3,0,3,15149803118,0,1262159372,1165060552,97086507,89619034,7151748,6601316,252513,233047,549,504,2330857637,210231195,2347020456,194068376,2330857637,2330857637,0,210135990,16162223,193973767,95205,596,94609,2330857637,0,194153727,179220913,14915825,13768596,1043193,962791,23245,21467
117306294272,35656837941,16554960498,2546917058,16554960385,15184553504,1370406994,15289934208,1265026290,15184553504,15184553504,0,1369782123,105377041,1264405082,624868,3663,621205,3,0,3,15184553504,0,1265051654,1167730553,97308147,89823515,7168504,6616761,253267,233747,551,506,2336202306,210714752,2352402158,194514900,2336202306,2336202306,0,210619334,16199254,194420080,95418,598,94820,2336202306,0,194600439,179633329,14949809,13800054,1045766,965158,23320,21539
117574729728,35738432578,16592843782,2552745224,16592843572,15219301707,1373542075,15324923339,1267920443,15219301707,15219301707,0,1372915805,105617958,1267297847,626267,3674,622593,3,0,3,15219301707,0,1267944713,1170401330,97531297,90029398,7185219,6632178,254024,234434,552,507,2341548025,211197199,2357784922,194960302,2341548025,2341548025,0,211101556,16236299,194865257,95643,598,95045,2341548025,0,195045951,180044702,14983933,13831515,1048267,967426,23405,21614
117843165184,35820027119,16630726949,2558573400,16630726770,15254048508,1376678441,15359911018,1270815931,15254048508,15254048508,0,1376050743,105858825,1270191918,627695,3685,624010,3,0,3,15254048508,0,1270839881,1173073943,97753229,90234383,7202253,6647903,254825,235179,555,510,2346893930,211679470,2363167685,195405715,2346893930,2346893930,0,211583575,16273157,195310418,95895,598,95297,2346893930,0,195490973,180455767,15018248,13863161,1050873,969809,23481,21681
118111600640,35901621801,16668610173,2564401617,16668610011,15288795873,1379814300,15394899850,1273710323,15288795873,15288795873,0,1379185166,106100282,1273084884,629131,3695,625436,3,0,3,15288795873,0,1273733662,1175744768,97976109,90440138,7219223,6663564,255614,235901,558,513,2352238771,212162846,2368549436,195852181,2352238771,2352238771,0,212066751,16310067,195756684,96095,598,95497,2352238771,0,195937123,180867774,15052674,13895035,1053407,972132,23547,21743
118380036096,35983216389,16706493388,2570229778,16706493223,15323540948,1382952440,15429886400,1276606988,15323540948,15323540948,0,1382321817,106341748,1275980069,630620,3704,626916,3,0,3,15323540948,0,1276630866,1178418981,98197980,90644889,7236039,6679086,256370,236596,562,517,2357583806,212645972,2373931446,196298332,2357583806,2357583806,0,212549641,16347036,196202605,96331,604,95727,2357583806,0,196382905,181279431,15087143,13926866,1055962,974486,23631,21822
118648471552,36064810937,16744376569,2576057958,16744376410,15358287359,1386089210,15464874249,1279502320,15358287359,15358287359,0,1385457186,106583178,1278874008,632021,3712,628309,3,0,3,15358287359,0,1279525170,1181090500,98421323,90850995,7253016,6694715,257113,237280,564,518,2362928867,213129091,2379313676,196744282,2362928867,2362928867,0,213032530,16384204,196648326,96561,605,95956,2362928867,0,196828960,181691176,15121312,13958376,1058546,976876,23712,21898
118916907008,36146405532,16782259821,2581886098,16782259613,15393031694,1389228127,15499859807,1282400014,15393031694,15393031694,0,1388594722,106824396,1281770326,633402,3717,629685,3,0,3,15393031694,0,1282421915,1183764665,98644203,91056630,7270152,6710506,257887,238006,565,519,2368275655,213610443,2384697631,197188467,2368275655,2368275655,0,213513668,16421371,197092297,96775,605,96170,2368275655,0,197273263,182101096,15155457,13989929,1061160,979304,23788,21968
119185342464,36228000075,16820142928,2587714312,16820142835,15427776201,1392366727,15534845425,1285297503,15427776201,15427776201,0,1391731825,107065494,1284666331,634899,3730,631169,3,0,3,15427776201,0,1285317863,1186438035,98867547,91262837,7287205,6726219,258643,238719,567,521,2373622282,214092030,2390080810,197633502,2373622282,2373622282,0,213995054,16457922,197537132,96976,606,96370,2373622282,0,197717874,182511876,15189527,14021474,1063795,981748,23858,22034
119453777920,36309594598,16858026118,2593542492,16858025988,15462522316,1395503802,15569832458,1288193660,15462522316,15462522316,0,1394867465,107306404,1287561061,636334,3738,632596,3,0,3,15462522316,0,1288213074,1189110828,99090305,91468555,7304076,6741697,259440,239457,570,524,2378967562,214574930,2395463422,198079070,2378967562,2378967562,0,214477719,16495254,197982465,97211,606,96605,2378967562,0,198164144,182923537,15223299,14052725,1066345,984101,23931,22102
119722213376,36391189256,16895909384,2599370643,16895909229,15497270803,1398638581,15604821976,1291087408,15497270803,15497270803,0,1398000807,107547428,1290453379,637771,3745,634026,3,0,3,15497270803,0,1291105827,1191781236,99313123,91674032,7321018,6757355,260266,240229,573,527,2384313017,215057626,2400846225,198524418,2384313017,2384313017,0,214960195,16532602,198427593,97431,606,96825,2384313017,0,198609663,183334593,15257673,14084396,1068843,986426,24016,22178
119990648832,36472783866,16933792647,2605198843,16933792376,15532018797,1401773850,15639811515,1293981132,15532018797,15532018797,0,1401134700,107788967,1293345733,639147,3751,635396,3,0,3,15532018797,0,1293999223,1194451432,99536006,91879926,7337876,6772928,261019,240918,576,529,2389659531,215539312,2406229654,198969189,2389659531,2389659531,0,215441646,16569515,198872131,97666,608,97058,2389659531,0,199053995,183744837,15292193,14116298,1071389,988773,24069,22223
120259084288,36554378497,16971675839,2611027056,16971675602,15566765559,1404910280,15674799132,1296876707,15566765559,15566765559,0,1404269695,108029810,1296239885,640582,3763,636819,3,0,3,15566765559,0,1296892497,1197122474,99759859,92086550,7354966,6788696,261795,241634,578,531,2395005655,216021401,2411612958,199414098,2395005655,2395005655,0,215923511,16606695,199316816,97890,608,97282,2395005655,0,199498971,184155476,15326516,14147979,1073882,991068,24142,22293
120527519744,36635973121,17009558994,2616855273,17009558854,15601513177,1408045817,15709788007,1299770987,15601513177,15601513177,0,1407403775,108271061,1299132714,642039,3769,638270,3,0,3,15601513177,0,1299785697,1199793112,99983093,92292519,7371836,6804203,262569,242347,580,533,2400351384,216503889,2416995868,199859405,2400351384,2400351384,0,216405777,16643874,199761903,98112,610,97502,2400351384,0,199944434,184566540,15360663,14179548,1076463,993452,24217,22363
120795955200,36717567773,17047442199,2622683460,17047442114,15636259406,1411182793,15744774642,1302667557,15636259406,15636259406,0,1410539334,108511459,1302027875,643456,3777,639679,3,0,3,15636259406,0,1302680929,1202466466,100205586,92497851,7388890,6819953,263347,243070,582,535,2405697819,216985641,2422379435,200304025,2405697819,2405697819,0,216887307,16681004,200206303,98334,612,97722,2405697819,0,200388801,184976674,15395149,14211363,1079063,995833,24294,22433
121064390656,36799162296,17085325357,2628511650,17085325289,15671006138,1414319219,15779762704,1305562653,15671006138,15671006138,0,1413674265,108752782,1304921483,644951,3784,641167,3,0,3,15671006138,0,1305574711,1205137486,100429014,92704107,7405865,6835599,264092,243755,583,536,2411044019,217467631,2427762787,200748863,2411044019,2411044019,0,217369060,16718155,200650905,98571,613,97958,2411044019,0,200833938,185387565,15429212,14242707,1081542,998126,24368,22507
121332826112,36880756873,17123208625,2634339781,17123208467,15705753690,1417454935,15814751087,1308457538,15705753690,15705753690,0,1416808598,108993607,1307814991,646334,3790,642544,3,0,3,15705753690,0,1308469153,1207809586,100651257,92909218,7422731,6851185,264873,244465,584,537,2416390751,217949030,2433146529,201193252,2416390751,2416390751,0,217850236,16755164,201095072,98794,614,98180,2416390751,0,201278168,185797595,15463568,14274444,1084053,1000453,24447,22580
