boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
71135395840,21622567344,10210656928,1201253660,10210656756,9575354777,635302151,9612711463,597945465,9575354777,9575354777,0,635174192,37356220,597817972,127959,466,127493,9575354777,0,598324835,563136029,35124770,33059140,1709668,1608730,14919,14073,1126551006,74702654,1130942492,70311168,1126551006,1126551006,0,74687850,4391438,70296412,14804,48,14756,1126551006,0,70400357,66260969,4118450,3876267,168489,158646,554,530
71403831296,21704161939,10249187620,1205786730,10249187589,9611487542,637700078,9648984895,600202725,9611487542,9611487542,0,637571614,37496887,600074727,128464,466,127998,9611487542,0,600582263,565261031,35257745,33184294,1716596,1615244,15010,14158,1130801927,74984803,1135209984,70576746,1130801927,1130801927,0,74969939,4408008,70561931,14864,49,14815,1130801927,0,70666269,66511264,4133916,3890828,169196,159305,558,534
71672266752,21785756538,10287718435,1210319742,10287718361,9647618809,640099626,9685257410,602461025,9647618809,9647618809,0,639970655,37638132,602332523,128971,469,128502,9647618809,0,602840995,567386891,35390916,33309518,1723652,1621877,15092,14237,1135053140,75266602,1139477890,70841852,1135053140,1135053140,0,75251669,4424700,70826969,14933,50,14883,1135053140,0,70931561,66760814,4149545,3905560,170001,160057,562,538
71940702208,21867351110,10326249253,1214852732,10326249125,9683751185,642498068,9721531067,604718186,9683751185,9683751185,0,642368623,37779412,604589211,129445,470,128975,9683751185,0,605099587,569512185,35522995,33434022,1730832,1628657,15209,14347,1139304689,75548043,1143745807,71106925,1139304689,1139304689,0,75533060,4441068,71091992,14983,50,14933,1139304689,0,71196583,67010493,4165118,3920160,170793,160797,566,542
72209137664,21948945597,10364779901,1219385818,10364779878,9719881035,644898866,9757802463,606977438,9719881035,9719881035,0,644768924,37920957,606847967,129942,471,129471,9719881035,0,607359345,571638688,35656449,33559593,1737833,1635258,15297,14428,1143555357,75830461,1148013057,71372761,1143555357,1143555357,0,75815405,4457650,71357755,15056,50,15006,1143555357,0,71462482,67260781,4180785,3934905,171569,161524,569,545
72477573120,22030540298,10403310826,1223918849,10403310623,9756013563,647297263,9794075825,609235001,9756013563,9756013563,0,647166842,38061790,609105052,130421,472,129949,9756013563,0,609617284,573764176,35789237,33684424,1744935,1641939,15386,14513,1147806431,76112418,1152280735,71638114,1147806431,1147806431,0,76097304,4474254,71623050,15114,50,15064,1147806431,0,71727695,67510378,4196720,3949901,172319,162225,570,546
72746008576,22112134882,10441841562,1228451868,10441841452,9792145909,649695653,9830349044,611492518,9792145909,9792145909,0,649564757,38202661,611362096,130896,474,130422,9792145909,0,611874687,575888907,35922664,33810048,1751941,1648554,15465,14587,1152057555,76394313,1156548362,71903506,1152057555,1152057555,0,76379155,4490757,71888398,15158,50,15108,1152057555,0,71992999,67760198,4212521,3964733,173061,162917,574,550
73014444032,22193729481,10480372295,1232984927,10480372259,9828278044,652094251,9866621902,613750393,9828278044,9828278044,0,651962865,38343384,613619481,131386,474,130912,9828278044,0,614132865,578014515,36055277,33934932,1759164,1655358,15559,14676,1156307732,76677195,1160815348,72169579,1156307732,1156307732,0,76661981,4507566,72154415,15214,50,15164,1156307732,0,72259263,68010697,4228292,3979508,173850,163658,576,552
73282879488,22275324070,10518903039,1237517980,10518903051,9864413659,654489380,9902898323,616004716,9864413659,9864413659,0,654357534,38484189,615873345,131846,475,131371,9864413659,0,616388122,580137242,36187381,34059218,1766369,1662111,15662,14774,1160557769,76960211,1165082031,72435949,1160557769,1160557769,0,76944946,4524212,72420734,15265,50,15215,1160557769,0,72525664,68261432,4244135,3994421,174566,164324,581,557
73551314944,22356918646,10557433841,1242050969,10557433836,9900544674,656889167,9939170368,618263473,9900544674,9900544674,0,656756815,38625217,618131598,132352,477,131875,9900544674,0,618646809,582263170,36320843,34184853,1773395,1668702,15768,14873,1164809585,77241384,1169350437,72700532,1164809585,1164809585,0,77226080,4540802,72685278,15304,50,15254,1164809585,0,72790436,68510605,4259712,4009043,175347,165069,585,561
73819750400,22438513268,10595964546,1246584052,10595964670,9936677337,659287209,9975444739,620519807,9936677337,9936677337,0,659154381,38766924,620387457,132828,478,132350,9936677337,0,620904711,584387627,36453452,34309654,1780378,1675235,15840,14941,1169060735,77523317,1173618114,72965938,1169060735,1169060735,0,77507965,4557329,72950636,15352,50,15302,1169060735,0,73055751,68760351,4275520,4023937,176104,165783,590,565
74088185856,22520107883,10634495320,1251117134,10634495429,9972808849,661686471,10011717336,622777984,9972808849,9972808849,0,661553165,38908007,622645158,133306,480,132826,9972808849,0,623163463,586513485,36586291,34434761,1787470,1681875,15941,15037,1173312422,77804712,1177886364,73230770,1173312422,1173312422,0,77789294,4573892,73215402,15418,50,15368,1173312422,0,73320673,69009654,4291163,4038682,176865,166498,593,568
74356621312,22601702440,10673026021,1255650231,10673026188,10008941459,664084562,10047990570,625035451,10008941459,10008941459,0,663950788,39048630,624902158,133774,481,133293,10008941459,0,625421535,588639201,36718713,34559339,1794514,1688502,16026,15116,1177563634,78086597,1182154056,73496175,1177563634,1177563634,0,78071117,4590372,73480745,15480,50,15430,1177563634,0,73586379,69259817,4306560,4053184,177578,167169,600,575
74625056768,22683296956,10711556774,1260183247,10711556935,10045072932,666483842,10084262784,627293990,10045072932,10045072932,0,666349564,39189370,627160194,134278,482,133796,10045072932,0,627680173,590765496,36851639,34684271,1801627,1695218,16125,15209,1181814730,78368517,1186421757,73761490,1181814730,1181814730,0,78352992,4606977,73746015,15525,50,15475,1181814730,0,73852051,69509819,4322008,4067750,178330,167868,603,578
74893492224,22764891635,10750087481,1264716284,10750087870,10081204423,668883058,10120535227,629552254,10081204423,10081204423,0,668748337,39330320,629418017,134721,484,134237,10081204423,0,629938933,592891580,36984517,34809305,1808665,1701831,16222,15301,1186066078,78650206,1190689695,74026589,1186066078,1186066078,0,78634619,4623567,74011052,15587,50,15537,1186066078,0,74117257,69759375,4337674,4082529,179077,168562,611,586
75161927680,22846486291,10788618319,1269249329,10788618643,10117335845,671282474,10156807895,631810424,10117335845,10117335845,0,671147229,39471565,631675664,135245,485,134760,10117335845,0,632197879,595017589,37117395,34934302,1815643,1708389,16312,15384,1190316149,78933180,1194956128,74293201,1190316149,1190316149,0,78917535,4639929,74277606,15645,50,15595,1190316149,0,74383797,70010518,4353245,4097173,179876,169324,617,591
75430363136,22928080855,10827149131,1273782312,10827149412,10153470278,673678853,10193083844,634065287,10153470278,10153470278,0,673543092,39613079,633930013,135761,487,135274,10153470278,0,634453493,597139951,37250382,35059439,1822832,1715166,16385,15457,1194566932,79215380,1199223472,74558840,1194566932,1194566932,0,79199678,4656490,74543188,15702,50,15652,1194566932,0,74649621,70260694,4368781,4111843,180654,170055,622,596
75698798592,23009675453,10865679882,1278315373,10865680198,10189600689,676079193,10229354952,636324930,10189600689,10189600689,0,675942945,39753773,636189172,136248,490,135758,10189600689,0,636713205,599267217,37383093,35184325,1830150,1722064,16497,15566,1198817463,79497910,1203490784,74824589,1198817463,1198817463,0,79482155,4673270,74808885,15755,51,15704,1198817463,0,74915840,70511065,4384312,4126479,181380,170744,623,597
75967234048,23091270036,10904210757,1282848334,10904210945,10225730292,678480465,10265625495,638585262,10225730292,10225730292,0,678343717,39894711,638449006,136748,492,136256,10225730292,0,638973968,601395283,37515880,35309292,1837278,1728778,16591,15653,1203068383,79779951,1207758448,75089886,1203068383,1203068383,0,79764141,4690014,75074127,15810,51,15759,1203068383,0,75181526,70760953,4399882,4141145,182105,171427,628,602
76235669504,23172864617,10942741595,1287381372,10942741650,10261862939,680878656,10301899264,640842331,10261862939,10261862939,0,680741439,40035832,640705607,137217,493,136724,10261862939,0,641231708,603519954,37648696,35434496,1844348,1735412,16687,15745,1207319832,80061540,1212026423,75354949,1207319832,1207319832,0,80045694,4706540,75339154,15846,51,15795,1207319832,0,75446351,71010278,4415831,4156122,182884,172152,628,602
76504104960,23254459155,10981272328,1291914391,10981272436,10297995359,683276969,10338172645,643099683,10297995359,10297995359,0,683139266,40176793,642962473,137703,493,137210,10297995359,0,643489914,605645439,37781044,35559053,1851530,1742152,16778,15829,1211570705,80343686,1216293860,75620531,1211570705,1211570705,0,80327788,4723104,75604684,15898,51,15847,1211570705,0,75712222,71260567,4431306,4170661,183627,172849,633,607
76772540416,23336053772,11019803120,1296447408,11019803244,10334127963,685675157,10374445202,645357918,10334127963,10334127963,0,685536934,40316744,645220190,138223,495,137728,10334127963,0,645747591,607771443,37913853,35684040,1858616,1748788,16874,15919,1215821707,80625701,1220561507,75885901,1215821707,1215821707,0,80609744,4739749,75869995,15957,51,15906,1215821707,0,75977838,71510526,4446876,4185293,184395,173567,635,609
77040975872,23417648346,11058333874,1300980464,11058334008,10370259881,688073993,10410717210,647616664,10370259881,10370259881,0,687935278,40456833,647478445,138715,496,138219,10370259881,0,648005462,609897522,38047145,35809462,1865700,1755452,16971,16009,1220073291,80907173,1224829486,76150978,1220073291,1220073291,0,80891167,4756144,76135023,16006,51,15955,1220073291,0,76242743,71760023,4462621,4200094,185163,174293,640,613
77309411328,23499243001,11096864805,1305513424,11096864772,10406392490,690472315,10446990411,649874394,10406392490,10406392490,0,690333136,40597422,649735714,139179,499,138680,10406392490,0,650263449,612023099,38179785,35934330,1872837,1762187,17065,16098,1224324186,81189238,1229097017,76416407,1224324186,1224324186,0,81173163,4772779,76400384,16075,52,16023,1224324186,0,76508149,72009833,4478476,4214956,185894,174978,644,617
77577846784,23580837588,11135395532,1310046470,11135395586,10442524475,692871057,10483263651,652131881,10442524475,10442524475,0,692731390,40738675,651992715,139667,501,139166,10442524475,0,652521602,614148264,38312482,36059206,1880153,1769062,17153,16183,1228575120,81471350,1233364473,76681997,1228575120,1228575120,0,81455214,4789301,76665913,16136,52,16084,1228575120,0,76773822,72259927,4494060,4229639,186684,175726,648,621
77846282240,23662432112,11173926190,1314579536,11173926386,10478656850,695269340,10519537202,654388988,10478656850,10478656850,0,695129178,40879849,654249329,140162,503,139659,10478656850,0,654778893,616272507,38445808,36184800,1887222,1775743,17255,16279,1232826875,81752661,1237632556,76946980,1232826875,1232826875,0,81736475,4805629,76930846,16186,52,16134,1232826875,0,77038768,72509420,4509621,4244362,187433,176438,653,626
78114717696,23744026729,11212456965,1319112557,11212457207,10514786529,697670436,10555808013,656648952,10514786529,10514786529,0,697529775,41020977,656508798,140661,507,140154,10514786529,0,657039076,618399817,38578988,36310162,1894362,1782449,17349,16370,1237077833,82034724,1241900143,77212414,1237077833,1237077833,0,82018482,4822258,77196224,16242,52,16190,1237077833,0,77304271,72759210,4525391,4259263,188165,177123,655,628
78383153152,23825621307,11250987724,1323645590,11250987993,10550918802,700068922,10592081089,658906635,10550918802,10550918802,0,699927789,41161778,658766011,141133,509,140624,10550918802,0,659296924,620525069,38711932,36435287,1901493,1789199,17440,16456,1241328845,82316745,1246167700,77477890,1241328845,1241328845,0,82300453,4838803,77461650,16292,52,16240,1241328845,0,77569624,73008977,4541246,4274207,188924,177835,659,631
78651588608,23907215954,11289518482,1328178610,11289518862,10587050821,702467661,10628354529,661163953,10587050821,10587050821,0,702326018,41303196,661022822,141643,512,141131,10587050821,0,661554548,622649537,38845168,36560679,1908767,1796060,17535,16546,1245580789,82597821,1250436169,77742441,1245580789,1245580789,0,82581477,4855328,77726149,16344,52,16292,1245580789,0,77834434,73258169,4556740,4288845,189641,178502,662,633
78920024064,23988810595,11328049295,1332711671,11328049629,10623182802,704866493,10664627664,663421631,10623182802,10623182802,0,704724355,41444348,663280007,142138,514,141624,10623182802,0,663812378,624774617,38978370,36685934,1915968,1802815,17639,16641,1249831784,82879887,1254703528,78008143,1249831784,1249831784,0,82863475,4871692,77991783,16412,52,16360,1249831784,0,78100069,73508373,4572312,4303534,190428,179239,666,637
79188459520,24070405193,11366580193,1337244672,11366580328,10659314715,707265478,10700900401,665679792,10659314715,10659314715,0,707122834,41585172,665537662,142644,514,142130,10659314715,0,666070749,626900433,39111287,36811010,1923044,1809465,17754,16754,1254083467,83161205,1258971584,78273088,1254083467,1254083467,0,83144741,4888064,78256677,16464,53,16411,1254083467,0,78365091,73758032,4587805,4318066,191176,179939,669,640
79456894976,24151999762,11405110884,1341777726,11405111152,10695444915,709665969,10737172114,667938770,10695444915,10695444915,0,709522837,41726684,667796153,143132,515,142617,10695444915,0,668329981,629026545,39244789,36936585,1930223,1816187,17844,16836,1258335375,83442351,1263239858,78537868,1258335375,1258335375,0,83425830,4904430,78521400,16521,53,16468,1258335375,0,78629885,74007435,4603337,4332660,191937,180663,671,642
79725330432,24233594306,11443641599,1346310815,11443641892,10731576709,712064890,10773444784,670196815,10731576709,10731576709,0,711921292,41867559,670053733,143598,516,143082,10731576709,0,670588294,631152189,39377709,37061749,1937349,1822865,17940,16930,1262586421,83724394,1267507742,78803073,1262586421,1262586421,0,83707811,4921266,78786545,16583,55,16528,1262586421,0,78895859,74257536,4618590,4346996,192687,181368,675,645
79993765888,24315188906,11482172448,1350843859,11482172599,10767709162,714463286,10809718168,672454280,10767709162,10767709162,0,714319202,42008490,672310712,144084,516,143568,10767709162,0,672845783,633276823,39510708,37187096,1944687,1829784,18024,17009,1266836552,84007307,1271774514,79069345,1266836552,1266836552,0,83990658,4937907,79052751,16649,55,16594,1266836552,0,79162179,74508166,4634289,4361797,193508,182136,682,652
80262201344,24396783511,11520703173,1355376869,11520703469,10803841799,716861374,10845991189,674711984,10803841799,10803841799,0,716716820,42148873,674567947,144554,517,144037,10803841799,0,675102881,635401818,39644000,37312501,1951810,1836521,18129,17107,1271087149,84289720,1276041935,79334934,1271087149,1271087149,0,84273014,4954731,79318283,16706,55,16651,1271087149,0,79428069,74758270,4649971,4376511,194289,182847,685,655
80530636800,24478378081,11559233980,1359909873,11559234228,10839973493,719260487,10882263575,676970405,10839973493,10839973493,0,719115476,42289565,676825911,145011,517,144494,10839973493,0,677361328,637527747,39776977,37437738,1958929,1843213,18242,17213,1275338730,84571143,1280309960,79599913,1275338730,1275338730,0,84554379,4971175,79583204,16764,55,16709,1275338730,0,79692999,75007705,4665686,4391313,195007,183529,687,657
80799072256,24559972757,11597764856,1364442932,11597764969,10876107194,721657662,10918538367,679226489,10876107194,10876107194,0,721512184,42430655,679081529,145478,518,144960,10876107194,0,679618026,639651563,39909767,37562705,1966050,1849953,18341,17308,1279589184,84853748,1284577229,79865703,1279589184,1279589184,0,84836932,4987990,79848942,16816,55,16761,1279589184,0,79959269,75258114,4681214,4405931,195755,184233,694,664
81067507712,24641567367,11636295545,1368975996,11636295826,10912240890,724054655,10954812625,681482920,10912240890,10912240890,0,723908681,42571217,681337464,145974,518,145456,10912240890,0,681874948,641776353,40042208,37687145,1973084,1856560,18441,17406,1283840509,85135487,1288845089,80130907,1283840509,1283840509,0,85118614,5004525,80114089,16873,55,16818,1283840509,0,80224761,75508010,4696664,4420481,196491,184930,698,668
81335943168,24723161952,11674826294,1373509014,11674826644,10948373807,726452487,10991085893,683740401,10948373807,10948373807,0,726305996,42711567,683594429,146491,519,145972,10948373807,0,684131924,643901257,40175287,37812378,1980255,1863304,18530,17490,1288091021,85417993,1293112420,80396594,1288091021,1288091021,0,85401052,5021344,80379708,16941,55,16886,1288091021,0,80490779,75758178,4712336,4435231,197237,185629,700,670
81604378624,24804756567,11713357039,1378042034,11713357494,10984505218,728851821,11027358434,685998605,10984505218,10984505218,0,728704825,42852695,685852130,146996,521,146475,10984505218,0,686390711,646027087,40308120,37937436,1987359,1870017,18635,17590,1292342636,85699398,1297380678,80661356,1292342636,1292342636,0,85682408,5037987,80644421,16990,55,16935,1292342636,0,80755765,76007427,4727920,4449946,198019,186374,704,674
81872814080,24886351208,11751887865,1382575105,11751888238,11020638916,731248949,11063633134,688254731,11020638916,11020638916,0,731101453,42993697,688107756,147496,521,146975,11020638916,0,688646941,648150485,40441305,38062877,1994471,1876712,18736,17682,1296593196,85981909,1301647914,80927191,1296593196,1296593196,0,85964870,5054663,80910207,17039,55,16984,1296593196,0,81021808,76257747,4743592,4464704,198761,187077,709,679
82141249536,24967945800,11790418745,1387108048,11790419007,11056770283,733648462,11099905606,690513139,11056770283,11056770283,0,733500471,43134800,690365671,147991,523,147468,11056770283,0,690905978,650276536,40574125,38187986,2001528,1883370,18840,17779,1300843863,86264185,1305915132,81192916,1300843863,1300843863,0,86247107,5071213,81175894,17078,56,17022,1300843863,0,81287759,76508142,4759077,4479242,199558,187827,713,683
82409684992,25049540440,11828949543,1391641131,11828949766,11092904293,736045250,11136180459,692769084,11092904293,11092904293,0,735896777,43275641,692621136,148473,525,147948,11092904293,0,693161807,652399682,40707448,38313579,2008577,1890000,18945,17875,1305094567,86546564,1310182304,81458827,1305094567,1305094567,0,86529424,5087681,81441743,17140,56,17084,1305094567,0,81553604,76758465,4774762,4494037,200340,188553,718,688
82678120448,25131135134,11867480368,1396174161,11867480605,11129036085,738444283,11172453369,695026999,11129036085,11129036085,0,738295328,43416756,694878572,148955,528,148427,11129036085,0,695420099,654525126,40840536,38438790,2015653,1896693,19040,17963,1309345996,86828165,1314450351,81723810,1309345996,1309345996,0,86810961,5104299,81706662,17204,56,17148,1309345996,0,81818788,77007975,4790330,4508709,201116,189283,727,695
82946555904,25212729684,11906011073,1400707214,11906011397,11165168971,740842102,11208726901,697284172,11165168971,11165168971,0,740692661,43557401,697135260,149441,529,148912,11165168971,0,697677386,656649984,40973295,38563784,2022845,1903437,19135,18055,1313597028,87110186,1318717976,81989238,1313597028,1313597028,0,87092913,5120892,81972021,17273,56,17217,1313597028,0,82084280,77257862,4806022,4523462,201880,189998,731,699
83214991360,25294324341,11944541902,1405240262,11944542177,11201302190,743239712,11245001090,699540812,11201302190,11201302190,0,743089808,43698371,699391437,149904,529,149375,11201302190,0,699935011,658774998,41105539,38688104,2030020,1910185,19238,18150,1317846888,87393374,1322984373,82255889,1317846888,1317846888,0,87376058,5137429,82238629,17316,56,17260,1317846888,0,82351038,77508987,4821616,4538187,202668,190751,736,704
83483426816,25375918860,11983072724,1409773268,11983072868,11237435646,745637078,11281275752,701796972,11237435646,11237435646,0,745486682,43839575,701647107,150396,531,149865,11237435646,0,702191679,660898610,41238561,38813402,2037099,1916849,19343,18246,1322098544,87674724,1327252637,82520631,1322098544,1322098544,0,87657346,5154035,82503311,17378,58,17320,1322098544,0,82616017,77758365,4837191,4552809,203399,191430,739,707
83751862272,25457513528,12021603509,1414306300,12021603719,11273566987,748036522,11317548253,704055256,11273566987,11273566987,0,747885647,43980732,703904915,150875,534,150341,11273566987,0,704451169,663025109,41370823,38937912,2044220,1923560,19435,18334,1326349257,87957043,1331520098,82786202,1326349257,1326349257,0,87939594,5170783,82768811,17449,58,17391,1326349257,0,82881760,78008346,4852900,4567577,204191,192177,743,711
84020297728,25539108129,12060134253,1418839329,12060134547,11309697407,750436846,11353820435,706313818,11309697407,11309697407,0,750285426,44122491,706162935,151420,537,150883,11309697407,0,706710969,665151434,41503686,39062909,2051231,1930159,19540,18433,1330599991,88239338,1335787448,83051881,1330599991,1330599991,0,88221839,5187399,83034440,17499,58,17441,1330599991,0,83147655,78258567,4868523,4582305,204910,192850,751,718
84288733184,25620702706,12098665057,1423372384,12098665265,11345830391,752834666,11390094386,708570671,11345830391,11345830391,0,752682794,44263458,708419336,151872,537,151335,11345830391,0,708968524,667276177,41636270,39187781,2058352,1936847,19648,18531,1334850875,88521509,1340055079,83317305,1334850875,1334850875,0,88503957,5204146,83299811,17552,58,17494,1334850875,0,83413208,78508362,4884363,4597194,205631,193534,755,721
84557168640,25702297466,12137196076,1427905379,12137196011,11381965185,755230891,11426369082,710826994,11381965185,11381965185,0,755078505,44403360,710675145,152386,537,151849,11381965185,0,711224073,669400019,41769206,39312928,2065464,1943561,19762,18637,1339101461,88803918,1344322138,83583241,1339101461,1339101461,0,88786295,5220619,83565676,17623,58,17565,1339101461,0,83679229,78758843,4899911,4611845,206394,194262,761,726
84825604096,25783891920,12175726796,1432438378,12175726746,11418097929,757628867,11462642787,713084009,11418097929,11418097929,0,757475963,44544314,712931649,152904,544,152360,11418097929,0,713481243,671524434,41902216,39438182,2072654,1950313,19850,18720,1343352044,89086334,1348589438,83848940,1343352044,1343352044,0,89068659,5237336,83831323,17675,58,17617,1343352044,0,83944958,79008750,4915768,4626845,207170,195000,763,728
85094039552,25865486592,12214257563,1436971396,12214257633,11454228304,760029259,11498914248,715343315,11454228304,11454228304,0,759875903,44685399,715190504,153356,545,152811,11454228304,0,715740831,673651334,42035476,39563467,2079647,1956885,19949,18818,1347602882,89368514,1352856650,84114746,1347602882,1347602882,0,89350787,5253709,84097078,17727,59,17668,1347602882,0,84210712,79259084,4931365,4641544,207945,195720,765,730
85362475008,25947081185,12252788436,1441504420,12252788329,11490361560,762426876,11535188368,717600068,11490361560,11490361560,0,762273052,44826261,717446791,153824,547,153277,11490361560,0,717998150,675775942,42168062,39688328,2086781,1963600,20059,18921,1351853805,89650615,1357124236,84380184,1351853805,1351853805,0,89632832,5270371,84362461,17783,60,17723,1351853805,0,84476120,79508808,4947227,4656465,208715,196453,770,735
85630910464,26028675779,12291319259,1446037491,12291319029,11526494776,764824483,11571462407,719856852,11526494776,11526494776,0,764670167,44967081,719703086,154316,550,153766,11526494776,0,720255875,677901041,42300343,39812810,2093803,1970234,20146,19001,1356104532,89932959,1361391732,84645759,1356104532,1356104532,0,89915123,5287140,84627983,17836,60,17776,1356104532,0,84742112,79759039,4962766,4671048,209469,197156,776,740
85899345920,26110270246,12329849927,1450570501,12329849818,11562626428,767223499,11607734717,722115210,11562626428,11562626428,0,767068722,45107737,721960985,154777,552,154225,11562626428,0,722513913,680026639,42433592,39938228,2100958,1977010,20259,19108,1360355185,90215316,1365659003,84911498,1360355185,1360355185,0,90197398,5303758,84893640,17918,60,17858,1360355185,0,85008018,80009287,4978390,4685759,210209,197850,781,744
86167781376,26191864962,12368380696,1455103557,12368380709,11598758517,769622179,11644008309,724372387,11598758517,11598758517,0,769466927,45249237,724217690,155252,555,154697,11598758517,0,724771598,682151213,42566859,40063549,2108114,1983726,20356,19202,1364607253,90496304,1369927676,85175881,1364607253,1364607253,0,90478330,5320363,85157967,17974,60,17914,1364607253,0,85272450,80258138,4994070,4700466,211026,198616,784,747
86436216832,26273459580,12406911484,1459636574,12406911522,11634890351,772021133,11680281782,726629702,11634890351,11634890351,0,771865415,45390875,726474540,155718,556,155162,11634890351,0,727030649,684276853,42698914,40187779,2115406,1990620,20446,19288,1368857945,90778629,1374194821,85441753,1368857945,1368857945,0,90760592,5336816,85423776,18037,60,17977,1368857945,0,85538478,80508656,5009561,4715062,211764,199307,789,751
86704652288,26355054120,12445442302,1464169624,12445442194,11671024520,774417782,11716557239,728885063,11671024520,11671024520,0,774261589,45532162,728729427,156193,557,155636,11671024520,0,729286897,686400041,42831675,40312761,2122467,1997241,20550,19384,1373109248,91060376,1378462710,85706914,1373109248,1373109248,0,91042290,5353402,85688888,18086,60,18026,1373109248,0,85803823,80758412,5025160,4729714,212515,200008,792,754
86973087744,26436648655,12483973045,1468702650,12483972960,11707155812,776817233,11752829751,731143294,11707155812,11707155812,0,776660507,45673379,730987128,156726,560,156166,11707155812,0,731545488,688525633,42964817,40438097,2129547,2003919,20655,19479,1377359924,91342726,1382730127,85972523,1377359924,1377359924,0,91324584,5370142,85954442,18142,61,18081,1377359924,0,86069685,81008524,5040795,4744409,213308,200751,796,758
87241523200,26518243281,12522503811,1473235734,12522503736,11743288139,779215672,11789103348,733400463,11743288139,11743288139,0,779058462,45814648,733243814,157210,561,156649,11743288139,0,733803007,690650004,43098118,40563696,2136596,2010552,20741,19562,1381610956,91624778,1386997530,86238204,1381610956,1381610956,0,91606575,5386512,86220063,18203,62,18141,1381610956,0,86335452,81258859,5056252,4758980,214071,201462,800,762
87509958656,26599837960,12561034563,1477768731,12561034666,11779419348,781615215,11825375548,735659015,11779419348,11779419348,0,781457457,45955638,735501819,157758,562,157196,11779419348,0,736061496,692775820,43231302,40688990,2143801,2017340,20858,19669,1385863757,91904974,1391266835,86501896,1385863757,1385863757,0,91886715,5403016,86483699,18259,62,18197,1385863757,0,86599407,81507258,5071673,4773494,214828,202178,807,769
87778394112,26681432500,12599565367,1482301762,12599565371,11815549983,784015384,11861647833,737917534,11815549983,11815549983,0,783857150,46097286,737759864,158234,564,157670,11815549983,0,738320992,694902089,43364284,40813957,2150924,2024065,20950,19753,1390114113,92187649,1395533749,86768013,1390114113,1390114113,0,92169341,5419574,86749767,18308,62,18246,1390114113,0,86865587,81757853,5087308,4788199,215634,202941,812,774
88046829568,26763027129,12638096220,1486834818,12638096091,11851682188,786414032,11897920667,740175553,11851682188,11851682188,0,786255318,46237913,740017405,158714,566,158148,11851682188,0,740579228,697027841,43497200,40939140,2157837,2030574,21053,19850,1394366563,92468255,1399802681,87032137,1394366563,1394366563,0,92449892,5436056,87013836,18363,62,18301,1394366563,0,87129996,82006665,5102741,4802776,216332,203612,823,783
88315265024,26844621681,12676626998,1491367847,12676626836,11887816090,788810908,11934195690,742431308,11887816090,11887816090,0,788651725,46379031,742272694,159183,569,158614,11887816090,0,742835675,699151441,43629851,41063945,2165026,2037344,21173,19964,1398617240,92750607,1404069981,87297866,1398617240,1398617240,0,92732194,5452678,87279516,18413,63,18350,1398617240,0,87395808,82256790,5118453,4817595,217104,204342,829,789
88583700480,26926216296,12715157812,1495900891,12715157593,11923948026,791209786,11970468270,744689542,11923948026,11923948026,0,791050132,46519675,744530457,159654,569,159085,11923948026,0,745093802,701277013,43762773,41189163,2172282,2044218,21275,20063,1402868428,93032463,1408338035,87562856,1402868428,1402868428,0,93013994,5469544,87544450,18469,63,18406,1402868428,0,87661111,82506127,5134189,4832462,217855,205063,839,798
88852135936,27007810865,12753688586,1500433924,12753688355,11960080107,793608479,12006741103,746947483,11960080107,11960080107,0,793448328,46660425,746787903,160151,571,159580,11960080107,0,747352041,703402655,43895490,41314181,2179425,2050913,21372,20154,1407118505,93315419,1412604833,87829091,1407118505,1407118505,0,93296892,5486265,87810627,18527,63,18464,1407118505,0,87927521,82756772,5149926,4847280,218599,205770,846,805
89120571392,27089405469,12792219456,1504966951,12792219062,11996212283,796007173,12043014374,749205082,11996212283,11996212283,0,795846530,46801516,749045014,160643,575,160068,11996212283,0,749609975,705527822,44028470,41439271,2186604,2057661,21481,20260,1411368632,93598319,1416871318,88095633,1411368632,1411368632,0,93579732,5502622,88077110,18587,64,18523,1411368632,0,88193989,83007836,5165503,4861946,219391,206520,849,808
89389006848,27171000071,12830750096,1509500009,12830749966,12032346735,798403361,12079289311,751460785,12032346735,12032346735,0,798242268,46941998,751300270,161093,578,160515,12032346735,0,751865807,707651305,44161086,41564163,2193777,2064434,21598,20368,1415618873,93881136,1421138128,88361881,1415618873,1415618873,0,93862485,5519191,88343294,18651,64,18587,1415618873,0,88460280,83258511,5181185,4876720,220166,207250,854,813
