boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_rank_4,inert_rank_4_inc,inert_rank_4_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,inert_cyclic_9,inert_cyclic_9_rank_same,inert_cyclic_10,inert_cyclic_10_rank_same,inert_cyclic_11,inert_cyclic_11_rank_same
104421392384,31740297223,11902611473,7935074345,11902611405,6728594341,5174017132,8382849264,3519762209,6728594341,6728594341,0,4955260071,1631470665,3323789406,218004294,22763651,195240643,752593,20606,731987,174,1,173,6728594341,0,3303988361,2216216639,1101227161,738629888,367010846,246176252,122357681,82072452,40770387,27344700,13588320,9113192,4512354,3026040,1419037,952028,336149,224817,46381,31147,3394,2251
104689827840,31821891806,11933209473,7955472906,11933209427,6745863644,5187345829,8404387348,3528822125,6745863644,6745863644,0,4968019346,1635679380,3332339966,218571673,22823648,195748025,754636,20675,733961,174,1,173,6745863644,0,3312496646,2221917138,1104060723,740529602,367956590,246810279,122672691,82283787,40875264,27414983,13623250,9136614,4524024,3033803,1422872,954620,337311,225605,46567,31271,3408,2264
104958263296,31903486424,11963807455,7975871542,11963807427,6763139382,5200668073,8425930464,3537876991,6763139382,6763139382,0,4980772215,1639886886,3340885329,219139051,22883467,196255584,756633,20728,735905,174,1,173,6763139382,0,3320999647,2227615389,1106893587,742428343,368901684,247443096,122987871,82494505,40980223,27485121,13658197,9159949,4535749,3041731,1426761,957237,338321,226294,46747,31386,3428,2278
105226698752,31985081045,11994405400,7996270167,11994405478,6780409300,5213996100,8447470319,3546935081,6780409300,6780409300,0,4993529606,1644096526,3349433080,219707523,22943697,196763826,758795,20795,738000,176,1,175,6780409300,0,3329504902,2233314426,1109728036,744327247,369847542,248077016,123302868,82705615,41085592,27555590,13692920,9183078,4547483,3049494,1430505,959787,339378,227033,46926,31502,3454,2292
105495134208,32066675633,12025003332,8016668872,12025003429,6797679588,5227323744,8469011485,3555991847,6797679588,6797679588,0,5006288324,1648307614,3357980710,220274428,23003420,197271008,760816,20862,739954,176,1,175,6797679588,0,3338010334,2239012292,1112565906,746229341,370792278,248709829,123617756,82916401,41190108,27625447,13727468,9206147,4559135,3057250,1434299,962317,340451,227759,47118,31624,3471,2303
105763569664,32148270322,12055601333,8037067565,12055601424,6814946727,5240654606,8490550556,3565050777,6814946727,6814946727,0,5019050304,1652519429,3366530875,220841292,23063479,197777813,762833,20920,741913,177,1,176,6814946727,0,3346518804,2244712506,1115402256,748129245,371735862,249342463,123934251,83128561,41295316,27695911,13762519,9229697,4570945,3065099,1438074,964864,341468,228452,47317,31760,3492,2317
106032005120,32229864874,12086199336,8057466160,12086199378,6832217904,5253981432,8512089797,3574109539,6832217904,6832217904,0,5031806160,1656727523,3375078637,221410241,23123394,198286847,764854,20975,743879,177,1,176,6832217904,0,3355024206,2250409701,1118237879,750031462,372679712,249975304,124248710,83339250,41400071,27766020,13797389,9253079,4582763,3073038,1441918,967452,342497,229123,47497,31875,3518,2333
106300440576,32311459427,12116797291,8077864836,12116797300,6849494448,5267302843,8533632372,3583164919,6849494448,6849494448,0,5044557734,1660933590,3383624144,221978023,23183286,198794737,766909,21047,745862,177,1,176,6849494448,0,3363525984,2256107305,1121070571,751929946,373625090,250608510,124563780,83550406,41504770,27836248,13832460,9276623,4594549,3080923,1445767,970015,343543,229830,47678,31988,3542,2350
106568876032,32393054005,12147395293,8098263444,12147395268,6866760738,5280634555,8555167607,3592227686,6866760738,6866760738,0,5057318339,1665142353,3392175986,222547095,23243417,199303678,768944,21098,747846,177,1,176,6866760738,0,3372029676,2261805861,1123907982,753832174,374572004,251242773,124878697,83761506,41610036,27906780,13867736,9300365,4606438,3088817,1449689,972664,344615,230544,47903,32137,3563,2365
106837311488,32474648706,12177993275,8118662121,12177993310,6884031764,5293961511,8576708630,3601284645,6884031764,6884031764,0,5070076540,1669352393,3400724147,223113843,23303307,199810536,770950,21165,749785,178,1,177,6884031764,0,3380540754,2267509828,1126738447,755727523,375516737,251875797,125193630,83972399,41715539,27977289,13902479,9323596,4618182,3096693,1453474,975157,345607,231213,48100,32270,3591,2382
107105746944,32556243265,12208591168,8139060815,12208591282,6901304186,5307286982,8598251092,3610340076,6901304186,6901304186,0,5082832973,1673562811,3409270162,223680939,23362869,200318070,772891,21225,751666,179,1,178,6901304186,0,3389047955,2273211103,1129570743,757623857,376462657,252509175,125507865,84182660,41820635,28047567,13937227,9346843,4630028,3104565,1457278,977679,346670,231917,48297,32394,3618,2402
107374182400,32637837827,12239189145,8159459435,12239189247,6918573325,5320615820,8619788679,3619400466,6918573325,6918573325,0,5095592978,1677770954,3417822024,224247706,23423116,200824590,774956,21283,753673,180,1,179,6918573325,0,3397555256,2278912486,1132406708,759525018,377408477,253143072,125822606,84393576,41925134,28117613,13971993,9369966,4641823,3112488,1461102,980238,347745,232628,48502,32526,3632,2413
107642617856,32719432411,12269787118,8179858073,12269787220,6935842628,5333944490,8641327885,3628459233,6935842628,6935842628,0,5108351958,1681980807,3426371151,224815322,23483103,201332219,777029,21346,755683,181,1,180,6935842628,0,3406063048,2284613461,1135241885,761424772,378352074,253775271,126137804,84604391,42030549,28188325,14006989,9393352,4653588,3120379,1464927,982820,348752,233299,48687,32650,3655,2431
107911053312,32801026942,12300385076,8200256688,12300385178,6953116443,5347268633,8662868669,3637516407,6953116443,6953116443,0,5121106822,1686187869,3434918953,225382568,23542960,201839608,779062,21396,757666,181,1,180,6953116443,0,3414568515,2290312856,1138075276,763323334,379296317,254408954,126452450,84815080,42135794,28258849,14042066,9417045,4665240,3128235,1468766,985348,349840,234024,48876,32781,3682,2447
108179488768,32882621604,12330982983,8220655412,12330983209,6970386535,5360596448,8684408021,3646574962,6970386535,6970386535,0,5133863192,1690396876,3443466316,225951935,23603147,202348788,781139,21462,759677,182,1,181,6970386535,0,3423073377,2296011242,1140909221,765221870,380240914,255042167,126768544,85027130,42240538,28329099,14077126,9440615,4677138,3136157,1472646,987926,350935,234750,49057,32904,3696,2456
108447924224,32964216203,12361580995,8241054088,12361581120,6987653685,5373927310,8705945741,3655635254,6987653685,6987653685,0,5146623946,1694607661,3452016285,226520054,23662882,202857172,783126,21512,761614,184,1,183,6987653685,0,3431581758,2301710981,1143744489,767121982,381186294,255676138,127083717,85238424,42345377,28399275,14111974,9463963,4688857,3144040,1476467,990481,352046,235495,49249,33035,3718,2471
108716359680,33045810730,12392178919,8261452697,12392179114,7004923907,5387255012,8727487687,3664691232,7004923907,7004923907,0,5159381842,1698819846,3460561996,227087765,23722358,203365407,785221,21575,763646,184,1,183,7004923907,0,3440089848,2307410247,1146578936,769020271,382130471,256308625,127398637,85449468,42449884,28469116,14146857,9487400,4700558,3151853,1480342,993150,353139,236217,49432,33165,3738,2484
108984795136,33127405345,12422776911,8281851344,12422777090,7022199285,5400577626,8749029049,3673747862,7022199285,7022199285,0,5172133299,1703025551,3469107748,227656919,23782582,203874337,787224,21630,765594,184,1,183,7022199285,0,3448592717,2313108757,1149412122,770918844,383074710,256941335,127713052,85660198,42554777,28539637,14181761,9510833,4712329,3159721,1484186,995679,354256,236943,49630,33302,3759,2499
109253230592,33208999908,12453374872,8302249981,12453375055,7039468585,5413906287,8770569800,3682805072,7039468585,7039468585,0,5184892810,1707236920,3477655890,228223997,23842607,204381390,789295,21687,767608,185,1,184,7039468585,0,3457099285,2318808164,1152249100,772819368,384019096,257573625,128028420,85871323,42659242,28609672,14216822,9534455,4723969,3167500,1487965,998192,355301,237633,49835,33447,3775,2511
109521666048,33290594522,12483972870,8322648658,12483972994,7056740544,5427232326,8792110667,3691862203,7056740544,7056740544,0,5197649150,1711446182,3486202968,228791682,23902201,204889481,791308,21739,769569,186,1,185,7056740544,0,3465606004,2324507099,1155082210,774718838,384964450,258206762,128342195,86081429,42764504,28680275,14251914,9557929,4735843,3175413,1491809,1000759,356366,238343,50058,33596,3797,2525
109790101504,33372189174,12514570847,8343047322,12514571005,7074005526,5440565321,8813647140,3700923707,7074005526,7074005526,0,5210412168,1715657433,3494754735,229359647,23962376,205397271,793319,21804,771515,187,1,186,7074005526,0,3474111713,2330208011,1157922541,776621571,385909119,258838875,128657012,86291880,42870037,28751008,14287002,9581485,4747578,3183277,1495658,1003304,357437,239063,50254,33724,3817,2537
110058536960,33453783740,12545168808,8363445984,12545168948,7091277455,5453891353,8835188544,3709980264,7091277455,7091277455,0,5223169635,1719867147,3503302488,229926211,24022070,205904141,795320,21871,773449,187,1,186,7091277455,0,3482615736,2335905779,1160760235,778523641,386854481,259471557,128970841,86502184,42974769,28821052,14322138,9605110,4759100,3191000,1499512,1005956,358515,239797,50468,33861,3840,2551
110326972416,33535378332,12575766819,8383844555,12575766958,7108546247,5467220572,8856727541,3719039278,7108546247,7108546247,0,5235928273,1724077171,3511851102,230494770,24082199,206412571,797342,21923,775419,187,1,186,7108546247,0,3491124183,2341604701,1163594471,780424460,387797672,260103689,129286336,86713526,43080227,28891678,14357112,9628584,4770851,3198879,1503332,1008523,359588,240511,50648,33991,3853,2560
110595407872,33616973024,12606364814,8404243298,12606364912,7125813248,5480551566,8878263258,3728101556,7125813248,7125813248,0,5248690671,1728285788,3520404883,231061363,24142243,206919120,799345,21978,777367,187,1,186,7125813248,0,3499632234,2347308176,1166432576,782325443,388741947,260737039,129601919,86924737,43185040,28961930,14392035,9651993,4782380,3206597,1507171,1011084,360662,241197,50833,34116,3874,2571
110863843328,33698567553,12636962771,8424641878,12636962904,7143085401,5493877370,8899805509,3737157262,7143085401,7143085401,0,5261445753,1732495478,3528950275,231630079,24202597,207427482,801350,22032,779318,188,1,187,7143085401,0,3508135114,2353004918,1169268611,784225563,389686008,261369114,129916999,87136034,43289947,29032034,14427035,9675535,4794308,3214589,1511015,1013673,361757,241953,51067,34276,3892,2586
111132278784,33780162243,12667560757,8445040568,12667560918,7160358547,5507202210,8921347164,3746213593,7160358547,7160358547,0,5274199442,1736703773,3537495669,232199187,24262747,207936440,803393,22096,781297,188,1,187,7160358547,0,3516638840,2358701230,1172100159,786123672,390632774,262003604,130232102,87347548,43394761,29102198,14461710,9698836,4806146,3222600,1514914,1016273,362882,242718,51244,34391,3910,2599
111400714240,33861756846,12698158745,8465439247,12698158854,7177626063,5520532682,8942885352,3755273393,7177626063,7177626063,0,5286959104,1740914257,3546044847,232767934,24322868,208445066,805455,22163,783292,189,1,188,7177626063,0,3525146307,2364401848,1174933380,788021549,391579233,262637741,130547136,87558456,43500300,29172924,14496560,9722310,4818092,3230605,1518830,1018861,363910,243436,51433,34512,3923,2605
111669149696,33943351476,12728756762,8485837854,12728756860,7194900903,5533855859,8964427494,3764329268,7194900903,7194900903,0,5299713073,1745121630,3554591443,233335059,24382735,208952324,807537,22225,785312,190,1,189,7194900903,0,3533649434,2370099922,1177769409,789922172,392522600,263269583,130861943,87769456,43605342,29243562,14531249,9745410,4829793,3238450,1522764,1021495,364960,244135,51635,34642,3944,2616
111937585152,34024946006,12759354732,8506236486,12759354788,7212171835,5547182897,8985969157,3773385575,7212171835,7212171835,0,5312470235,1749332196,3563138039,233902845,24442834,209460011,809626,22291,787335,191,1,190,7212171835,0,3542156634,2375800015,1180603378,791820246,393467853,263902276,131175881,87979795,43710388,29314135,14566298,9768970,4841437,3246258,1526576,1024104,365983,244833,51841,34778,3966,2629
112206020608,34106540586,12789952664,8526635117,12789952805,7229439958,5560512706,9007508677,3782443987,7229439958,7229439958,0,5325230109,1753543803,3571686306,234470760,24502584,209968176,811646,22331,789315,191,1,190,7229439958,0,3550665302,2381501098,1183439264,793720578,394411935,264533813,131490726,88190542,43815109,29384125,14601274,9792409,4853073,3254066,1530377,1026607,367036,245518,52022,34906,3991,2644
112474456064,34188135275,12820550606,8547033832,12820550837,7246705862,5573844744,9029042925,3791507681,7246705862,7246705862,0,5337992755,1757752140,3580240615,235038065,24562535,210475530,813733,22387,791346,191,1,190,7246705862,0,3559175326,2387206262,1186274443,795620161,395357126,265167053,131806135,88401824,43920149,29454481,14636325,9815817,4864686,3261889,1534204,1029208,368130,246229,52225,35039,4006,2652
112742891520,34269729823,12851148638,8567432366,12851148819,7263975121,5587173517,9050584082,3800564556,7263975121,7263975121,0,5350750861,1761963941,3588786920,235606718,24622579,210984139,815747,22440,793307,191,1,190,7263975121,0,3567684042,2392906352,1189107550,797517882,396301847,265799266,132120775,88613053,44025266,29524954,14671272,9839022,4876455,3269853,1538025,1031780,369183,246924,52423,35169,4023,2665
113011326976,34351324423,12881746601,8587831103,12881746719,7281247259,5600499342,9072124727,3809621874,7281247259,7281247259,0,5363506422,1766172511,3597333911,236174919,24682453,211492466,817809,22503,795306,192,1,191,7281247259,0,3576189751,2398604405,1191940861,799416557,397246929,266433402,132435751,88824519,44129925,29594823,14706269,9862518,4888266,3277815,1541795,1034280,370205,247609,52630,35309,4040,2674
113279762432,34432919038,12912344601,8608229785,12912344652,7298516436,5613828165,9093666719,3818677882,7298516436,7298516436,0,5376266101,1770385213,3605880888,236741988,24742493,211999495,819884,22576,797308,192,1,191,7298516436,0,3584696330,2404302392,1194777434,801316145,398190651,267066252,132751322,89035889,44235257,29665303,14741230,9885906,4900043,3285696,1545670,1036853,371266,248324,52831,35442,4067,2686
113548197888,34514513612,12942942620,8628628450,12942942542,7315782780,5627159840,9115202207,3827740413,7315782780,7315782780,0,5389026958,1774594251,3614432707,237310786,24802547,212508239,821904,22628,799276,192,1,191,7315782780,0,3593203768,2410004672,1197613532,803215909,399135674,267699213,133066286,89247213,44340509,29735945,14776404,9909399,4911788,3293562,1549494,1039430,372381,249089,53038,35581,4084,2694
113816633344,34596108304,12973540631,8649027140,12973540533,7333046054,5640494577,9136736257,3836804374,7333046054,7333046054,0,5401790453,1778804727,3622985726,237880009,24862792,213017217,823923,22683,801240,192,1,191,7333046054,0,3601710650,2415704973,1200453176,805119128,400080590,268332326,133381632,89458424,44445625,29806628,14810987,9932562,4923643,3301482,1553323,1041956,373484,249824,53243,35718,4100,2705
114085068800,34677702924,13004138595,8669425799,13004138530,7350321146,5653817449,9158278940,3845859655,7350321146,7350321146,0,5414543760,1783012477,3631531283,238447517,24922567,213524950,825979,22749,803230,193,1,192,7350321146,0,3610216354,2421405225,1203285249,807015374,401025166,268965794,133696629,89669466,44549836,29876472,14845950,9956007,4935400,3309398,1557109,1044436,374510,250541,53435,35850,4122,2720
114353504256,34759297433,13034736495,8689824401,13034736537,7367590872,5667145623,9179818122,3854918373,7367590872,7367590872,0,5427302635,1787222022,3640080613,239014850,24982413,214032437,827944,22814,805130,194,1,193,7367590872,0,3618724662,2427105513,1206118190,808913762,401970076,269599485,134012570,89881347,44654874,29946948,14880893,9979391,4947084,3317203,1560950,1046981,375570,251272,53625,35978,4141,2733
114621939712,34840892021,13065334458,8710223055,13065334508,7384861300,5680473158,9201357146,3863977312,7384861300,7384861300,0,5440058990,1791430719,3648628271,239583947,25042247,214541700,830026,22879,807147,195,1,194,7384861300,0,3627228620,2432804632,1208951462,810811414,402916132,270233646,134328169,90092474,44760305,30017618,14915822,10002931,4959029,3325147,1564874,1049597,376595,251960,53823,36106,4159,2746
114890375168,34922486626,13095932453,8730621747,13095932426,7402130796,5693801657,9222899580,3873032873,7402130796,7402130796,0,5452817377,1795643447,3657173930,240152077,25102388,215049689,832008,22948,809060,195,1,194,7402130796,0,3635733966,2438502116,1211787032,812710999,403861688,270866874,134643139,90302972,44865397,30087860,14950654,10026225,4970957,3333110,1568712,1052141,377653,252646,54001,36229,4178,2758
115158810624,35004081316,13126530466,8751020384,13126530466,7419400609,5707129857,9244438830,3882091636,7419400609,7419400609,0,5465576023,1799853015,3665723008,240719537,25162203,215557334,834102,23002,811100,195,1,194,7419400609,0,3644242450,2444202225,1214621578,814610962,404805632,271499476,134957964,90514391,44970235,30158022,14985678,10049669,4982692,3341029,1572645,1054741,378784,253386,54168,36340,4197,2767
115427246080,35085675821,13157128440,8771419019,13157128362,7436668122,5720460318,9265975771,3891152669,7436668122,7436668122,0,5478336860,1804062338,3674274522,241287161,25222265,216064896,836101,23045,813056,196,1,195,7436668122,0,3652753124,2449904675,1217454638,816509857,405750679,272132747,135273104,90725999,45075465,30228591,15020451,10073018,4994565,3349031,1576394,1057240,379853,254099,54355,36471,4232,2794
115695681536,35167270425,13187726393,8791817667,13187726365,7453938613,5733787780,9287515615,3900210778,7453938613,7453938613,0,5491094084,1808271549,3682822535,241855221,25282343,216572878,838279,23109,815170,196,1,195,7453938613,0,3661257660,2455603505,1220290875,818410409,406695461,272765050,135587850,90937156,45180284,30298770,15055597,10096643,5006410,3356934,1580174,1059800,380939,254836,54577,36618,4257,2814
115964116992,35248864943,13218324355,8812216270,13218324318,7471207421,5747116934,9309056730,3909267625,7471207421,7471207421,0,5503852991,1812483470,3691369521,242423382,25342669,217080713,840365,23169,817196,196,1,195,7471207421,0,3669764668,2461302252,1223129113,820311794,407638242,273396463,135902020,91147667,45285524,30369067,15090252,10119955,5018034,3364714,1584067,1062474,382016,255547,54782,36763,4273,2825
116232552448,35330459636,13248922318,8832614975,13248922343,7488478550,5760443768,9330598314,3918324004,7488478550,7488478550,0,5516609578,1816693537,3699916041,242991578,25402995,217588583,842416,23231,819185,196,1,195,7488478550,0,3678269636,2467001671,1225964409,822210672,408583676,274029072,136216429,91358206,45390186,30439348,15125354,10143543,5029591,3372469,1587933,1065060,383108,256285,54963,36880,4293,2835
116500987904,35412054207,13279520271,8853013618,13279520318,7505742714,5773777557,9352134785,3927385486,7505742714,7505742714,0,5529371831,1820905681,3708466150,243561043,25463089,218097954,844486,23300,821186,197,1,196,7505742714,0,3686779568,2472703320,1228799830,824110153,409528710,274661859,136531587,91569888,45495097,30509306,15160384,10166906,5041115,3380205,1591873,1067659,384177,256984,55170,37015,4320,2855
116769423360,35493648707,13310118271,8873412185,13310118251,7523009497,5787108774,9373672172,3936446099,7523009497,7523009497,0,5542132076,1825116362,3717015714,244129991,25522947,218607044,846510,23365,823145,197,1,196,7523009497,0,3695284879,2478401693,1231635423,826010740,410475939,275295880,136846608,91780875,45600194,30579965,15195471,10190467,5052787,3388111,1595755,1070208,385284,257743,55389,37158,4347,2874
117037858816,35575243308,13340716209,8893810903,13340716196,7540278067,5800438142,9395210896,3945505313,7540278067,7540278067,0,5554890972,1829326320,3725564652,244698387,25583087,219115300,848585,23421,825164,198,1,197,7540278067,0,3703793069,2484102603,1234469947,827910393,411420992,275928606,137161469,91991976,45704541,30649815,15230536,10213846,5064501,3395979,1599622,1072792,386341,258463,55590,37295,4364,2884
117306294272,35656837941,13371314255,8914209554,13371314132,7557544407,5813769848,9416749079,3954565176,7557544407,7557544407,0,5567651108,1833538346,3734112762,245267905,25642848,219625057,850635,23477,827158,200,1,199,7557544407,0,3712299638,2489800456,1237306050,829811577,412367281,276561929,137476354,92203164,45809473,30719969,15265082,10237059,5076130,3403761,1603470,1075318,387460,259213,55788,37418,4382,2898
117574729728,35738432578,13401912197,8934608260,13401912121,7574811705,5827100492,9438285469,3963626728,7574811705,7574811705,0,5580412908,1837747721,3742665187,245834695,25702492,220132203,852688,23550,829138,201,1,200,7574811705,0,3720808156,2495501717,1240142705,831713641,413312426,277194909,137790885,92414275,45914495,30790267,15299895,10260325,5087940,3411666,1607431,1077944,388534,259931,56043,37601,4398,2911
117843165184,35820027119,13432510182,8955006885,13432510052,7592080987,5840429195,9459824027,3972686155,7592080987,7592080987,0,5593170437,1841956508,3751213929,246403893,25762920,220640973,854663,23611,831052,202,1,201,7592080987,0,3729315104,2501201010,1242978679,833614730,414256090,277827958,138105583,92624929,46019190,30860301,15334823,10283763,5099452,3419424,1611178,1080475,389647,260672,56272,37742,4419,2925
118111600640,35901621801,13463108203,8975405550,13463108048,7609352981,5853755222,9481367561,3981740642,7609352981,7609352981,0,5605927216,1846168017,3759759199,246971067,25822895,221148172,856735,23667,833068,204,1,203,7609352981,0,3737820545,2506898344,1245813791,835513667,415200586,278460927,138420673,92836124,46123659,30930393,15370088,10307236,5111277,3427271,1615014,1083056,390660,261360,56476,37877,4447,2944
118380036096,35983216389,13493706181,8995804148,13493706060,7626617945,5867088236,9502903463,3990802718,7626617945,7626617945,0,5618688519,1850378714,3768309805,247540773,25883063,221657710,858740,23740,835000,204,1,203,7626617945,0,3746326271,2512597865,1248653281,837415952,416145204,279093657,138735895,93047432,46228789,31000863,15404464,10330292,5122927,3435084,1618773,1085569,391753,262108,56694,38022,4468,2961
118648471552,36064810937,13524304110,9016202786,13524304041,7643885959,5880418151,9524444474,3999859636,7643885959,7643885959,0,5631448059,1854591545,3776856514,248109020,25943163,222165857,860867,23806,837061,205,1,204,7643885959,0,3754833123,2518296549,1251489875,839315204,417089064,279725904,139051098,93258529,46333768,31071185,15439600,10354088,5134697,3442987,1622584,1088091,392848,262843,56916,38158,4486,2976
118916907008,36146405532,13554902066,9036601450,13554902016,7661160474,5893741592,9545985822,4008916244,7661160474,7661160474,0,5644200468,1858798173,3785402295,248678002,26003304,222674698,862917,23870,839047,205,1,204,7661160474,0,3763336993,2523995894,1254322959,841214447,418033362,280357433,139365107,93468778,46438939,31141845,15474456,10377399,5146623,3450943,1626459,1090683,393942,263574,57124,38309,4504,2990
119185342464,36228000075,13585499983,9057000103,13585499989,7678428385,5907071598,9567526534,4017973449,7678428385,7678428385,0,5656960901,1863011214,3793949687,249245605,26063001,223182604,864887,23933,840954,205,1,204,7678428385,0,3771844992,2529695917,1257158767,843113508,418978526,280990022,139680058,93679664,46543438,31211686,15509393,10400914,5158482,3458895,1630352,1093319,395013,264290,57352,38467,4528,3005
119453777920,36309594598,13616097939,9077398740,13616097919,7695697702,5920400237,9589065981,4027031958,7695697702,7695697702,0,5669718654,1867220977,3802497677,249814380,26123314,223691066,866998,23987,843011,205,1,204,7695697702,0,3780350907,2535396649,1259994857,845012235,419923837,281623645,139993944,93889726,46648183,31281992,15544418,10424240,5170113,3466651,1634178,1095902,396121,265021,57545,38594,4551,3022
119722213376,36391189256,13646695882,9097797460,13646695914,7712970072,5933725810,9610607064,4036088818,7712970072,7712970072,0,5682473221,1871429644,3811043577,250383330,26183290,224200040,869052,24057,844995,207,1,206,7712970072,0,3788855958,2541094627,1262830104,846912599,420867861,282255998,140307713,94100218,46752717,31352062,15579451,10447687,5181821,3474385,1638056,1098445,397196,265774,57777,38748,4567,3034
119990648832,36472783866,13677293938,9118196106,13677293822,7730234480,5947059458,9632144625,4045149313,7730234480,7730234480,0,5695234784,1875642387,3819592397,250953311,26243618,224709693,871156,24139,847017,207,1,206,7730234480,0,3797363603,2546793597,1265666086,848811819,421813910,282890310,140622961,94311410,46857683,31422614,15614117,10470933,5193549,3482187,1642011,1101078,398297,266518,57987,38889,4580,3042
120259084288,36554378497,13707891909,9138594772,13707891816,7747507709,5960384200,9653687933,4054203976,7747507709,7747507709,0,5707989950,1879852319,3828137631,251520881,26303710,225217171,873162,24194,848968,207,1,206,7747507709,0,3805868141,2552490988,1268500782,850711291,422757876,283522620,140937796,94522268,46962802,31493086,15649241,10494417,5205306,3490019,1645817,1103632,399373,267230,58214,39023,4602,3057
120527519744,36635973121,13738489944,9158993399,13738489778,7764778408,5973711536,9675229999,4063259945,7764778408,7764778408,0,5720746765,1884063975,3836682790,252089377,26363364,225726013,875187,24251,850936,207,1,206,7764778408,0,3814373952,2558188181,1271335077,852608923,423702918,284156756,141253175,94733350,47067867,31563807,15683879,10517681,5216858,3497722,1649513,1106139,400465,267983,58440,39176,4621,3072
120795955200,36717567773,13769087974,9179392035,13769087764,7782040789,5987047185,9696765263,4072322711,7782040789,7782040789,0,5733510877,1888276843,3845234034,252658810,26423329,226235481,877291,24301,852990,207,1,206,7782040789,0,3822882957,2563889602,1274172876,854509629,424648805,284790317,141567723,94943794,47172885,31634268,15718609,10540941,5228739,3505635,1653488,1108760,401526,268689,58631,39313,4638,3086
121064390656,36799162296,13799685865,9199790676,13799685755,7799312538,6000373327,9718306242,4081379623,7799312538,7799312538,0,5746267386,1892485904,3853781482,253226293,26483430,226742863,879441,24369,855072,207,1,206,7799312538,0,3831386058,2569585841,1277010180,856411936,425593052,285422851,141882934,95155230,47277774,31704661,15753442,10564166,5240450,3513449,1657400,1111404,402599,269377,58834,39462,4663,3105
121332826112,36880756873,13830283781,9220189321,13830283771,7816574447,6013709334,9739841061,4090442720,7816574447,7816574447,0,5759033458,1896698714,3862334744,253794142,26543485,227250657,881527,24414,857113,207,1,206,7816574447,0,3839898631,2575289610,1279845678,858311448,426539097,286056947,142198329,95366275,47382704,31775066,15788357,10587416,5252140,3521222,1661183,1113985,403619,270059,59034,39592,4686,3124
121601261568,36962351464,13860881788,9240587956,13860881720,7833843972,6027037816,9761383777,4099498011,7833843972,7833843972,0,5771791375,1900911625,3870879750,254362688,26603708,227758980,883546,24471,859075,207,1,206,7833843972,0,3848402821,2580985074,1282680553,860210390,427485997,286691606,142513522,95577236,47487571,31845156,15823359,10610942,5263815,3529095,1665084,1116586,404674,270783,59272,39744,4707,3138
121869697024,37043946056,13891479778,9260986601,13891479677,7851110959,6040368819,9782920806,4108558972,7851110959,7851110959,0,5784550696,1905121393,3879429303,254932346,26663921,228268425,885570,24532,861038,207,1,206,7851110959,0,3856908989,2586684074,1285517589,862112334,428430313,287324198,142828827,95788602,47592421,31915353,15858369,10634261,5275417,3536908,1668819,1119055,405764,271510,59462,39857,4726,3151
122138132480,37125540603,13922077755,9281385230,13922077618,7868380015,6053697740,9804461024,4117616731,7868380015,7868380015,0,5797308647,1909332491,3887976156,255501335,26723903,228777432,887550,24614,862936,208,1,207,7868380015,0,3865417304,2592385138,1288350701,864009878,429374310,287956089,143144070,95999570,47697858,31986183,15893457,10657598,5287064,3544721,1672653,1121575,406816,272237,59659,39995,4755,3172
122406567936,37207135132,13952675730,9301783875,13952675527,7885649824,6067025906,9826001528,4126674202,7885649824,7885649824,0,5810066461,1913543103,3896523358,256069628,26783921,229285707,889609,24679,864930,208,1,207,7885649824,0,3873923486,2598084278,1291186028,865909305,430319160,288589003,143458973,96210147,47802915,32056722,15928427,10681043,5298567,3552537,1676374,1124056,407872,272938,59886,40146,4773,3183
122675003392,37288729737,13983273723,9322182457,13983273557,7902914928,6080358795,9847537607,4135736116,7902914928,7902914928,0,5822828489,1917753738,3905074751,256638442,26844184,229794258,891656,24756,866900,208,1,207,7902914928,0,3882431319,2603785507,1294021451,867808777,431266425,289223730,143773994,96421055,47907828,32127112,15963163,10704364,5310235,3560345,1680182,1126663,409004,273721,60095,40282,4793,3195
122943438848,37370324396,14013871751,9342581142,14013871503,7920181901,6093689850,9869077030,4144794721,7920181901,7920181901,0,5835589630,1921966291,3913623339,257206259,26904009,230302250,893752,24828,868924,209,1,208,7920181901,0,3890941253,2609485971,1296854939,869707259,432211943,289857126,144089306,96632283,48012771,32197342,15997845,10727620,5322250,3568331,1684097,1129309,410099,274456,60309,40431,4818,3211
