boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
38386270208,11668027070,5590929601,486167841,5590929628,5337672101,253257500,5348676033,242253568,5337672101,5337672101,0,253237364,11003884,242233480,20136,48,20088,5337672101,0,242594734,232052624,10401583,9950059,240960,230715,87,82,464169728,21998113,465124473,21043368,464169728,464169728,0,21996408,954745,21041663,1705,0,1705,464169728,0,21096636,20180639,887545,849298,12227,11726,0,0
38654705664,11749621670,5630027051,489567581,5630027038,5374995108,255031943,5386075954,243951097,5374995108,5374995108,0,255011673,11080798,243930875,20270,48,20222,5374995108,0,244293561,233677770,10474867,10020201,243158,232822,87,82,467414957,22152624,468376503,21191078,467414957,467414957,0,22150908,961546,21189362,1716,0,1716,467414957,0,21244547,20322029,894001,855479,12360,11854,0,0
38923141120,11831216297,5669124503,492967358,5669124436,5412320142,256804361,5423477609,245646894,5412320142,5412320142,0,256783950,11157419,245626531,20411,48,20363,5412320142,0,245989931,235300853,10548662,10090763,245269,234832,88,83,470661201,22306157,471629321,21338037,470661201,470661201,0,22304431,968120,21336311,1726,0,1726,470661201,0,21391674,20462831,900295,861528,12462,11952,0,0
39191576576,11912810779,5708221748,496367112,5708221919,5449645444,258576304,5460880042,247341706,5449645444,5449645444,0,258555747,11234550,247321197,20557,48,20509,5449645444,0,247686426,236923449,10621757,10160722,247473,236940,91,86,473907259,22459853,474882089,21485023,473907259,473907259,0,22458113,974830,21483283,1740,0,1740,473907259,0,21539065,20603804,906470,867415,12578,12064,0,0
39460012032,11994405342,5747319078,499766919,5747319345,5486968408,260350670,5498280758,249038320,5486968408,5486968408,0,260329967,11312302,249017665,20703,48,20655,5486968408,0,249384817,238547374,10695414,10231189,249640,239011,96,91,477152485,22614434,478134029,21632890,477152485,477152485,0,22612682,981544,21631138,1752,0,1752,477152485,0,21687176,20745502,912808,873461,12698,12175,0,0
39728447488,12075999996,5786416591,503166676,5786416729,5524293790,262122801,5535683422,250733169,5524293790,5524293790,0,262101943,11389584,250712359,20858,48,20810,5524293790,0,251081380,240169928,10768663,10301273,251798,241061,102,97,480397995,22768681,481386213,21780463,480397995,480397995,0,22766918,988218,21778700,1763,0,1763,480397995,0,21834966,20886907,919111,879480,12841,12313,0,0
39996882944,12157594492,5825514039,506566435,5825514018,5561617829,263896210,5573084877,252429162,5561617829,5561617829,0,263875231,11467000,252408231,20979,48,20931,5561617829,0,252778555,241792987,10842666,10372082,253904,243061,106,101,483643340,22923095,484638195,21928240,483643340,483643340,0,22921318,994855,21926463,1777,0,1777,483643340,0,21982974,21028550,925384,885483,12960,12430,0,0
40265318400,12239189116,5864611398,509966190,5864611528,5598943680,265667718,5610487587,254123811,5598943680,5598943680,0,265646606,11543859,254102747,21112,48,21064,5598943680,0,254474880,243415654,10915618,10441936,256001,245055,107,102,486889167,23077023,487890723,22075467,486889167,486889167,0,23075237,1001556,22073681,1786,0,1786,486889167,0,22130417,21169550,931741,891586,13079,12545,0,0
40533753856,12320783737,5903708828,513365966,5903708943,5636270331,267438497,5647890702,255818126,5636270331,5636270331,0,267417213,11620323,255796890,21284,48,21236,5636270331,0,256169928,245037486,10988935,10512090,258239,247208,111,106,490135069,23230897,491143340,22222626,490135069,490135069,0,23229100,1008271,22220829,1797,0,1797,490135069,0,22277776,21310456,938118,897705,13206,12668,0,0
40802189312,12402378327,5942806224,516765768,5942806335,5673596237,269209987,5685293666,257512558,5673596237,5673596237,0,269188561,11697381,257491180,21426,48,21378,5673596237,0,257865670,246659435,11062391,10582379,260381,249253,119,113,493381356,23384412,494396179,22369589,493381356,493381356,0,23382599,1014823,22367776,1813,0,1813,493381356,0,22424799,21451217,944485,903785,13315,12774,0,0
41070624768,12483972932,5981903662,520165541,5981903729,5710922935,270980727,5722697031,259206631,5710922935,5710922935,0,270959148,11774048,259185100,21579,48,21531,5710922935,0,259560351,248280712,11136145,10652959,262530,251313,122,116,496627012,23538529,497648657,22516884,496627012,496627012,0,23536698,1021645,22515053,1831,0,1831,496627012,0,22572310,21592244,950955,909923,13433,12886,0,0
41339060224,12565567587,6021001157,523565292,6021001138,5748247150,272754007,5760098143,260903014,5748247150,5748247150,0,272732288,11850944,260881344,21719,49,21670,5748247150,0,261258028,249904621,11209391,10723164,264744,253440,125,119,499872764,23692528,500901083,22664209,499872764,499872764,0,23690684,1028319,22662365,1844,0,1844,499872764,0,22719826,21733379,957291,915970,13567,13016,0,0
41607495680,12647162137,6060098481,526965082,6060098574,5785572229,274526252,5797499885,262598596,5785572229,5785572229,0,274504407,11927606,262576801,21845,50,21795,5785572229,0,262954289,251527478,11283063,10793667,266928,255535,127,121,503118152,23846930,504153199,22811883,503118152,503118152,0,23845082,1035047,22810035,1848,0,1848,503118152,0,22867704,21874817,963679,922079,13699,13139,0,0
41875931136,12728756731,6099195882,530364849,6099196000,5822895907,276299975,5834900825,264295057,5822895907,5822895907,0,276277982,12004868,264273114,21993,50,21943,5822895907,0,264652505,253151755,11356253,10863626,269096,257611,128,122,506363809,24001040,507405570,22959279,506363809,506363809,0,23999179,1041761,22957418,1861,0,1861,506363809,0,23015405,22016078,969951,928083,13823,13257,0,0
42144366592,12810351325,6138293406,533764604,6138293315,5860221118,278072288,5872303081,265990325,5860221118,5860221118,0,278050163,12081913,265968250,22125,50,22075,5860221118,0,266349327,254774755,11429468,10933700,271238,259671,130,124,509609487,24155117,510658027,23106577,509609487,509609487,0,24153246,1048540,23104706,1871,0,1871,509609487,0,23163051,22157254,976248,934076,13947,13376,0,0
42412802048,12891945869,6177390699,537164384,6177390786,5897547142,279843557,5909706183,267684516,5897547142,5897547142,0,279821267,12158990,267662277,22290,51,22239,5897547142,0,268044797,256396444,11503007,11004051,273330,261655,133,127,512855732,24308652,513910990,23253394,512855732,512855732,0,24306766,1055258,23251508,1886,0,1886,512855732,0,23310209,22297951,982489,940064,14068,13493,0,0
42681237504,12973540510,6216488177,540564167,6216488166,5934873719,281614458,5947109725,269378452,5934873719,5934873719,0,281592022,12235955,269356067,22436,51,22385,5934873719,0,269739689,258017685,11576757,11074579,275440,263673,136,130,516101304,24462863,517163321,23400846,516101304,516101304,0,24460965,1062017,23398948,1898,0,1898,516101304,0,23457989,22439248,988786,946090,14190,13610,0,0
42949672960,13055135182,6255585637,543963962,6255585583,5972200000,283385637,5984512791,271072846,5972200000,5972200000,0,283363058,12312740,271050318,22579,51,22528,5972200000,0,271435515,259639921,11649801,11144521,277602,265743,140,133,519346987,24616975,520415767,23548195,519346987,519346987,0,24615069,1068780,23546289,1906,0,1906,519346987,0,23605703,22580489,995060,952080,14306,13720,0,0
43218108416,13136729708,6294682916,547363758,6294683034,6009524970,285157946,6021914960,272767956,6009524970,6009524970,0,285135208,12389938,272745270,22738,52,22686,6009524970,0,273131798,261262272,11723469,11215019,279800,267845,141,134,522593181,24770577,523668564,23695194,522593181,522593181,0,24768655,1075383,23693272,1922,0,1922,522593181,0,23752919,22721375,1001314,958065,14422,13832,0,0
43486543872,13218324351,6333780403,550763537,6333780411,6046851257,286929146,6059317763,274462640,6046851257,6046851257,0,286906264,12466454,274439810,22882,52,22830,6046851257,0,274827319,262884557,11796849,11285205,281952,269911,144,137,525838706,24924831,526920757,23842780,525838706,525838706,0,24922890,1082051,23840839,1941,0,1941,525838706,0,23900688,22862761,1007649,964124,14553,13954,0,0
43754979328,13299918897,6372877822,554163265,6372877810,6084173870,288703952,6096717575,276160247,6084173870,6084173870,0,288680927,12543652,276137275,23025,53,22972,6084173870,0,276526501,264509797,11870168,11355381,284112,271959,146,138,529084242,25079023,530172964,23990301,529084242,529084242,0,25077070,1088722,23988348,1953,0,1953,529084242,0,24048325,23004005,1014078,970279,14667,14064,0,0
44023414784,13381513500,6411975299,557563023,6411975178,6121501552,290473747,6134122344,277852955,6121501552,6121501552,0,290450582,12620739,277829843,23165,53,23112,6121501552,0,278220676,266130279,11943462,11425383,286297,274042,147,139,532330488,25232535,533425828,24137195,532330488,532330488,0,25230570,1095340,24135230,1965,0,1965,532330488,0,24195344,23144667,1020430,976377,14796,14186,0,0
44291850240,13463108161,6451072693,560962834,6451072634,6158827343,292245350,6171525211,279547482,6158827343,6158827343,0,292222048,12697815,279524233,23302,53,23249,6158827343,0,279916516,267752316,12016895,11495645,288482,276125,155,147,535575902,25386932,536677883,24284951,535575902,535575902,0,25384950,1101981,24282969,1982,0,1982,535575902,0,24343312,23286253,1026717,982410,14921,14306,0,0
44560285696,13544702752,6490170187,564362603,6490169962,6196151996,294018191,6208926849,281243338,6196151996,6196151996,0,293994756,12774800,281219956,23435,53,23382,6196151996,0,281613504,269375572,12090419,11566022,290672,278210,161,152,538821727,25540876,539930428,24432175,538821727,538821727,0,25538878,1108701,24430177,1998,0,1998,538821727,0,24490795,23427305,1033032,988444,15051,14428,0,0
44828721152,13626297261,6529267603,567762324,6529267334,6233478252,295789351,6246329571,282938032,6233478252,6233478252,0,295765768,12851265,282914503,23583,54,23529,6233478252,0,283308964,270997827,12163834,11636279,292806,280243,164,154,542067859,25694465,543182959,24579365,542067859,542067859,0,25692451,1115100,24577351,2014,0,2014,542067859,0,24637987,23568377,1039294,994434,15170,14540,0,0
45097156608,13707891942,6568365050,571162067,6568364825,6270803423,297561627,6283731558,284633492,6270803423,6270803423,0,297537900,12928081,284609819,23727,54,23673,6270803423,0,285005767,272621085,12236955,11706231,295014,282349,164,154,545313720,25848347,546435564,24726503,545313720,545313720,0,25846318,1121844,24724474,2029,0,2029,545313720,0,24785291,23709208,1045737,1000613,15290,14653,0,0
45365592064,13789486525,6607462396,574561877,6607462252,6308129249,299333147,6321134303,286328093,6308129249,6308129249,0,299309291,13004999,286304292,23856,55,23801,6308129249,0,286701281,274242948,12310608,11776706,297233,284479,169,159,548559833,26002044,549688480,24873397,548559833,548559833,0,26000004,1128647,24871357,2040,0,2040,548559833,0,24932677,23850084,1051884,1006476,15443,14797,0,0
45634027520,13871081176,6646559859,577961649,6646559668,6345452892,301106967,6358535419,288024440,6345452892,6345452892,0,301082984,13082469,288000515,23983,58,23925,6345452892,0,288399600,275867102,12383830,11846722,299383,286530,171,161,551805591,26156058,552940841,25020808,551805591,551805591,0,26154003,1135250,25018753,2055,0,2055,551805591,0,25080093,23991185,1058319,1012625,15591,14943,0,0
45902462976,13952675706,6685657222,581361451,6685657033,6382779304,302877918,6395938940,289718282,6382779304,6382779304,0,302853801,13159578,289694223,24117,58,24059,6382779304,0,290094597,277488397,12457385,11916959,301646,288704,173,163,555051664,26309787,556193660,25167791,555051664,555051664,0,26307719,1141996,25165723,2068,0,2068,555051664,0,25227311,24131956,1064678,1018690,15730,15077,0,0
46170898432,14034270361,6724754644,584761220,6724754497,6420103112,304651532,6433339845,291414799,6420103112,6420103112,0,304627265,13236675,291390590,24267,58,24209,6420103112,0,291792292,279112340,12530901,11987223,303895,290860,177,167,558297459,26463761,559446144,25315076,558297459,558297459,0,26461676,1148685,25312991,2085,0,2085,558297459,0,25374829,24273052,1070969,1024720,15878,15219,0,0
46439333888,14115864995,6763852073,588160984,6763851938,6457427637,306424436,6470741342,293110731,6457427637,6457427637,0,306400010,13313647,293086363,24426,58,24368,6457427637,0,293489418,280735796,12604362,12057467,306050,292930,180,170,561543491,26617493,562698787,25462197,561543491,561543491,0,26615395,1155296,25460099,2098,0,2098,561543491,0,25522063,24413990,1077327,1030768,16005,15341,0,0
46707769344,14197459464,6802949341,591560823,6802949300,6494753309,308196032,6508143491,294805850,6494753309,6494753309,0,308171457,13390123,294781334,24575,59,24516,6494753309,0,295185327,282358472,12677799,12127750,308147,294938,184,174,564789061,26771762,565951058,25609765,564789061,564789061,0,26769655,1161997,25607658,2107,0,2107,564789061,0,25669752,24555243,1083776,1036955,16127,15460,0,0
46976204800,14279053955,6842046768,594960574,6842046613,6532079492,309967276,6545546896,296499872,6532079492,6532079492,0,309942553,13467345,296475208,24723,59,24664,6532079492,0,296880576,283979814,12751493,12198229,310297,296988,187,177,568035522,26925052,569204176,25756398,568035522,568035522,0,26922937,1168654,25754283,2115,0,2115,568035522,0,25816580,24695693,1090090,1042993,16267,15597,0,0
47244640256,14360648700,6881144327,598360382,6881143991,6569405288,311739039,6582949154,298195173,6569405288,6569405288,0,311714165,13543807,298170358,24874,59,24815,6569405288,0,298576511,285602535,12824995,12268569,312467,299072,192,182,571281249,27079133,572456452,25903930,571281249,571281249,0,27077001,1175203,25901798,2132,0,2132,571281249,0,25964138,24836965,1096456,1049100,16407,15733,0,0
47513075712,14442243302,6920241762,601760131,6920241409,6606732281,313509481,6620353143,299888619,6606732281,6606732281,0,313484437,13620803,299863634,25044,59,24985,6606732281,0,300271170,287223552,12898382,12338695,314692,301204,193,183,574526728,27233403,575708621,26051510,574526728,574526728,0,27231254,1181893,26049361,2149,0,2149,574526728,0,26111825,24978232,1102902,1055278,16527,15851,0,0
47781511168,14523837813,6959339097,605159886,6959338830,6644057958,315281139,6657756030,301583067,6644057958,6644057958,0,315255956,13698013,301557943,25183,59,25124,6644057958,0,301966842,288845151,12972103,12409363,316815,303243,196,186,577772416,27387470,578960999,26198887,577772416,577772416,0,27385308,1188583,26196725,2162,0,2162,577772416,0,26259360,25119373,1109285,1061368,16663,15984,0,0
48049946624,14605432371,6998436486,608559670,6998436215,6681383643,317052843,6695158649,303277837,6681383643,6681383643,0,317027518,13774947,303252571,25325,59,25266,6681383643,0,303662601,290467325,13045690,12479688,319027,305368,200,190,581018536,27541134,582213695,26345975,581018536,581018536,0,27538960,1195159,26343801,2174,0,2174,581018536,0,26406550,25260222,1115632,1067481,16778,16098,0,0
48318382080,14687027095,7037533920,611959492,7037533683,6718710066,318823854,6732562401,304971519,6718710066,6718710066,0,318798385,13852276,304946109,25469,59,25410,6718710066,0,305357913,292088658,13119065,12549823,321204,307435,203,193,584264357,27695135,585466250,26493242,584264357,584264357,0,27692953,1201893,26491060,2182,0,2182,584264357,0,26553968,25401177,1122051,1073635,16934,16248,0,0
48586817536,14768621647,7076631318,615359275,7076631054,6756034829,320596489,6769964354,306666964,6756034829,6756034829,0,320570882,13929466,306641416,25607,59,25548,6756034829,0,307054934,293711867,13192241,12619734,323500,309618,207,197,587510563,27848712,588719104,26640171,587510563,587510563,0,27846516,1208541,26637975,2196,0,2196,587510563,0,26701204,25542033,1128274,1079591,17038,16351,0,0
48855252992,14850216185,7115728682,618759004,7115728499,6793360093,322368589,6807366690,308361992,6793360093,6793360093,0,322342823,14006537,308336286,25766,60,25706,6793360093,0,308750789,295333938,13266086,12690383,325736,311763,212,202,590756092,28002912,591971289,26787715,590756092,590756092,0,28000706,1215197,26785509,2206,0,2206,590756092,0,26848929,25683399,1134598,1085624,17179,16486,0,0
49123688448,14931810841,7154826204,622158774,7154825863,6830686170,324140034,6844769867,310056337,6830686170,6830686170,0,324114122,14083637,310030485,25912,60,25852,6830686170,0,310446336,296955697,13339581,12760671,327990,313912,215,205,594001750,28157024,595223456,26935318,594001750,594001750,0,28154810,1221706,26933104,2214,0,2214,594001750,0,26996474,25824731,1141017,1091751,17319,16622,0,0
49392123904,15013405406,7193923509,625558539,7193923358,6868010635,325912874,6882171803,311751706,6868010635,6868010635,0,325886795,14161108,311725687,26079,60,26019,6868010635,0,312142999,298578237,13413439,12831271,330140,315972,217,207,597247521,28311018,598476037,27082502,597247521,597247521,0,28308792,1228516,27080276,2226,0,2226,597247521,0,27144048,25965741,1147300,1097793,17444,16742,0,0
49660559360,15094999978,7233020900,628958302,7233020776,6905336389,327684511,6919575393,313445507,6905336389,6905336389,0,327658306,14238944,313419362,26205,60,26145,6905336389,0,313838065,300198757,13487660,12902302,332359,318091,222,212,600494380,28463922,601729501,27228801,600494380,600494380,0,28461685,1235121,27226564,2237,0,2237,600494380,0,27290508,26105869,1153588,1103818,17589,16877,0,0
49928994816,15176594490,7272118305,632358095,7272118090,6942660151,329458154,6956976287,315142018,6942660151,6942660151,0,329431789,14316075,315115714,26365,61,26304,6942660151,0,315535385,301822140,13561567,12973118,334611,320240,226,216,603740000,28618095,604981828,27376267,603740000,603740000,0,28615843,1241828,27374015,2252,0,2252,603740000,0,27438122,26247046,1159990,1109953,17731,17016,0,0
50197430272,15258189116,7311215731,635757858,7311215527,6979986040,331229691,6994379607,316836124,6979986040,6979986040,0,331203172,14393505,316809667,26519,62,26457,6979986040,0,317231315,303443990,13634755,13043043,336872,322414,230,220,606984720,28773138,608233288,27524570,606984720,606984720,0,28770874,1248568,27522306,2264,0,2264,606984720,0,27586459,26388938,1166534,1116207,17881,17161,0,0
50465865728,15339783739,7350313208,639157644,7350312887,7017310631,333002577,7031781193,318532015,7017310631,7017310631,0,332975941,14470500,318505441,26636,62,26574,7017310631,0,318928247,305067230,13708361,13113445,339102,324545,231,221,610229754,28927890,611484995,27672649,610229754,610229754,0,28925617,1255241,27670376,2273,0,2273,610229754,0,27734750,26530826,1172870,1122277,17997,17273,0,0
50734301184,15421378271,7389410610,642557447,7389410214,7054637049,334773561,7069184636,320225974,7054637049,7054637049,0,334746777,14547525,320199252,26784,62,26722,7054637049,0,320623422,306688628,13781771,13183704,341350,326697,234,223,613475894,29081553,614737921,27819526,613475894,613475894,0,29079273,1262027,27817246,2280,0,2280,613475894,0,27882037,26671606,1179113,1128244,18123,17396,0,0
51002736640,15502972970,7428508075,645957251,7428507644,7091962654,336545421,7106587060,321921015,7091962654,7091962654,0,336518490,14624344,321894146,26931,62,26869,7091962654,0,322319181,308310874,13855469,13254193,343604,328854,236,225,616721843,29235408,617990617,27966634,616721843,616721843,0,29233114,1268774,27964340,2294,0,2294,616721843,0,28029356,26812492,1185492,1134314,18266,17534,0,0
51271172096,15584567585,7467605476,649356981,7467605128,7129287405,338318071,7143988781,323616695,7129287405,7129287405,0,338290978,14701314,323589664,27093,62,27031,7129287405,0,324016029,309933978,13928761,13324348,345946,331107,242,231,619968139,29388842,621243587,28113394,619968139,619968139,0,29386532,1275448,28111084,2310,0,2310,619968139,0,28176204,26952952,1191924,1140467,18404,17665,0,0
51539607552,15666162247,7506702997,652756771,7506702479,7166612016,340090981,7181390489,325312508,7166612016,7166612016,0,340063747,14778411,325285336,27234,62,27172,7166612016,0,325713233,311557392,14002185,13394564,348084,333146,245,234,623213748,29543023,624496001,28260770,623213748,623213748,0,29540702,1282253,28258449,2321,0,2321,623213748,0,28323964,27094221,1198206,1146443,18532,17785,0,0
51808043008,15747756800,7545800302,656156507,7545799991,7203935707,341864595,7218791376,327008926,7203935707,7203935707,0,341837229,14855607,326981622,27366,62,27304,7203935707,0,327410871,313181061,14075787,13465054,350324,335271,247,236,626459255,29697252,627748313,28408194,626459255,626459255,0,29694917,1289058,28405859,2335,0,2335,626459255,0,28471657,27235399,1204587,1152537,18673,17923,0,0
52076478464,15829351440,7584897751,659556275,7584897414,7241259953,343637798,7256192435,328705316,7241259953,7241259953,0,343610293,14932420,328677873,27505,62,27443,7241259953,0,329107684,314804454,14149722,13535689,352636,337490,251,240,629704539,29851736,631000259,28556016,629704539,629704539,0,29849392,1295720,28553672,2344,0,2344,629704539,0,28619666,27377025,1210915,1158590,18811,18057,0,0
52344913920,15910946085,7623995125,662956037,7623994923,7278584829,345410296,7293594330,330400795,7278584829,7278584829,0,345382664,15009438,330373226,27632,63,27569,7278584829,0,330804316,316427397,14223288,13606021,354806,339565,254,243,632950747,30005290,634253170,28702867,632950747,632950747,0,30002935,1302423,28700512,2355,0,2355,632950747,0,28766752,27517694,1217223,1164621,18960,18197,0,0
52613349376,15992540746,7663092498,666355808,7663092440,7315911640,347180858,7330998542,332093956,7315911640,7315911640,0,347153070,15086839,332066231,27788,63,27725,7315911640,0,332499114,318048193,14296684,13676117,357016,341676,256,245,636196183,30159625,637505230,28850578,636196183,636196183,0,30157257,1309047,28848210,2368,0,2368,636196183,0,28914581,27659181,1223588,1170709,19088,18320,0,0
52881784832,16074135330,7702189787,669755569,7702189974,7353237167,348952620,7368401102,333788685,7353237167,7353237167,0,348924679,15163871,333760808,27941,64,27877,7353237167,0,334194874,319670140,14370293,13746590,359252,343830,260,248,639441824,30313745,640757573,28997996,639441824,639441824,0,30311370,1315749,28995621,2375,0,2375,639441824,0,29062242,27800446,1229898,1176719,19230,18456,0,0
53150220288,16155729886,7741287197,673155422,7741287267,7390563408,350723789,7405804318,335482879,7390563408,7390563408,0,350695714,15240846,335454868,28075,64,28011,7390563408,0,335889870,321291436,14444083,13817220,361498,345961,263,251,642687630,30467792,644010111,29145311,642687630,642687630,0,30465404,1322481,29142923,2388,0,2388,642687630,0,29209790,27941532,1236246,1182805,19368,18586,0,0
53418655744,16237324462,7780384616,676555206,7780384640,7427888660,352495956,7443206390,337178226,7427888660,7427888660,0,352467725,15317666,337150059,28231,64,28167,7427888660,0,337585781,322913711,14517910,13887971,363770,348125,264,252,645933168,30622038,647262368,29292838,645933168,645933168,0,30619631,1329200,29290431,2407,0,2407,645933168,0,29357494,28082798,1242631,1188916,19506,18717,0,0
53687091200,16318919058,7819482127,679954956,7819481975,7465212442,354269685,7480607200,338874927,7465212442,7465212442,0,354241303,15394694,338846609,28382,64,28318,7465212442,0,339283655,324537829,14591331,13958214,366045,350307,272,259,649177756,30777200,650513713,29441243,649177756,649177756,0,30774776,1335957,29438819,2424,0,2424,649177756,0,29506295,28225093,1248847,1194884,19634,18842,0,0
53955526656,16400513607,7858579484,683354721,7858579402,7502538622,356040862,7518010680,340568804,7502538622,7502538622,0,356012331,15471994,340540337,28531,64,28467,7502538622,0,340978912,326159114,14664870,14028502,368273,352458,276,263,652423475,30931246,653766237,29588484,652423475,652423475,0,30928807,1342762,29586045,2439,0,2439,652423475,0,29653768,28366046,1255265,1201024,19774,18975,0,0
54223962112,16482108162,7897676932,686754462,7897676768,7539861621,357815311,7555410571,342266361,7539861621,7539861621,0,357786614,15548885,342237729,28697,65,28632,7539861621,0,342677323,327784015,14738488,14098839,370524,354609,279,266,655668666,31085796,657018153,29736309,655668666,655668666,0,31083345,1349487,29733858,2451,0,2451,655668666,0,29801663,28507508,1261765,1207238,19917,19112,0,0
54492397568,16563702817,7936774283,690154285,7936774249,7577187797,359586486,7592813506,343960777,7577187797,7577187797,0,359557645,15625644,343932001,28841,65,28776,7577187797,0,344372829,329405994,14811786,14168981,372749,356758,281,268,658914222,31240063,660270366,29883919,658914222,658914222,0,31237603,1356144,29881459,2460,0,2460,658914222,0,29949528,28648992,1268025,1213228,20050,19239,0,0
54760833024,16645297340,7975871555,693554035,7975871750,7614511809,361359746,7630214651,345656904,7614511809,7614511809,0,361330758,15702777,345627981,28988,65,28923,7614511809,0,346070467,331029684,14885022,14239100,374984,358925,285,272,662159391,31394644,663522346,30031689,662159391,662159391,0,31392172,1362955,30029217,2472,0,2472,662159391,0,30097590,28790554,1274389,1219289,20193,19374,0,0
55029268480,16726891961,8014968974,696953828,8014969159,7651838400,363130574,7667618186,347350788,7651838400,7651838400,0,363101463,15779721,347321742,29111,65,29046,7651838400,0,347764867,332650535,14959065,14309846,377240,361083,291,278,665405555,31548273,666775114,30178714,665405555,665405555,0,31545795,1369559,30176236,2478,0,2478,665405555,0,30244759,28931356,1280706,1225373,20330,19507,0,0
55297703936,16808486546,8054066368,700353650,8054066528,7689161812,364904556,7705018992,349047376,7689161812,7689161812,0,364875317,15857115,349018202,29239,65,29174,7689161812,0,349462389,334273912,15033126,14380765,379507,363243,295,282,668651222,31702428,670027368,30326282,668651222,668651222,0,31699934,1376146,30323788,2494,0,2494,668651222,0,30392470,29072764,1286989,1231376,20475,19648,0,0
55566139392,16890081093,8093163815,703753433,8093163845,7726484181,366679634,7742418019,350745796,7726484181,7726484181,0,366650278,15933773,350716505,29356,65,29291,7726484181,0,351161241,335899384,15106998,14451457,381732,365371,307,293,671897094,31856339,673279894,30473539,671897094,671897094,0,31853833,1382800,30471033,2506,0,2506,671897094,0,30539878,29213793,1293336,1237452,20619,19788,0,0
55834574848,16971675681,8132261286,707153176,8132261219,7763808584,368452702,7779819550,352441736,7763808584,7763808584,0,368423228,16010901,352412327,29474,65,29409,7763808584,0,352858182,337522460,15180754,14522047,383978,367520,314,300,675143151,32010025,676532653,30620523,675143151,675143151,0,32007508,1389502,30618006,2517,0,2517,675143151,0,30687093,29354584,1299667,1243507,20748,19915,0,0
56103010304,17053270261,8171358653,710552937,8171358671,7801134193,370224460,7817222604,354136049,7801134193,7801134193,0,370194841,16088346,354106495,29619,65,29554,7801134193,0,354553803,339143891,15254439,14592577,386279,369722,320,305,678388615,32164322,679784733,30768204,678388615,678388615,0,32161790,1396118,30765672,2532,0,2532,678388615,0,30834847,29495983,1306045,1249631,20898,20058,0,0
56371445760,17134864867,8210456075,713952710,8210456082,7838458911,371997164,7854624088,355831987,7838458911,7838458911,0,371967408,16165111,355802297,29756,66,29690,7838458911,0,356250208,340766963,15328335,14663143,388539,371880,326,311,681634091,32318619,683037003,30915707,681634091,681634091,0,32316076,1402912,30913164,2543,0,2543,681634091,0,30982601,29637235,1312435,1255733,21040,20196,0,0
56639881216,17216459493,8249553471,717352479,8249553543,7875783241,373770230,7892025431,357528040,7875783241,7875783241,0,373740329,16242124,357498205,29901,66,29835,7875783241,0,357947166,342390178,15402143,14733775,390687,373935,333,317,684880213,32472266,686289945,31062534,684880213,684880213,0,32469710,1409732,31059978,2556,0,2556,684880213,0,31129765,29777849,1318763,1261800,21182,20329,0,0
56908316672,17298054028,8288650870,720752259,8288650899,7913109167,375541703,7929428728,359222142,7913109167,7913109167,0,375511664,16319494,359192170,30039,67,29972,7913109167,0,359642367,344011358,15475984,14804369,392978,376124,335,319,688125648,32626611,689542108,31210151,688125648,688125648,0,32624044,1416460,31207584,2567,0,2567,688125648,0,31277637,29919286,1325090,1267840,21317,20458,0,0
57176752128,17379648671,8327748267,724152063,8327748341,7950436336,377311931,7966832827,360915440,7950436336,7950436336,0,377281750,16396424,360885326,30181,67,30114,7950436336,0,361336188,345631607,15549916,14875068,395308,378330,338,321,691371441,32780622,692794521,31357542,691371441,691371441,0,32778045,1423080,31354965,2577,0,2577,691371441,0,31425129,30060450,1331466,1273932,21450,20583,0,0
57445187584,17461243222,8366845688,727551796,8366845738,7987759828,379085860,8004233323,362612365,7987759828,7987759828,0,379055556,16473428,362582128,30304,67,30237,7987759828,0,363033867,347255523,15623679,14945686,397668,380594,342,325,694616680,32935116,696046467,31505329,694616680,694616680,0,32932528,1429787,31502741,2588,0,2588,694616680,0,31573017,30201964,1337942,1280081,21569,20696,0,0
57713623040,17542837782,8405943138,730951561,8405943083,8025086159,380856979,8041636347,364306791,8025086159,8025086159,0,380826519,16550121,364276398,30460,67,30393,8025086159,0,364728695,348876883,15697555,15016432,399922,382753,347,330,697862589,33088972,699299160,31652401,697862589,697862589,0,33086359,1436571,31649788,2613,0,2613,697862589,0,31720243,30342719,1344407,1286239,21709,20830,0,0
