boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
74088185856,22520107883,10790884878,938337830,10790885175,10301903450,488981428,10323155486,467729392,10301903450,10301903450,0,488942285,21251956,467690329,39143,80,39063,10301903450,0,468210845,447859440,20189394,19312130,541425,518162,621,597,895851045,42486785,897695644,40642186,895851045,895851045,0,42483480,1844598,40638882,3305,1,3304,895851045,0,40718983,38950827,1733888,1658735,30609,29320,0,0
74356621312,22601702440,10829982245,941737607,10829982588,10339228376,490753869,10360557456,469424789,10339228376,10339228376,0,490714572,21329000,469385572,39297,80,39217,10339228376,0,469906876,449481746,20263240,19382757,543832,520469,624,600,899097025,42640582,900948347,40789260,899097025,899097025,0,42637269,1851321,40785948,3313,1,3312,899097025,0,40866335,39091731,1740170,1664750,30764,29467,0,0
74625056768,22683296956,10869079671,945137369,10869079916,10376552558,492527113,10397958909,471120762,10376552558,10376552558,0,492487690,21406271,471081419,39423,80,39343,10376552558,0,471604102,451104980,20336709,19453042,546252,522794,627,603,902343549,42793820,904201478,40935891,902343549,902343549,0,42790492,1857928,40932564,3328,1,3327,902343549,0,41013206,39232295,1746377,1670661,30909,29608,0,0
74893492224,22764891635,10908177024,948537166,10908177445,10413874416,494302608,10435358096,472818928,10413874416,10413874416,0,494263044,21483600,472779444,39564,80,39484,10413874416,0,473303346,452730206,20410497,19523624,548571,525008,630,606,905589322,42947844,907453824,41083342,905589322,905589322,0,42944503,1864501,41080002,3341,1,3340,905589322,0,41160778,39373550,1752681,1676713,31044,29739,0,0
75161927680,22846486291,10947274432,951936979,10947274880,10451199149,496075283,10472759552,474514880,10451199149,10451199149,0,496035569,21560323,474475246,39714,80,39634,10451199149,0,474999694,454353119,20484267,19594214,550973,527302,635,611,908834780,43102199,910705949,41231030,908834780,908834780,0,43098847,1871168,41227679,3352,1,3351,908834780,0,41308527,39514903,1759120,1682888,31200,29888,0,0
75430363136,22928080855,10986371916,955336758,10986372181,10488521479,497850437,10510158711,476213205,10488521479,10488521479,0,497810572,21637152,476173420,39865,80,39785,10488521479,0,476698863,455978699,20557765,19664592,553304,529513,640,616,912080516,43256242,913958386,41378372,912080516,912080516,0,43252879,1877869,41375010,3363,1,3362,912080516,0,41456035,39656006,1765502,1688982,31342,30022,0,0
75698798592,23009675453,11025469438,958736465,11025469550,10525846702,499622736,10547561258,477908180,10525846702,10525846702,0,499582721,21714475,477868246,40015,81,39934,10525846702,0,478394985,457600801,20631411,19735038,555680,531786,645,621,915326415,43410050,917210999,41525466,915326415,915326415,0,43406674,1884583,41522091,3376,1,3375,915326415,0,41603202,39796750,1771962,1695157,31510,30184,0,0
75967234048,23091270036,11064566730,962136283,11064567023,10563169926,501396804,10584961884,479604846,10563169926,10563169926,0,501356666,21791877,479564789,40138,81,40057,10563169926,0,480092988,459224700,20704895,19805329,558134,534135,649,625,918571685,43564598,920462892,41673391,918571685,918571685,0,43561214,1891206,41670008,3384,1,3383,918571685,0,41751292,39938490,1778280,1701205,31642,30313,0,0
76235669504,23172864617,11103664190,965536069,11103664358,10600495281,503168909,10622364052,481300138,10600495281,10600495281,0,503128614,21868690,481259924,40295,81,40214,10600495281,0,481788687,460847009,20778774,19875911,560503,536378,650,626,921816412,43719657,923714378,41821691,921816412,921816412,0,43716262,1897965,41818297,3395,1,3394,921816412,0,41899648,40080369,1784821,1707470,31793,30458,0,0
76504104960,23254459155,11142761611,968935842,11142761702,10637818245,504943366,10659764221,482997390,10637818245,10637818245,0,504902943,21945895,482957048,40423,81,40342,10637818245,0,483486724,462471097,20852721,19946700,562840,538617,658,634,925061767,43874075,926966584,41969258,925061767,925061767,0,43870672,1904816,41965856,3403,1,3402,925061767,0,42047526,40221683,1791215,1713582,31931,30591,0,0
76772540416,23336053772,11181859103,972335619,11181859050,10675143245,506715858,10697165942,484693161,10675143245,10675143245,0,506675275,22022616,484652659,40583,81,40502,10675143245,0,485183092,464094025,20926364,20017149,565157,540847,662,638,928307082,44028537,930218595,42117024,928307082,928307082,0,44025115,1911512,42113603,3422,1,3421,928307082,0,42195380,40363119,1797651,1719746,32084,30738,0,0
77040975872,23417648346,11220956472,975735415,11220956459,10712467504,508488968,10734567021,486389451,10712467504,10712467504,0,508448223,22099435,486348788,40745,82,40663,10712467504,0,486880023,465717439,20999904,20087493,567626,543210,670,646,931553154,44182261,933471183,42264232,931553154,931553154,0,44178832,1918028,42260804,3429,1,3428,931553154,0,42342461,40503952,1804128,1725962,32243,30890,0,0
77309411328,23499243001,11260053955,979135147,11260053899,10749790594,510263361,10771967728,488086227,10749790594,10749790594,0,510222475,22177052,488045423,40886,82,40804,10749790594,0,488578080,467341151,21073765,20158192,569954,545428,676,652,934799244,44335903,936723906,42411241,934799244,934799244,0,44332460,1924661,42407799,3443,1,3442,934799244,0,42489686,40644802,1810380,1731963,32394,31034,0,0
77577846784,23580837588,11299151251,982534916,11299151421,10787115900,512035351,10809370173,489781078,10787115900,10787115900,0,511994322,22254190,489740132,41029,83,40946,10787115900,0,490274197,468963389,21147176,20228441,572266,547643,683,659,938044893,44490023,939976166,42558750,938044893,938044893,0,44486570,1931272,42555298,3453,1,3452,938044893,0,42637147,40785946,1816887,1738180,32536,31172,0,0
77846282240,23662432112,11338248658,985934724,11338248730,10824442039,513806619,10846773241,491475417,10824442039,10824442039,0,513765444,22331119,491434325,41175,83,41092,10824442039,0,491969747,470585292,21220328,20298403,574681,549966,688,664,941290673,44644051,943228478,42706246,941290673,941290673,0,44640583,1937804,42702779,3468,1,3467,941290673,0,42784636,40927192,1823259,1744273,32688,31314,0,0
78114717696,23744026729,11377346178,989334497,11377346054,10861766451,515579727,10884174647,493171531,10861766451,10861766451,0,515538425,22408112,493130313,41302,84,41218,10861766451,0,493666917,472208695,21293778,20368728,577037,552221,693,669,944536196,44798301,946480729,42853768,944536196,944536196,0,44794816,1944532,42850284,3485,1,3484,944536196,0,42932368,41068484,1829617,1750346,32831,31454,0,0
78383153152,23825621307,11416443588,992734259,11416443460,10899091867,517351721,10921576836,494866752,10899091867,10899091867,0,517310257,22484885,494825372,41464,84,41380,10899091867,0,495362849,473831133,21367389,20439160,579316,554400,703,679,947782219,44952040,949733498,43000761,947782219,947782219,0,44948543,1951278,42997265,3497,1,3496,947782219,0,43079336,41208992,1836227,1756676,32980,31597,0,0
78651588608,23907215954,11455540961,996134013,11455540980,10936418380,519122581,10958980405,496560556,10936418380,10936418380,0,519080971,22561941,496519030,41610,84,41526,10936418380,0,497057608,475452184,21440884,20509421,581770,556741,709,684,951027664,45106349,952985684,43148329,951027664,951027664,0,45102841,1958019,43144822,3508,1,3507,951027664,0,43227020,41350238,1842680,1762832,33141,31752,0,0
78920024064,23988810595,11494638416,999533821,11494638358,10973743206,520895210,10996382448,498255968,10973743206,10973743206,0,520853468,22639158,498214310,41742,84,41658,10973743206,0,498754277,477075032,21514443,20579700,584036,558891,712,687,954273619,45260202,956238307,43295514,954273619,954273619,0,45256684,1964687,43291997,3518,1,3517,954273619,0,43374325,41491157,1849047,1768924,33312,31916,0,0
79188459520,24070405193,11533735773,1002933581,11533735839,11011067763,522668010,11033784018,499951755,11011067763,11011067763,0,522626105,22716171,499909934,41905,84,41821,11011067763,0,500451139,478698118,21587825,20649935,586426,561191,715,690,957518852,45414729,959490315,43443266,957518852,957518852,0,45411197,1971462,43439735,3532,1,3531,957518852,0,43522219,41632546,1855504,1775118,33474,32071,0,0
79456894976,24151999762,11572833231,1006333383,11572833148,11048389846,524443385,11071183294,501649937,11048389846,11048389846,0,524401334,22793364,501607970,42051,84,41967,11048389846,0,502150479,480323514,21661313,20720263,588826,563502,716,691,960764552,45568831,962742774,43590609,960764552,960764552,0,45565283,1978221,43587062,3548,1,3547,960764552,0,43669699,41773570,1861955,1781273,33629,32219,0,0
79725330432,24233594306,11611930690,1009733161,11611930455,11085713633,526217057,11108584535,503346155,11085713633,11085713633,0,526174865,22870818,503304047,42192,84,42108,11085713633,0,503847814,481946659,21735181,20790978,591145,565711,725,699,964009965,45723196,965994886,43738275,964009965,964009965,0,45719638,1984920,43734718,3558,1,3557,964009965,0,43817368,41914817,1868496,1787544,33774,32357,0,0
79993765888,24315188906,11651028087,1013132927,11651027892,11123037559,527990528,11145985294,505042793,11123037559,11123037559,0,527948200,22947651,505000549,42328,84,42244,11123037559,0,505545580,483570875,21808438,20861045,593452,567926,730,703,967254610,45878317,969246295,43886632,967254610,967254610,0,45874753,1991684,43883069,3564,1,3563,967254610,0,43965975,42056927,1874837,1793619,33941,32523,0,0
80262201344,24396783511,11690125472,1016532687,11690125352,11160362958,529762514,11183387526,506737946,11160362958,11160362958,0,529720031,23024484,506695547,42483,84,42399,11160362958,0,507241896,485193634,21881537,20930969,595865,570238,733,706,970500025,46032662,972498566,44034121,970500025,970500025,0,46029086,1998540,44030546,3576,1,3575,970500025,0,44113718,42198090,1881275,1799786,34093,32670,0,0
80530636800,24478378081,11729222932,1019932410,11729222739,11197688552,531534380,11220789864,508433068,11197688552,11197688552,0,531491757,23101228,508390529,42623,84,42539,11197688552,0,508938177,486816387,21954533,21000833,598312,572601,735,708,973746070,46186340,975751315,44181095,973746070,973746070,0,46182752,2005244,44177508,3588,1,3587,973746070,0,44260944,42338875,1887550,1805805,34258,32828,0,0
80799072256,24559972757,11768320403,1023332156,11768320198,11235014898,533305505,11258192897,510127506,11235014898,11235014898,0,533262749,23177915,510084834,42756,84,42672,11235014898,0,510633262,488438003,22027937,21071123,600813,574998,737,710,976992045,46340111,979003984,44328172,976992045,976992045,0,46336516,2011938,44324578,3595,1,3594,976992045,0,44408231,42479767,1893868,1811830,34417,32981,0,0
81067507712,24641567367,11807417655,1026731958,11807417754,11272340394,535077261,11295595794,511821861,11272340394,11272340394,0,535034353,23255316,511779037,42908,84,42824,11272340394,0,512329205,490059862,22101186,21141154,603224,577310,738,711,980237638,46494320,982256349,44475609,980237638,980237638,0,46490708,2018710,44471998,3612,1,3611,980237638,0,44555961,42620994,1900178,1817881,34569,33123,0,0
81335943168,24723161952,11846515027,1030131741,11846515184,11309662464,536852563,11332995279,513519748,11309662464,11309662464,0,536809513,23332731,513476782,43050,84,42966,11309662464,0,514028237,491684808,22174969,21211716,605561,579539,746,719,983483797,46647944,985509233,44622508,983483797,983483797,0,46644320,2025435,44618885,3624,1,3623,983483797,0,44703189,42761790,1906408,1823825,34723,33270,0,0
81604378624,24804756567,11885612437,1033531484,11885612646,11346987621,538624816,11370398020,515214417,11346987621,11346987621,0,538581637,23410314,515171323,43179,85,43094,11346987621,0,515724906,493307111,22248061,21281692,607921,581799,749,721,986728887,46802597,988761081,44770403,986728887,986728887,0,46798960,2032193,44766767,3637,1,3636,986728887,0,44851178,42903329,1912883,1830001,34899,33437,0,0
81872814080,24886351208,11924709906,1036931289,11924710013,11384313906,540396000,11407801461,516908445,11384313906,11384313906,0,540352688,23487470,516865218,43312,85,43227,11384313906,0,517419835,494928179,22321785,21352217,610316,584098,752,724,989974734,46956555,992013612,44917677,989974734,989974734,0,46952910,2038877,44914033,3645,1,3644,989974734,0,44998458,43044200,1919379,1836231,35073,33602,0,0
82141249536,24967945800,11963807340,1040331029,11963807431,11421639079,542168261,11445203902,518603438,11421639079,11421639079,0,542124809,23564737,518560072,43452,86,43366,11421639079,0,519115938,496550212,22395491,21422797,612619,586330,761,733,993220794,47110235,995266187,45064842,993220794,993220794,0,47106579,2045392,45061187,3656,1,3655,993220794,0,45145652,43185157,1925698,1842275,35229,33755,0,0
82409684992,25049540440,12002904819,1043730818,12002904803,11458963233,543941586,11482604996,520299823,11458963233,11458963233,0,543898007,23641677,520256330,43579,86,43493,11458963233,0,520813234,498173939,22469010,21493053,614996,588599,767,739,996466332,47264486,998518310,45212508,996466332,996466332,0,47260816,2051977,45208839,3670,1,3669,996466332,0,45293349,43326530,1932071,1848393,35396,33916,0,0
82678120448,25131135134,12042002158,1047130616,12042002360,11496290326,545711832,11520008795,521993363,11496290326,11496290326,0,545668117,23718382,521949735,43715,87,43628,11496290326,0,522507865,499795128,22542097,21562997,617385,590868,770,742,999711761,47418855,1001770411,45360205,999711761,999711761,0,47415175,2058649,45356526,3680,1,3679,999711761,0,45441225,43467999,1938402,1854463,35548,34064,0,0
82946555904,25212729684,12081099550,1050530408,12081099726,11533615114,547484436,11557410308,523689242,11533615114,11533615114,0,547440586,23795107,523645479,43850,87,43763,11533615114,0,524204140,501417937,22615866,21633622,619802,593170,778,750,1002957280,47573128,1005022606,45507802,1002957280,1002957280,0,47569438,2065325,45504113,3690,1,3689,1002957280,0,45588925,43609304,1944772,1860557,35741,34252,0,0
83214991360,25294324341,12120197102,1053930131,12120197108,11570940158,549256944,11594812358,525384744,11570940158,11570940158,0,549212929,23872113,525340816,44015,87,43928,11570940158,0,525900295,503040396,22689555,21704122,622296,595543,783,755,1006203014,47727117,1008275029,45655102,1006203014,1006203014,0,47723416,2072014,45651402,3701,1,3700,1006203014,0,45736428,43750380,1951099,1866628,35889,34394,0,0
83483426816,25375918860,12159294280,1057329946,12159294634,11608265538,551028742,11632214721,527079559,11608265538,11608265538,0,550984576,23949095,527035481,44166,88,44078,11608265538,0,527596001,504662410,22763034,21774407,624754,597905,787,759,1009449432,47880514,1011528269,45801677,1009449432,1009449432,0,47876798,2078836,45797962,3716,1,3715,1009449432,0,45883280,43890711,1957490,1872726,36028,34525,0,0
83751862272,25457513528,12198391732,1060729681,12198392115,11645593037,552798695,11669619122,528772610,11645593037,11645593037,0,552754397,24025997,528728400,44298,88,44210,11645593037,0,529289455,506282180,22836973,21845227,627177,600229,792,764,1012695535,48034146,1014780987,45948694,1012695535,1012695535,0,48030416,2085451,45944965,3730,1,3729,1012695535,0,46030216,44031350,1964016,1878942,36184,34673,0,0
84020297728,25539108129,12237489145,1064129489,12237489495,11682917722,554571423,11707020983,530468162,11682917722,11682917722,0,554526999,24103173,530423826,44424,88,44336,11682917722,0,530985715,507904591,22910797,21915841,629688,602623,799,771,1015941456,48188033,1018033727,46095762,1015941456,1015941456,0,48184290,2092270,46092020,3743,1,3742,1015941456,0,46177539,44172157,1970393,1885023,36357,34839,1,1
84288733184,25620702706,12276586612,1067529273,12276586821,11720242314,556344298,11744423203,532163409,11720242314,11720242314,0,556299730,24180800,532118930,44568,89,44479,11720242314,0,532683067,509527620,22983777,21985632,632082,604902,804,776,1019187358,48341915,1021286318,46242955,1019187358,1019187358,0,48338167,2098959,46239208,3748,1,3747,1019187358,0,46324830,44313028,1976828,1891195,36508,34984,1,1
84557168640,25702297466,12315684076,1070929033,12315684357,11757566772,558117304,11781824706,533859370,11757566772,11757566772,0,558072593,24257844,533814749,44711,90,44621,11757566772,0,534379775,511150685,23057531,22056089,634478,607194,809,781,1022432939,48496094,1024538570,46390463,1022432939,1022432939,0,48492334,2105630,46386704,3760,1,3759,1022432939,0,46472550,44454344,1983131,1897238,36652,35121,1,1
84825604096,25783891920,12354781340,1074328824,12354781756,11794889266,559892074,11819224864,535556476,11794889266,11794889266,0,559847194,24335508,535511686,44880,90,44790,11794889266,0,536077764,512774373,23131623,22126924,636994,609604,813,785,1025679071,48649753,1027791470,46537354,1025679071,1025679071,0,48645985,2112398,46533587,3768,1,3767,1025679071,0,46619750,44595089,1989435,1903236,36799,35261,1,1
85094039552,25865486592,12393878797,1077728625,12393879170,11832214568,561664229,11856627123,537251674,11832214568,11832214568,0,561619199,24412464,537206735,45030,91,44939,11832214568,0,537773857,514396775,23205117,22197253,639407,611917,818,790,1028924873,48803752,1031043842,46684783,1028924873,1028924873,0,48799967,2118968,46680999,3785,1,3784,1028924873,0,46767266,44736313,1995762,1909295,36938,35390,1,1
85362475008,25947081185,12432976254,1081128376,12432976555,11869540112,563436142,11894029862,538946392,11869540112,11869540112,0,563390987,24489659,538901328,45155,91,45064,11869540112,0,539469409,516018376,23278938,22267938,641813,614215,827,799,1032169995,48958381,1034295657,46832719,1032169995,1032169995,0,48954580,2125661,46828919,3801,1,3800,1032169995,0,46915392,44878028,2002111,1915370,37076,35520,1,1
85630910464,26028675779,12472073740,1084528161,12472073878,11906865536,565208204,11931432297,540641443,11906865536,11906865536,0,565162905,24566669,540596236,45299,92,45207,11906865536,0,541165172,517640559,23352658,22338325,644237,616542,838,810,1035415263,49112898,1037547645,46980516,1035415263,1035415263,0,49109085,2132381,46976704,3813,1,3812,1035415263,0,47063491,45019703,2008369,1921337,37224,35663,1,1
85899345920,26110270246,12511171122,1087927912,12511171212,11944189141,566981981,11968833035,542338087,11944189141,11944189141,0,566936521,24643802,542292719,45460,92,45368,11944189141,0,542862599,519264232,23426540,22408922,646540,618751,842,814,1038660863,49267049,1040799913,47127999,1038660863,1038660863,0,49263226,2139049,47124177,3823,1,3822,1038660863,0,47211093,45160903,2014743,1927456,37389,35817,1,1
86167781376,26191864962,12550268580,1091327707,12550268675,11981515024,568753556,12006236189,544032391,11981515024,11981515024,0,568707951,24721072,543986879,45605,93,45512,11981515024,0,544558199,520885964,23500016,22479106,648887,620988,849,821,1041906775,49420932,1044052632,47275075,1041906775,1041906775,0,49417093,2145856,47271237,3839,1,3838,1041906775,0,47358479,45301782,2021071,1933491,37542,35963,1,1
86436216832,26273459580,12589365997,1094727472,12589366111,12018840933,570525064,12043638668,545727329,12018840933,12018840933,0,570479324,24797642,545681682,45740,93,45647,12018840933,0,546253489,522507993,23573670,22549557,651307,623303,858,829,1045151780,49575692,1047304367,47423105,1045151780,1045151780,0,49571839,2152586,47419253,3853,1,3852,1045151780,0,47506806,45443663,2027356,1939498,37676,36091,1,1
86704652288,26355054120,12628463276,1098127266,12628463578,12056166241,572297035,12081040942,547422334,12056166241,12056166241,0,572251132,24874608,547376524,45903,93,45810,12056166241,0,547948963,524129754,23647533,22620279,653772,625656,864,835,1048397582,49729684,1050556893,47570373,1048397582,1048397582,0,49725819,2159310,47566509,3865,1,3864,1048397582,0,47654307,45584740,2033691,1945537,37820,36231,1,1
86973087744,26436648655,12667560673,1101527054,12667560928,12093490996,574069677,12118442789,549117884,12093490996,12093490996,0,574023643,24951697,549071946,46034,96,45938,12093490996,0,549645777,525752704,23720757,22690381,656239,628020,870,841,1051642676,49884378,1053808832,47718222,1051642676,1051642676,0,49880501,2166155,47714346,3877,1,3876,1051642676,0,47802448,45726350,2040087,1951624,37965,36371,1,1
87241523200,26518243281,12706658162,1104926819,12706658300,12130816340,575841822,12155845462,550812700,12130816340,12130816340,0,575795641,25029026,550766615,46181,96,46085,12130816340,0,551341534,527374425,23794596,22761030,658637,630315,874,845,1054888915,50037904,1057061727,47865092,1054888915,1054888915,0,50034016,2172811,47861205,3888,1,3887,1054888915,0,47949488,45867020,2046397,1957656,38130,36528,1,1
87509958656,26599837960,12745755684,1108326579,12745755697,12168140629,577615055,12193246955,552508729,12168140629,12168140629,0,577568717,25106230,552462487,46338,96,46242,12168140629,0,553038459,528997539,23868265,22831425,661112,632671,881,852,1058134683,50191896,1060314158,48012421,1058134683,1058134683,0,50187996,2179474,48008522,3900,1,3899,1058134683,0,48096955,46008098,2052751,1963744,38289,36679,1,1
87778394112,26681432500,12784853022,1111726357,12784853121,12205464504,579388518,12230647819,554205203,12205464504,12205464504,0,579342037,25183219,554158818,46481,96,46385,12205464504,0,554735302,530620741,23942297,22902230,663551,634990,887,857,1061379956,50346401,1063566059,48160298,1061379956,1061379956,0,50342483,2186102,48156381,3918,1,3917,1061379956,0,48244878,46149670,2059152,1969876,38452,36834,1,1
88046829568,26763027129,12823950433,1115126108,12823950588,12242790556,581159877,12268050924,555899509,12242790556,12242790556,0,581113254,25260272,555852982,46623,96,46527,12242790556,0,556430225,532242007,24016178,22972834,665956,637276,895,865,1064625103,50501005,1066817982,48308126,1064625103,1064625103,0,50497075,2192878,48304197,3930,1,3929,1064625103,0,48393074,46291372,2065407,1975854,38593,36970,1,1
88315265024,26844621681,12863047797,1118525901,12863047983,12280114095,582933702,12305452041,557595756,12280114095,12280114095,0,582886928,25337850,557549078,46774,96,46678,12280114095,0,558127710,533865278,24089998,23043394,668315,639531,905,875,1067870941,50654960,1070070368,48455533,1067870941,1067870941,0,50651022,2199426,48451596,3938,1,3937,1067870941,0,48540572,46432579,2071718,1981915,38731,37101,1,1
88583700480,26926216296,12902145298,1121925668,12902145330,12317442948,584702350,12342856863,559288435,12317442948,12317442948,0,584655449,25413819,559241630,46901,96,46805,12317442948,0,559820725,535485524,24163075,23113361,670739,641866,910,879,1071116453,50809215,1073322543,48603125,1071116453,1071116453,0,50805261,2206089,48599172,3954,1,3953,1071116453,0,48688107,46573729,2078256,1988182,38897,37260,1,1
88852135936,27007810865,12941242692,1125325418,12941242755,12354770534,586472158,12380260484,560982208,12354770534,12354770534,0,586425118,25489854,560935264,47040,96,46944,12354770534,0,561514374,537106359,24236662,23183832,673165,644188,917,885,1074361270,50964148,1076573945,48751473,1074361270,1074361270,0,50960177,2212674,48747503,3971,1,3970,1074361270,0,48836223,46715541,2084881,1994532,39072,37429,1,1
89120571392,27089405469,12980340060,1128725214,12980340195,12392094155,588245905,12417661292,562678768,12392094155,12392094155,0,588198737,25567041,562631696,47168,96,47072,12392094155,0,563211707,538729871,24310543,23254466,675566,646470,921,889,1077607440,51117774,1079826683,48898531,1077607440,1077607440,0,51113790,2219242,48894548,3984,1,3983,1077607440,0,48983150,46856176,2091403,2000784,39236,37587,1,1
89389006848,27171000071,13019437430,1132124970,13019437671,12429418478,590018952,12455062621,564374809,12429418478,12429418478,0,589971615,25644047,564327568,47337,96,47241,12429418478,0,564908522,540353010,24384172,23324876,677994,648787,927,895,1080853732,51271238,1083079690,49045280,1080853732,1080853732,0,51267233,2225957,49041276,4005,1,4004,1080853732,0,49130060,46996637,2097765,2006886,39407,37752,1,1
89657442304,27252594573,13058534899,1135524799,13058534875,12466744254,591790645,12492465594,566069305,12466744254,12466744254,0,591743166,25721243,566021923,47479,97,47382,12466744254,0,566603636,541974223,24458043,23395573,680559,651231,928,896,1084099714,51425085,1086332315,49192484,1084099714,1084099714,0,51421075,2232600,49188475,4010,1,4009,1084099714,0,49277481,47137677,2104034,2012896,39559,37901,1,1
89925877760,27334189287,13097632402,1138924558,13097632327,12504068239,593564163,12529867013,567765389,12504068239,12504068239,0,593516550,25798676,567717874,47613,98,47515,12504068239,0,568300823,543597397,24531823,23466037,682973,653541,931,899,1087345188,51579370,1089584509,49340049,1087345188,1087345188,0,51575353,2239320,49336033,4017,1,4016,1087345188,0,49425135,47278891,2110498,2019086,39719,38055,1,1
90194313216,27415783867,13136729804,1142324300,13136729763,12541392197,595337607,12567268028,569461776,12541392197,12541392197,0,595289845,25875733,569414112,47762,98,47664,12541392197,0,569998174,545221017,24605288,23536282,685442,655905,941,908,1090591786,51732514,1092837837,49486463,1090591786,1090591786,0,51728482,2246050,49482432,4032,1,4031,1090591786,0,49571777,47419104,2116825,2025121,39879,38206,1,1
90462748672,27497378517,13175827207,1145724083,13175827227,12578717747,597109460,12604671109,571156098,12578717747,12578717747,0,597061544,25953264,571108280,47916,98,47818,12578717747,0,571693803,546842372,24678931,23606780,687866,658218,944,910,1093838035,51886048,1096090755,49633328,1093838035,1093838035,0,51882009,2252719,49629290,4039,1,4038,1093838035,0,49718872,47559809,2123092,2031113,40044,38367,1,1
90731184128,27578973061,13214924640,1149123888,13214924533,12616039205,598885435,12642069490,572855150,12616039205,12616039205,0,598837380,26030187,572807193,48055,98,47957,12616039205,0,573393339,548468331,24752725,23677320,690368,660628,948,914,1097083951,52039937,1099343392,49780496,1097083951,1097083951,0,52035888,2259440,49776448,4049,1,4048,1097083951,0,49866340,47700819,2129351,2037119,40196,38509,1,1
90999619584,27660567701,13254022150,1152523637,13254021914,12653362484,600659666,12679470079,574552071,12653362484,12653362484,0,600611484,26107497,574503987,48182,98,48084,12653362484,0,575091605,550092568,24826049,23747466,692878,663035,952,918,1100329117,52194520,1102595405,49928232,1100329117,1100329117,0,52190463,2266287,49924176,4057,1,4056,1100329117,0,50014263,47842188,2135838,2043322,40361,38665,1,1
91268055040,27742162167,13293119395,1155923406,13293119366,12690685155,602434240,12716870236,576249159,12690685155,12690685155,0,602385907,26184983,576200924,48333,98,48235,12690685155,0,576789813,551716510,24899852,23818147,695284,665344,958,923,1103574598,52348808,1105847643,50075763,1103574598,1103574598,0,52344738,2273044,50071694,4070,1,4069,1103574598,0,50162100,47983561,2142124,2049323,40513,38809,1,1
91536490496,27823756860,13332216874,1159323180,13332216806,12728007398,604209476,12754269822,577947052,12728007398,12728007398,0,604161006,26262326,577898680,48470,98,48372,12728007398,0,578488816,553341450,24973479,23888595,697750,667709,961,926,1106820686,52502494,1109100357,50222823,1106820686,1106820686,0,52498415,2279670,50218745,4079,1,4078,1106820686,0,50309295,48124381,2148435,2055393,40684,38970,1,1
91804925952,27905351434,13371314226,1162722950,13371314258,12765332270,605981956,12791671964,579642262,12765332270,12765332270,0,605933343,26339595,579593748,48613,99,48514,12765332270,0,580184508,554963251,25047641,23959484,700229,670083,965,930,1110066142,52656808,1112352488,50370462,1110066142,1110066142,0,52652716,2286345,50366371,4092,1,4091,1110066142,0,50456948,48265638,2154907,2061591,40860,39141,1,1
92073361408,27986946089,13410411702,1166122729,13410411658,12802656367,607755335,12829073051,581338651,12802656367,12802656367,0,607706587,26416585,581290002,48748,99,48649,12802656367,0,581881457,556586534,25121484,24030117,702678,672418,968,933,1113312147,52810582,1115605146,50517583,1113312147,1113312147,0,52806476,2292998,50513478,4106,1,4105,1113312147,0,50604110,48406424,2161354,2067768,41011,39285,1,1
92341796864,28068540628,13449509084,1169522498,13449509046,12839981434,609527650,12866475052,583034032,12839981434,12839981434,0,609478771,26493519,582985252,48879,99,48780,12839981434,0,583577864,558209281,25194738,24100219,705195,674814,974,938,1116557833,52964665,1118857564,50664934,1116557833,1116557833,0,52960548,2299730,50660818,4117,1,4116,1116557833,0,50751578,48547455,2167791,2073918,41178,39444,1,1
92610232320,28150135326,13488606505,1172922294,13488606527,12877305624,611300881,12903876435,584730070,12877305624,12877305624,0,611251855,26570712,584681143,49026,99,48927,12877305624,0,585274629,559832189,25268530,24170786,707710,677218,986,950,1119803377,53118917,1122109875,50812419,1119803377,1119803377,0,53114792,2306497,50808295,4125,1,4124,1119803377,0,50899221,48688648,2174231,2080049,41339,39597,1,1
92878667776,28231729807,13527703902,1176322101,13527703804,12914631225,613072677,12941278900,586425002,12914631225,12914631225,0,613023512,26647576,586375936,49165,99,49066,12914631225,0,586970455,561454398,25341911,24241033,710153,679549,993,956,1123049057,53273044,1125362231,50959870,1123049057,1123049057,0,53268906,2313173,50955733,4138,1,4137,1123049057,0,51046784,48829833,2180621,2086155,41500,39744,1,1
