boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same
86436216832,26273459580,11494638553,3284182553,11494638474,9620048211,1874590342,9887174237,1607464316,9620048211,9620048211,0,1868944183,267010152,1601934031,5645863,115873,5529990,296,1,295,9620048211,0,1602420080,1373484801,228922253,196217020,32695183,28026692,4503045,3859366,395316,338980,8306,7172,2748787302,535395251,2825012312,459170241,2748787302,2748787302,0,533790361,76192227,457598134,1604804,32781,1572023,86,2,84,2748787302,0,457748961,392407654,65408844,56075045,9336566,8004283,1224085,1049357,71410,61366,495,429
86704652288,26355054120,11530336168,3294381851,11530336101,9649920598,1880415570,9917875786,1612460382,9649920598,9649920598,0,1874751773,267838973,1606912800,5663498,116214,5547284,299,1,298,9649920598,0,1607398430,1377752457,229633739,196826996,32796908,28114076,4517485,3871759,396866,340303,8345,7209,2757323200,537058651,2833785216,460596635,2757323200,2757323200,0,535448628,76429123,459019505,1609937,32891,1577046,86,2,84,2757323200,0,459170251,393625711,65612211,56249483,9365842,8029444,1228092,1052798,71734,61637,498,432
86973087744,26436648655,11566033790,3304581227,11566033638,9679794753,1886239037,9948578875,1617454915,9679794753,9679794753,0,1880557522,268667529,1611889993,5681216,116592,5564624,299,1,298,9679794753,0,1612373723,1382017244,230346752,197438891,32898399,28200971,4531816,3884000,398438,341633,8394,7254,2765857867,538723360,2842556681,462024546,2765857867,2765857867,0,537108368,76665810,460442558,1614906,33002,1581904,86,2,84,2765857867,0,460593610,394846215,65815206,56423376,9394940,8054433,1232075,1056211,72037,61889,500,434
87241523200,26518243281,11601731406,3314780515,11601731360,9709669914,1892061492,9979285470,1622445936,9709669914,9709669914,0,1886362337,269498600,1616863737,5698855,116955,5581900,300,1,299,9709669914,0,1617349705,1386280774,231057827,198048138,33000218,28288211,4546204,3896386,399951,342942,8432,7286,2774392527,540387988,2851328036,463452479,2774392527,2774392527,0,538768027,76902413,461865614,1619875,33094,1586781,86,2,84,2774392527,0,462016113,396065792,66018927,56598126,9423938,8079381,1236207,1059735,72339,62143,503,437
87509958656,26599837960,11637429079,3324979875,11637429006,9739542370,1897886709,10009987393,1627441686,9739542370,9739542370,0,1892170009,270327694,1621842315,5716399,117328,5599071,301,1,300,9739542370,0,1622329520,1390550074,231767773,198656647,33102084,28375269,4560669,3908756,401475,344236,8488,7333,2782927504,542052371,2860099976,464879899,2782927504,2782927504,0,540427392,77139280,463288112,1624893,33190,1591703,86,2,84,2782927504,0,463439015,397285368,66222259,56772526,9452731,8104148,1240234,1063222,72648,62409,505,439
87778394112,26681432500,11673126661,3335179191,11673126648,9769419666,1903706995,10040693500,1632433161,9769419666,9769419666,0,1897972904,271156145,1626816759,5733789,117688,5616101,302,1,301,9769419666,0,1627305553,1394815318,232477252,199265103,33203557,28462378,4575050,3921114,402956,345469,8536,7377,2791462602,543716589,2868872028,466307163,2791462602,2791462602,0,542086646,77376123,464710523,1629857,33301,1596556,86,2,84,2791462602,0,464861524,398505004,66425586,56946617,9481786,8129097,1244285,1066691,72954,62670,511,444
88046829568,26763027129,11708824259,3345378523,11708824347,9799295858,1909528401,10071399270,1637424989,9799295858,9799295858,0,1903776756,271985361,1631791395,5751342,118050,5633292,303,1,302,9799295858,0,1632280952,1399079889,233187306,199874014,33305861,28549736,4589568,3933572,404489,346767,8580,7417,2799997647,545380876,2877643916,467734607,2799997647,2799997647,0,543745947,77612858,466133089,1634843,33409,1601434,86,2,84,2799997647,0,466283647,399724161,66629365,57121413,9510688,8153836,1248449,1070273,73285,62961,513,445
88315265024,26844621681,11744521986,3355577779,11744521916,9829172927,1915349059,10102104623,1642417363,9829172927,9829172927,0,1909580069,272813285,1636766784,5768684,118410,5650274,306,1,305,9829172927,0,1637256646,1403345674,233897178,200482681,33407456,28636856,4604162,3946048,405994,348065,8633,7460,2808531041,547046738,2886414311,469163468,2808531041,2808531041,0,545406855,77849761,467557094,1639793,33507,1606286,90,2,88,2808531041,0,467708509,400946023,66831863,57294907,9539880,8178784,1252504,1073715,73583,63218,516,447
88583700480,26926216296,11780219573,3365777128,11780219595,9859046286,1921173287,10132808583,1647410990,9859046286,9859046286,0,1915386860,273643540,1641743320,5786118,118756,5667362,309,1,308,9859046286,0,1642235250,1407612619,234608119,201091665,33508642,28723683,4618648,3958483,407509,349359,8692,7511,2817069004,548708124,2895188723,470588405,2817069004,2817069004,0,547063168,78086110,468977058,1644865,33607,1611258,91,2,89,2817069004,0,469129328,402164345,67033927,57467996,9568899,8203555,1256601,1077232,73895,63481,518,449
88852135936,27007810865,11815917193,3375976427,11815917245,9888921406,1926995787,10163512887,1652404306,9888921406,9888921406,0,1921191854,274472389,1646719465,5803622,119091,5684531,311,1,310,9888921406,0,1647212274,1411878881,235318186,201700626,33610511,28810901,4633087,3970847,409059,350660,8737,7550,2825605094,550371333,2903962160,472014267,2825605094,2825605094,0,548721414,78323350,470398064,1649828,33714,1616114,91,2,89,2825605094,0,470551663,403383246,67236886,57641967,9597519,8227985,1260616,1080659,74208,63754,522,453
89120571392,27089405469,11851614803,3386175799,11851614867,9918799160,1932815643,10194219366,1657395437,9918799160,9918799160,0,1926993953,275300745,1651693208,5821379,119460,5701919,311,1,310,9918799160,0,1652186029,1416142786,236028642,202309438,33712364,28898180,4647574,3983256,410561,351957,8783,7591,2834140301,552035498,2912735031,473440768,2834140301,2834140301,0,550380473,78560916,471819557,1654933,33812,1621121,92,2,90,2834140301,0,471974049,404602081,67440071,57815930,9626517,8252830,1264790,1084231,74521,64030,525,455
89389006848,27171000071,11887312504,3396375102,11887312465,9948673811,1938638693,10224924564,1662387940,9948673811,9948673811,0,1932799583,276130918,1656668665,5838798,119834,5718964,312,1,311,9948673811,0,1657164236,1420409422,236738298,202917277,33814196,28985586,4661917,3995473,412109,353278,8827,7629,2842676267,553698835,2921507754,474867348,2842676267,2842676267,0,552038760,78797563,473241197,1659983,33922,1626061,92,2,90,2842676267,0,473395349,405820648,67643585,57990255,9655682,8277865,1268793,1087669,74822,64302,529,458
89657442304,27252594573,11923010105,3406574393,11923010075,9978550155,1944459950,10255631450,1667378655,9978550155,9978550155,0,1938603439,276961121,1661642318,5856198,120173,5736025,313,1,312,9978550155,0,1662140280,1424673553,237448637,203526053,33915549,29072543,4676386,4007847,413714,354652,8873,7670,2851211857,555362536,2930280517,476293876,2851211857,2851211857,0,553697527,79034621,474662906,1664917,34037,1630880,92,2,90,2851211857,0,474817434,407039138,67846740,58164718,9684876,8302947,1272826,1091080,75118,64562,533,461
89925877760,27334189287,11958707708,3416773740,11958707839,10008423869,1950283839,10286335487,1672372221,10008423869,10008423869,0,1944409680,277791100,1666618580,5873843,120517,5753326,316,1,315,10008423869,0,1667118402,1428940246,238159255,204134916,34017048,29159548,4690797,4020195,415246,355954,8932,7721,2859748329,557025411,2939054400,477719340,2859748329,2859748329,0,555355411,79271910,476083501,1669908,34159,1635749,92,2,90,2859748329,0,476238654,408257044,68050198,58339062,9713753,8327614,1276822,1094466,75447,64850,537,465
90194313216,27415783867,11994405319,3426973073,11994405475,10038303257,1956102062,10317044829,1677360490,10038303257,10038303257,0,1950210177,278620691,1671589486,5891567,120880,5770687,318,1,317,10038303257,0,1672091006,1433201382,238869008,204743204,34119030,29247120,4705334,4032726,416814,357285,8985,7769,2868285166,558687907,2947827955,479145118,2868285166,2868285166,0,557012812,79508531,477504281,1675003,34256,1640747,92,2,90,2868285166,0,477660282,409475724,68252418,58512402,9742897,8352550,1280925,1098018,75751,65122,539,465
90462748672,27497378517,12030103008,3437172383,12030103126,10068181457,1961921551,10347751663,1682351345,10068181457,10068181457,0,1956011990,279448964,1676563026,5909242,121241,5788001,319,1,318,10068181457,0,1677064349,1437464771,239579748,205352570,34220648,29334114,4719829,4045114,418396,358658,9020,7799,2876819225,560353158,2956599748,480572635,2876819225,2876819225,0,558673137,79746155,478926982,1679929,34366,1645563,92,2,90,2876819225,0,479083402,410695180,68455985,58686901,9772077,8377471,1285059,1101563,76073,65401,541,466
90731184128,27578973061,12065800623,3447371684,12065800754,10098057408,1967743215,10378457360,1687343263,10098057408,10098057408,0,1961815862,280278337,1681537525,5927031,121614,5805417,322,1,321,10098057408,0,1682040643,1441729931,240289847,205961299,34322088,29421026,4734269,4057419,419944,360004,9071,7846,2885354099,562017585,2965371864,481999820,2885354099,2885354099,0,560332431,79983301,480349130,1685062,34462,1650600,92,2,90,2885354099,0,480506518,411914903,68659033,58860945,9800895,8402137,1289033,1104984,76404,65688,548,473
90999619584,27660567701,12101498170,3457571115,12101498416,10127934072,1973564098,10409162019,1692336151,10127934072,10127934072,0,1967619155,281105974,1686513181,5944618,121972,5822646,325,1,324,10127934072,0,1687015627,1445995223,241000595,206570951,34423773,29508100,4748516,4069667,421533,361356,9111,7884,2893892025,563679090,2974146856,483424259,2893892025,2893892025,0,561989013,80220270,481768743,1689985,34559,1655426,92,2,90,2893892025,0,481926841,413131746,68861854,59035090,9829930,8426996,1293129,1108492,76710,65945,549,474
91268055040,27742162167,12137195796,3467770420,12137195951,10157807395,1979388401,10439865579,1697330217,10157807395,10157807395,0,1973426095,281935856,1691490239,5961981,122327,5839654,325,1,324,10157807395,0,1691993062,1450261583,241713122,207181560,34524869,29594597,4762839,4081920,423054,362660,9149,7919,2902427430,565342990,2982919088,484851332,2902427430,2902427430,0,563647851,80457011,483190840,1695047,34645,1660402,92,2,90,2902427430,0,483349599,414351686,69064544,59208654,9858972,8451838,1297201,1112000,76983,66185,552,477
91536490496,27823756860,12172893500,3477969764,12172893596,10187683518,1985209982,10470571789,1702321711,10187683518,10187683518,0,1979230089,282765565,1696464524,5979565,122705,5856860,328,1,327,10187683518,0,1696967641,1454525112,242424382,207791213,34626754,29681820,4777496,4094427,424613,363990,9203,7962,2910963458,567006306,2991690771,486278993,2910963458,2910963458,0,565306096,80692577,484613519,1700118,34734,1665384,92,2,90,2910963458,0,484770902,415571231,69267829,59383005,9888139,8476777,1301368,1115564,77303,66462,555,480
91804925952,27905351434,12208591191,3488169077,12208591166,10217556624,1991034567,10501274263,1707316928,10217556624,10217556624,0,1985037048,283594594,1701442454,5997190,123044,5874146,329,1,328,10217556624,0,1701944205,1458790898,243137075,208402441,34728503,29769033,4791828,4106752,426179,365321,9258,8009,2919500049,568669028,3000464132,487704945,2919500049,2919500049,0,566963862,80929263,486034599,1705074,34818,1670256,92,2,90,2919500049,0,486192693,416789925,69470492,59556864,9917036,8501539,1305465,1119048,77617,66739,559,484
92073361408,27986946089,12244288831,3498368423,12244288835,10247430005,1996858826,10531977106,1712311725,10247430005,10247430005,0,1990844047,284423697,1706420350,6014450,123403,5891047,329,1,328,10247430005,0,1706921842,1463058275,243848421,209011905,34830399,29856323,4806360,4119160,427709,366627,9316,8060,2928033909,570334514,3009235509,489132914,2928033909,2928033909,0,568624246,81166681,487457565,1710176,34917,1675259,92,2,90,2928033909,0,487616204,418009874,69674022,59731294,9945905,8526333,1309615,1122567,77938,67010,562,487
92341796864,28068540628,12279986546,3508567688,12279986394,10277307149,2002679397,10562683558,1717302988,10277307149,10277307149,0,1996647098,285252653,1711394445,6031969,123755,5908214,330,1,329,10277307149,0,1711895216,1467321174,244560251,209622193,34932155,29943441,4820823,4131545,429294,367990,9359,8102,2936569672,571998016,3018008881,490558807,2936569672,2936569672,0,570282662,81404180,488878482,1715262,35027,1680235,92,2,90,2936569672,0,489037953,419227826,69877409,59905785,9974826,8551084,1313643,1126004,78267,67294,564,489
92610232320,28150135326,12315684183,3518767022,12315684121,10307182268,2008501915,10593387490,1722296693,10307182268,10307182268,0,2002452201,286081117,1716371084,6049384,124104,5925280,330,1,329,10307182268,0,1716872261,1471587912,245271100,210231864,35033415,30030002,4835200,4143860,430812,369297,9413,8149,2945105531,573661491,3026781646,491985376,2945105531,2945105531,0,571941171,81640988,490300183,1720228,35125,1685103,92,2,90,2945105531,0,490460502,420447251,70079999,60079554,10003882,8575889,1317647,1129442,78576,67557,565,490
92878667776,28231729807,12351381814,3528966342,12351381651,10337054788,2014327026,10624089558,1727292256,10337054788,10337054788,0,2008259782,286910324,1721349458,6066913,124445,5942468,331,1,330,10337054788,0,1721851130,1475855978,245981962,210841070,35135233,30117345,4849542,4156160,432456,370715,9459,8190,2953641665,575324677,3035554987,493411355,2953641665,2953641665,0,573599258,81878091,491721167,1725326,35229,1690097,93,2,91,2953641665,0,491882185,421665579,70283079,60253631,10032751,8600678,1321773,1132956,78900,67831,570,492
93147103232,28313324488,12387079401,3539165680,12387079407,10366928689,2020150712,10654794498,1732284903,10366928689,10366928689,0,2014065936,287741022,1726324914,6084442,124786,5959656,334,1,333,10366928689,0,1726829601,1480122555,246692477,211449560,35236546,30204168,4863845,4168392,433962,372010,9505,8229,2962177889,576987791,3044329002,494836678,2962177889,2962177889,0,575257434,82115782,493141652,1730264,35329,1694935,93,2,91,2962177889,0,493304399,422884166,70485644,60426931,10061781,8625575,1325824,1136377,79214,68109,572,494
93415538688,28394919074,12422776999,3549365010,12422777065,10396798774,2025978225,10685494965,1737282034,10396798774,10396798774,0,2019875840,288571060,1731304780,6102050,125130,5976920,335,1,334,10396798774,0,1731811531,1484392954,247402739,212058135,35338069,30291195,4878439,4180884,435501,373336,9561,8276,2970712759,578652251,3053101262,496263748,2970712759,2970712759,0,576916918,82353074,494563844,1735240,35427,1699813,93,2,91,2970712759,0,494727747,424103959,70688503,60600874,10090813,8650402,1329758,1139743,79521,68369,576,497
93683974144,28476513590,12458474654,3559564325,12458474611,10426678143,2031796511,10716204195,1742270459,10426678143,10426678143,0,2025676553,289400554,1736275999,6119623,125497,5994126,335,1,334,10426678143,0,1736783823,1488654367,248112949,212666560,35440002,30378635,4893095,4193458,437064,374648,9620,8331,2979248306,580316019,3061873567,497690758,2979248306,2979248306,0,578575706,82589740,495985966,1740218,35519,1704699,95,2,93,2979248306,0,496150559,425323845,70891216,60774584,10119718,8675231,1333771,1143140,79860,68664,582,502
93952409600,28558108142,12494172323,3569763610,12494172209,10456552405,2037619918,10746907476,1747264847,10456552405,10456552405,0,2031482211,290229215,1741252996,6137372,125855,6011517,335,1,334,10456552405,0,1741761094,1492921514,248823364,213275461,35541722,30465708,4907656,4205870,438697,376062,9678,8381,2987784237,581979373,3070646655,499116955,2987784237,2987784237,0,580234089,82826801,497407288,1745189,35615,1709574,95,2,93,2987784237,0,497571703,426541535,71095026,60949480,10148845,8700276,1337784,1146578,80145,68913,586,506
94220845056,28639702757,12529869998,3579962964,12529869795,10486429665,2043440333,10777614732,1752255266,10486429665,10486429665,0,2037284885,291058870,1746226015,6155112,126196,6028916,336,1,335,10486429665,0,1746735434,1497184171,249534263,213885310,35642895,30552295,4922310,4218417,440247,377391,9736,8431,2996319667,583643297,3079418920,500544044,2996319667,2996319667,0,581892990,83063524,498829466,1750212,35727,1714485,95,2,93,2996319667,0,498994195,427760693,71298001,61123750,10177812,8725193,1341934,1150145,80460,69177,588,508
94489280512,28721297390,12565567628,3590162256,12565567506,10516304526,2049263102,10808319239,1757248389,10516304526,10516304526,0,2043090062,291888154,1751201908,6172703,126558,6046145,337,1,336,10516304526,0,1751712092,1501449641,250245539,214495246,35744175,30639142,4936659,4230678,441807,378729,9790,8472,3004854902,585307354,3088190840,501971416,3004854902,3004854902,0,583552059,83300133,500251926,1755200,35803,1719397,95,2,93,3004854902,0,500416667,428980312,71501231,61298022,10206733,8749965,1346057,1153681,80779,69435,592,511
94757715968,28802891970,12601265204,3600361578,12601265188,10546178835,2055086369,10839023494,1762241710,10546178835,10546178835,0,2048895857,292717743,1756178114,6190174,126915,6063259,338,1,337,10546178835,0,1756688882,1505715000,250956927,215105143,35845923,30726497,4950980,4242961,443323,380016,9822,8497,3013389844,586971734,3096962573,503399005,3013389844,3013389844,0,585211563,83536825,501674738,1760076,35902,1724174,95,2,93,3013389844,0,501839750,430200624,71704449,61472129,10235635,8774677,1350032,1157080,81102,69715,595,513
