boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
33285996544,10117729834,4805921593,505886544,4805921697,4540076562,265845031,4554064743,251856850,4540076562,4540076562,0,265807114,13988071,251819043,37917,110,37807,0,0,0,4540076562,0,252153893,238885325,13181571,12486852,470382,445658,1268,1208,477917695,27968849,479389452,26497092,477917695,477917695,0,27965001,1471748,26493253,3848,9,3839,477917695,0,26553928,25156964,1376200,1303293,34858,32982,15,14
33554432000,10199324365,4844678991,509966245,4844679129,4576690000,267988991,4590791469,253887522,4576690000,4576690000,0,267950787,14101358,253849429,38204,111,38093,0,0,0,4576690000,0,254186131,240810186,13288557,12588172,474816,449850,1283,1221,481772079,28194166,483255642,26710603,481772079,481772079,0,28190292,1483554,26706738,3874,9,3865,481772079,0,26767757,25359583,1387314,1313828,35205,33313,16,14
33822867456,10280919047,4883436459,514046067,4883436521,4613302781,270133678,4627516933,255919526,4613302781,4613302781,0,270095138,14214039,255881099,38540,113,38427,0,0,0,4613302781,0,256219032,242736213,13395532,12689576,479269,454067,1305,1243,485626269,28419798,487121664,26924403,485626269,485626269,0,28415902,1495386,26920516,3896,9,3887,485626269,0,26981760,25562361,1398552,1324479,35573,33661,17,15
34091302912,10362513588,4922194015,518125732,4922193841,4649918673,272275342,4664245503,257948512,4649918673,4649918673,0,272236486,14326715,257909771,38856,115,38741,0,0,0,4649918673,0,258249010,244659259,13502525,12791067,483629,458185,1322,1260,489480084,28645648,490987200,27138532,489480084,489480084,0,28641715,1507107,27134608,3933,9,3924,489480084,0,27195892,25765401,1409867,1335181,35939,34011,17,15
34359738368,10444108196,4960951515,522205429,4960951252,4686526407,274425108,4700966860,259984655,4686526407,4686526407,0,274385930,14440338,259945592,39178,115,39063,0,0,0,4686526407,0,260286431,246588915,13610043,12892984,488112,462412,1344,1281,493333133,28872296,494852225,27353204,493333133,493333133,0,28868329,1519083,27349246,3967,9,3958,493333133,0,27410737,25968884,1421259,1345978,36315,34369,18,15
34628173824,10525702739,4999708987,526285166,4999708586,4723136751,276572236,4737689881,262019106,4723136751,4723136751,0,276532725,14553014,261979711,39511,116,39395,0,0,0,4723136751,0,262321824,248517497,13716818,12994136,492715,466776,1368,1302,497186910,29098256,498717798,27567368,497186910,497186910,0,29094252,1530879,27563373,4004,9,3995,497186910,0,27624970,26171953,1432555,1356663,36709,34742,18,15
34896609280,10607297322,5038466377,530364860,5038466085,4759752970,278713407,4774418602,264047775,4759752970,4759752970,0,278673629,14665515,264008114,39778,117,39661,0,0,0,4759752970,0,264351141,250440243,13823854,13095484,497251,471070,1383,1317,501040584,29324276,502583361,27781499,501040584,501040584,0,29320248,1542767,27777481,4028,10,4018,501040584,0,27839340,26375075,1443802,1367291,37087,35099,19,16
35165044736,10688891957,5077223776,534444615,5077223566,4796364662,280859114,4811142840,266080936,4796364662,4796364662,0,280819029,14778060,266040969,40085,118,39967,0,0,0,4796364662,0,266385037,252367443,13930968,13197009,501625,475186,1399,1331,504894372,29550243,506448964,27995651,504894372,504894372,0,29546182,1554582,27991600,4061,10,4051,504894372,0,28053730,26578231,1454955,1377885,37478,35468,19,16
35433480192,10770486462,5115981120,538524361,5115980981,4832975110,283006010,4847866161,268114959,4832975110,4832975110,0,282965602,14890933,268074669,40408,118,40290,0,0,0,4832975110,0,268420031,254295419,14038029,13298452,506124,479448,1418,1350,508748388,29775973,510314936,28209425,508748388,508748388,0,29771883,1566538,28205345,4090,10,4080,508748388,0,28267939,26781101,1466097,1388427,37828,35801,19,16
35701915648,10852081078,5154738641,542604100,5154738337,4869586627,285152014,4884590743,270147898,4869586627,4869586627,0,285111265,15003997,270107268,40749,119,40630,0,0,0,4869586627,0,270454442,256222690,14144761,13399548,510631,483669,1431,1361,512602667,30001433,514181021,28423079,512602667,512602667,0,29997316,1578344,28418972,4117,10,4107,512602667,0,28481887,26983867,1477206,1398926,38204,36163,19,16
35970351104,10933675691,5193495985,546683811,5193495895,4906200186,287295799,4921317053,272178932,4906200186,4906200186,0,287254721,15116748,272137973,41078,119,40959,0,0,0,4906200186,0,272486246,258147599,14251897,13501081,515130,487917,1448,1376,516456435,30227376,518046693,28637118,516456435,516456435,0,30223232,1590248,28632984,4144,10,4134,516456435,0,28696214,27186951,1488418,1409505,38581,36512,19,16
36238786560,11015270236,5232253457,550763523,5232253256,4942808660,289444797,4958038405,274215052,4942808660,4942808660,0,289403385,15229625,274173760,41412,120,41292,0,0,0,4942808660,0,274523310,260077664,14358874,13602426,519729,492272,1472,1398,520311252,30452271,521913405,28850118,520311252,520311252,0,30448093,1602142,28845951,4178,11,4167,520311252,0,28909651,27389082,1499479,1419997,38942,36854,21,18
36507222016,11096864775,5271010905,554843245,5271010625,4979420485,291590420,4994762759,276248146,4979420485,4979420485,0,291548700,15342154,276206546,41720,120,41600,0,0,0,4979420485,0,276556994,262004682,14465937,13703860,524278,496587,1491,1417,524164928,30678317,525778994,29064251,524164928,524164928,0,30674107,1614055,29060052,4210,11,4199,524164928,0,29123954,27592140,1510793,1430673,39339,37221,21,18
36775657472,11178459371,5309768303,558923010,5309768058,5016032143,293736160,5031488011,278280292,5016032143,5016032143,0,293694141,15455747,278238394,42019,121,41898,0,0,0,5016032143,0,278591309,263931384,14572525,13804716,528803,500864,1504,1430,528018451,30904559,529644358,29278652,528018451,528018451,0,30900318,1625896,29274422,4241,11,4230,528018451,0,29338442,27795388,1522115,1441419,39739,37596,22,19
37044092928,11260053963,5348525820,563002637,5348525506,5052643521,295882299,5068212443,280313377,5052643521,5052643521,0,295839984,15568800,280271184,42315,122,42193,0,0,0,5052643521,0,280626313,265859091,14678828,13905488,533313,505150,1530,1455,531872345,31130292,533510213,29492424,531872345,531872345,0,31126023,1637857,29488166,4269,11,4258,531872345,0,29552356,27997989,1533526,1452196,40119,37962,22,19
37312528384,11341648587,5387283147,567082367,5387283073,5089254041,298029106,5104935656,282347491,5089254041,5089254041,0,297986481,15681491,282304990,42625,124,42501,0,0,0,5089254041,0,282661396,267787210,14785728,14006885,537800,509414,1557,1481,535725648,31356719,537375336,29707031,535725648,535725648,0,31352418,1649677,29702741,4301,11,4290,535725648,0,29766962,28201368,1544963,1463059,40468,38293,25,21
37580963840,11423243298,5426040589,571162148,5426040561,5125864853,300175736,5141659904,284380685,5125864853,5125864853,0,300132845,15794926,284337919,42891,125,42766,0,0,0,5125864853,0,284696809,269715121,14892177,14107633,542283,513667,1576,1498,539579430,31582718,541240948,29921200,539579430,539579430,0,31578378,1661507,29916871,4340,11,4329,539579430,0,29981381,28404570,1556127,1473630,40844,38649,26,22
37849399296,11504837837,5464797965,575241858,5464798014,5162477560,302320405,5178385329,286412636,5162477560,5162477560,0,302277228,15907643,286369585,43177,126,43051,0,0,0,5162477560,0,286729965,271641271,14998796,14208760,546873,518040,1594,1514,543434180,31807678,545107425,30134433,543434180,543434180,0,31803305,1673234,30130071,4373,11,4362,543434180,0,30194822,28606847,1567228,1484182,41228,39019,27,23
38117834752,11586432494,5503555453,579321569,5503555472,5199089882,304465571,5215110088,288445365,5199089882,5199089882,0,304422125,16020080,288402045,43446,126,43320,0,0,0,5199089882,0,288762977,273567758,15106052,14310343,551483,522411,1613,1533,547287855,32033714,548973028,30348541,547287855,547287855,0,32029310,1685162,30344148,4404,11,4393,547287855,0,30409223,28809953,1578473,1494808,41587,39364,27,23
38386270208,11668027070,5542312925,583401303,5542312842,5235700445,306612480,5251833754,290479171,5235700445,5235700445,0,306568720,16133182,290435538,43760,127,43633,0,0,0,5235700445,0,290797655,275495375,15213507,14411983,555923,526625,1635,1555,551142164,32259139,552839400,30561903,551142164,551142164,0,32254711,1697225,30557486,4428,11,4417,551142164,0,30622748,29012004,1589964,1505733,41972,39726,27,23
38654705664,11749621670,5581070232,587481061,5581070377,5272312428,308757804,5288558775,292511457,5272312428,5272312428,0,308713704,16246220,292467484,44100,127,43973,0,0,0,5272312428,0,292830937,277421586,15320587,14513342,560509,530967,1671,1589,554996011,32485050,556705198,30775863,554996011,554996011,0,32480586,1709176,30771410,4464,11,4453,554996011,0,30836954,29214862,1601227,1516411,42378,40114,27,23
38923141120,11831216297,5619827692,591560799,5619827806,5308921180,310906512,5325280907,294546785,5308921180,5308921180,0,310862094,16359600,294502494,44418,127,44291,0,0,0,5308921180,0,294867600,279350774,15427739,14614835,565064,535278,1691,1607,558849954,32710845,560570928,30989871,558849954,558849954,0,32706337,1720963,30985374,4508,11,4497,558849954,0,31051017,29417734,1612532,1527134,42761,40483,27,23
39191576576,11912810779,5658585122,595640506,5658585151,5345533433,313051689,5362005950,296579172,5345533433,5345533433,0,313006961,16472389,296534572,44728,128,44600,0,0,0,5345533433,0,296900923,281277141,15534668,14716188,569660,539618,1710,1625,562703714,32936792,564436583,31203923,562703714,562703714,0,32932256,1732858,31199398,4536,11,4525,562703714,0,31265286,29620731,1623820,1537823,43122,40820,28,24
39460012032,11994405342,5697342548,599720220,5697342574,5382143580,315198968,5398728551,298613997,5382143580,5382143580,0,315153940,16584842,298569098,45028,129,44899,0,0,0,5382143580,0,298936827,283206536,15641117,14816925,574263,543989,1733,1648,566558071,33162149,568302777,31417443,566558071,566558071,0,33157580,1744695,31412885,4569,11,4558,566558071,0,31479065,29823312,1634961,1548355,43526,41194,28,24
39728447488,12075999996,5736100046,603799957,5736099993,5418757150,317342896,5435455398,300644648,5418757150,5418757150,0,317297553,16698118,300599435,45343,130,45213,0,0,0,5418757150,0,300969528,285131796,15747591,14917810,578684,548168,1750,1661,570412201,33387756,572168685,31631272,570412201,570412201,0,33383163,1756473,31626690,4593,11,4582,570412201,0,31693162,30026208,1646085,1558920,43888,41538,28,24
39996882944,12157594492,5774857391,607879737,5774857364,5455368633,319488758,5472180228,302677163,5455368633,5455368633,0,319443106,16811464,302631642,45652,131,45521,0,0,0,5455368633,0,303003648,287058543,15854478,15018958,583218,552469,1762,1672,574266437,33613300,576034572,31845165,574266437,574266437,0,33608679,1768124,31840555,4621,11,4610,574266437,0,31906971,30228971,1657394,1569642,44285,41917,29,25
40265318400,12239189116,5813614960,611959448,5813614708,5491979412,321635548,5508903986,304710974,5491979412,5491979412,0,321589586,16924442,304665144,45962,132,45830,0,0,0,5491979412,0,305038742,288986606,15961339,15120129,587721,556715,1784,1694,578119660,33839788,579899673,32059775,578119660,578119660,0,33835139,1780002,32055137,4649,11,4638,578119660,0,32121723,30432432,1668689,1580368,44698,42312,29,25
40533753856,12320783737,5852372334,616039206,5852372197,5528595493,323776841,5545632498,306739836,5528595493,5528595493,0,323730547,17036873,306693674,46294,132,46162,0,0,0,5528595493,0,307068221,290909600,16068155,15221242,592370,561121,1801,1711,581973052,34066154,583764845,32274361,581973052,581973052,0,34061470,1791782,32269688,4684,11,4673,581973052,0,32336596,30636132,1679773,1590860,45072,42671,29,25
40802189312,12402378327,5891129806,620118921,5891129600,5565208767,325921039,5582358371,308771435,5565208767,5565208767,0,325874441,17149471,308724970,46598,133,46465,0,0,0,5565208767,0,309100712,292835320,16174956,15322443,596945,565469,1828,1738,585827108,34291813,587630611,32488310,585827108,585827108,0,34287106,1803492,32483614,4707,11,4696,585827108,0,32550517,30838956,1691090,1601593,45469,43039,30,26
41070624768,12483972932,5929887182,624198650,5929887100,5601820837,328066345,5619082928,310804254,5601820837,5601820837,0,328019447,17261957,310757490,46898,134,46764,0,0,0,5601820837,0,311134544,294762441,16281602,15423556,601458,569740,1843,1753,589681514,34517136,591496673,32701977,589681514,589681514,0,34512399,1815148,32697251,4737,11,4726,589681514,0,32764166,31041486,1702341,1612332,45862,43407,30,26
41339060224,12565567587,5968644600,628278375,5968644612,5638434006,330210594,5655809047,312835553,5638434006,5638434006,0,330163370,17374906,312788464,47224,135,47089,0,0,0,5638434006,0,313166980,296687920,16388443,15524685,606078,574081,1869,1778,593535019,34743356,595362159,32916216,593535019,593535019,0,34738590,1827129,32911461,4766,11,4755,593535019,0,32978734,31244698,1713578,1622967,46248,43770,30,26
41607495680,12647162137,6007401936,632358128,6007402073,5675044462,332357474,5692532470,314869466,5675044462,5675044462,0,332309960,17487873,314822087,47514,135,47379,0,0,0,5675044462,0,315202192,298616151,16495173,15625689,610705,578449,1890,1798,597388972,34969156,599227968,33130160,597388972,597388972,0,34964350,1838984,33125366,4806,12,4794,597388972,0,33192713,31447451,1724954,1633731,46653,44158,30,26
41875931136,12728756731,6046159370,636437907,6046159454,5711654926,334504444,5729256107,316903263,5711654926,5711654926,0,334456601,17601044,316855557,47843,137,47706,0,0,0,5711654926,0,317237225,300543794,16602125,15727113,615343,582835,1908,1815,601242947,35194960,603093990,33343917,601242947,601242947,0,35190123,1851030,33339093,4837,13,4824,601242947,0,33406908,31650232,1736150,1644313,47035,44522,30,26
42144366592,12810351325,6084916852,640517596,6084916877,5748264890,336651962,5765978846,318938006,5748264890,5748264890,0,336603804,17713819,318889985,48158,137,48021,0,0,0,5748264890,0,319272950,302472736,16708904,15828173,620021,587241,1929,1835,605096155,35421441,606959047,33558549,605096155,605096155,0,35416577,1862878,33553699,4864,14,4850,605096155,0,33621732,31853809,1747399,1654984,47416,44880,30,26
42412802048,12891945869,6123674287,644597312,6123674270,5784874427,338799860,5802701984,320972303,5784874427,5784874427,0,338751402,17827419,320923983,48458,138,48320,0,0,0,5784874427,0,321308971,304401064,16815772,15929397,624708,591666,1951,1856,608950014,35647298,610824630,33772682,608950014,608950014,0,35642398,1874602,33767796,4900,14,4886,608950014,0,33835991,32056979,1758545,1665522,47831,45268,31,27
42681237504,12973540510,6162431772,648677034,6162431704,5821485117,340946655,5839425742,323006030,5821485117,5821485117,0,340897874,17940486,322957388,48781,139,48642,0,0,0,5821485117,0,323343455,306328243,16923006,16031115,629443,596156,1970,1874,612803769,35873265,614690107,33986927,612803769,612803769,0,35868332,1886324,33982008,4933,14,4919,612803769,0,34050296,32260169,1769770,1676162,48234,45649,32,28
42949672960,13055135182,6201189254,652756748,6201189180,5858097561,343091693,5876150863,325038391,5858097561,5858097561,0,343042610,18053163,324989447,49083,139,48944,0,0,0,5858097561,0,325376405,308254398,17030157,16132641,634055,600511,1993,1897,616657847,36098901,618556139,34200609,616657847,616657847,0,36093931,1898278,34195653,4970,14,4956,616657847,0,34264293,32462818,1781025,1686835,48581,45972,32,28
43218108416,13136729708,6239946758,656836432,6239946518,5894710641,345236117,5912876781,327069977,5894710641,5894710641,0,345186734,18166000,327020734,49383,140,49243,0,0,0,5894710641,0,327408595,310179752,17137542,16234273,638577,604786,2020,1923,620512072,36324360,622422183,34414249,620512072,620512072,0,36319355,1910097,34409258,5005,14,4991,620512072,0,34478087,32665395,1792269,1697503,48967,46332,32,28
43486543872,13218324351,6278704137,660916164,6278704050,5931322749,347381388,5949601871,329102266,5931322749,5931322749,0,347331701,18278982,329052719,49687,140,49547,0,0,0,5931322749,0,329442117,312106114,17244474,16335611,643070,609053,2040,1941,624366010,36550154,626287929,34628235,624366010,624366010,0,36545124,1921905,34623219,5030,14,5016,624366010,0,34692013,32868118,1803709,1708357,49370,46716,32,28
43754979328,13299918897,6317461564,664995930,6317461403,5967935730,349525834,5986327604,331133960,5967935730,5967935730,0,349475841,18391734,331084107,49993,140,49853,0,0,0,5967935730,0,331475081,314032096,17351036,16436631,647657,613413,2067,1967,628219548,36776382,630153405,34842525,628219548,628219548,0,36771320,1933843,34837477,5062,14,5048,628219548,0,34906572,33071389,1814967,1718992,49749,47068,32,28
44023414784,13381513500,6356219036,669075681,6356218783,6004546087,351672949,6023050969,333168067,6004546087,6004546087,0,351622608,18504742,333117866,50341,140,50201,0,0,0,6004546087,0,333510523,315960445,17457758,16537697,652240,617739,2087,1985,632073100,37002581,634018774,35056907,632073100,632073100,0,36997499,1945660,35051839,5082,14,5068,632073100,0,35121215,33274841,1826144,1729560,50108,47410,32,28
44291850240,13463108161,6394976536,673155410,6394976215,6041156989,353819547,6059773984,335202552,6041156989,6041156989,0,353768880,18616855,335152025,50667,140,50527,0,0,0,6041156989,0,335544947,317888619,17565051,16639365,656768,622030,2114,2011,635926210,37229200,637883959,35271451,635926210,635926210,0,37224091,1957735,35266356,5109,14,5095,635926210,0,35336164,33478340,1837395,1740209,50500,47779,32,28
44560285696,13544702752,6433733939,677235178,6433733635,6077770461,355963478,6096499965,337233974,6077770461,6077770461,0,355912489,18729362,337183127,50989,142,50847,0,0,0,6077770461,0,337576996,319813961,17671905,16740678,661456,626459,2132,2029,639779789,37455389,641749579,35485599,639779789,639779789,0,37450257,1969776,35480481,5132,14,5118,639779789,0,35550628,33681395,1848710,1750908,50887,48150,32,28
44828721152,13626297261,6472491301,681314887,6472491073,6114381967,358109334,6133224276,339267025,6114381967,6114381967,0,358058050,18842164,339215886,51284,145,51139,0,0,0,6114381967,0,339610859,321740917,17778880,16842008,666155,630908,2156,2053,643633953,37680934,645615540,35699347,643633953,643633953,0,37675779,1981573,35694206,5155,14,5141,643633953,0,35764840,33884368,1859663,1761321,51244,48489,32,28
45097156608,13707891942,6511248753,685394607,6511248582,6150996203,360252550,6169951053,341297700,6150996203,6150996203,0,360200963,18954705,341246258,51587,145,51442,0,0,0,6150996203,0,341641900,323665215,17886111,16943682,670774,635286,2178,2075,647488095,37906512,649481457,35913150,647488095,647488095,0,37901338,1993348,35907990,5174,14,5160,647488095,0,35978585,34086942,1871069,1772139,51652,48881,32,28
45365592064,13789486525,6550006107,689474348,6550006070,6187609707,362396400,6206677273,343328834,6187609707,6187609707,0,362344502,19067421,343277081,51898,145,51753,0,0,0,6187609707,0,343673903,325590344,17992960,17044925,675434,639711,2205,2101,651341495,38132853,653346761,36127587,651341495,651341495,0,38127651,2005252,36122399,5202,14,5188,651341495,0,36193197,34290264,1882385,1782860,52037,49247,32,28
45634027520,13871081176,6588763528,693554133,6588763515,6224221951,364541577,6243402950,345360578,6224221951,6224221951,0,364489345,19180854,345308491,52232,145,52087,0,0,0,6224221951,0,345707138,327516196,18099906,17146065,680073,644106,2228,2124,655195665,38358468,657212721,36341412,655195665,655195665,0,38353235,2017042,36336193,5233,14,5219,655195665,0,36406996,34492907,1893776,1793639,52431,49619,32,28
45902462976,13952675706,6627520973,697633830,6627520903,6260836941,366684032,6280130428,347390545,6260836941,6260836941,0,366631512,19293342,347338170,52520,145,52375,0,0,0,6260836941,0,347737649,329440059,18206831,17247395,684778,648569,2254,2147,659049684,38584146,661078640,36555190,659049684,659049684,0,38578888,2028942,36549946,5258,14,5244,659049684,0,36621111,34695732,1904919,1804188,52825,49997,33,29
46170898432,14034270361,6666278322,701713566,6666278473,6297450284,368828038,6316856481,349421841,6297450284,6297450284,0,368775206,19406052,349369154,52832,145,52687,0,0,0,6297450284,0,349769794,331365407,18313765,17348648,689360,652921,2287,2178,662903005,38810561,664943851,36769715,662903005,662903005,0,38805272,2040832,36764440,5289,14,5275,662903005,0,36835764,34899141,1916263,1814904,53212,50366,33,29
46439333888,14115864995,6705035795,705793280,6705035920,6334063510,370972285,6353582228,351453567,6334063510,6334063510,0,370919162,19518571,351400591,53123,147,52976,0,0,0,6334063510,0,351801342,333290333,18421470,17450706,694041,657352,2309,2200,666757187,39036093,668809894,36983386,666757187,666757187,0,39030775,2052693,36978082,5318,14,5304,666757187,0,37049659,35101799,1927471,1825502,53609,50749,36,32
46707769344,14197459464,6743793197,709872984,6743793283,6370675008,373118189,6390306646,353486551,6370675008,6370675008,0,373064755,19631491,353433264,53434,147,53287,0,0,0,6370675008,0,353835200,335217065,18528470,17552179,698747,661791,2338,2229,670611096,39261888,672675829,37197155,670611096,670611096,0,39256536,2064719,37191817,5352,14,5338,670611096,0,37263722,35304451,1938751,1836188,54027,51146,36,32
46976204800,14279053955,6782550615,713952739,6782550601,6407288308,375262307,6427032792,355517823,6407288308,6407288308,0,375208570,19744336,355464234,53737,148,53589,0,0,0,6407288308,0,355867743,337142736,18635132,17653109,703323,666128,2372,2261,674465743,39486996,676542437,37410302,674465743,674465743,0,39481607,2076680,37404927,5389,14,5375,674465743,0,37477201,35506609,1949956,1846774,54410,51508,40,36
47244640256,14360648700,6821308162,718032475,6821308063,6443897433,377410729,6463755282,357552880,6443897433,6443897433,0,377356700,19857700,357499000,54029,149,53880,0,0,0,6443897433,0,357904073,339071591,18742260,17754606,707969,670516,2398,2287,678319172,39713303,680407874,37624601,678319172,678319172,0,39707879,2088688,37619191,5424,14,5410,678319172,0,37691878,35709876,1961157,1857405,54803,51873,41,37
47513075712,14442243302,6860065602,722112192,6860065508,6480507622,379557980,6500478439,359587163,6480507622,6480507622,0,379503640,19970667,359532973,54340,150,54190,0,0,0,6480507622,0,359939232,340999671,18849305,17856026,712686,674972,2417,2304,682173136,39939056,684273735,37838457,682173136,682173136,0,39933587,2100585,37833002,5469,14,5455,682173136,0,37905914,35912637,1972436,1868080,55196,52248,41,37
47781511168,14523837813,6898823029,726191881,6898822903,6517120614,381702415,6537204501,361618528,6517120614,6517120614,0,381647742,20083737,361564005,54673,150,54523,0,0,0,6517120614,0,361971687,342924981,18956264,17957304,717343,679386,2448,2334,686027458,40164423,688140054,38051827,686027458,686027458,0,40158918,2112582,38046336,5505,14,5491,686027458,0,38119818,36115157,1983476,1878534,55583,52608,41,37
48049946624,14605432371,6937580441,730271638,6937580292,6553731158,383849283,6573927878,363652563,6553731158,6553731158,0,383794308,20196570,363597738,54975,150,54825,0,0,0,6553731158,0,364006402,344852649,19063382,18058882,722048,683845,2476,2362,689882286,40389352,692006621,38265017,689882286,689882286,0,40383815,2124321,38259494,5537,14,5523,689882286,0,38333232,36317413,1994552,1889045,55990,52999,41,37
48318382080,14687027095,6976337943,734351354,6976337798,6590345715,385992228,6610655700,365682243,6590345715,6590345715,0,385936966,20309833,365627133,55262,152,55110,0,0,0,6590345715,0,366037835,346776752,19169959,18159780,726670,688213,2502,2388,693736205,40615149,695872339,38479015,693736205,693736205,0,40609579,2136120,38473459,5570,14,5556,693736205,0,38547240,36520255,2005894,1899783,56404,53384,41,37
48586817536,14768621647,7015095365,738431100,7015095182,6626955947,388139418,6647378604,367716761,6626955947,6626955947,0,388083885,20422505,367661380,55533,152,55381,0,0,0,6626955947,0,368072957,348705015,19277157,18261402,731252,692558,2519,2405,697590500,40840600,699738447,38692653,697590500,697590500,0,40835002,2147933,38687069,5598,14,5584,697590500,0,38760915,36722719,2017204,1910507,56842,53806,41,37
48855252992,14850216185,7053852732,742510808,7053852645,6663566886,390285846,6684102042,369750690,6663566886,6663566886,0,390230003,20535002,369695001,55843,154,55689,0,0,0,6663566886,0,370107337,350632697,19384253,18362936,735875,696946,2538,2422,701444592,41066216,703604284,38906524,701444592,701444592,0,41060596,2159678,38900918,5620,14,5606,701444592,0,38974907,36925556,2028424,1921162,57224,54163,41,37
49123688448,14931810841,7092610296,746590524,7092610021,6700179129,392431167,6720826958,371783338,6700179129,6700179129,0,392375010,20647672,371727338,56157,157,56000,0,0,0,6700179129,0,372140048,352558597,19491857,18464912,740537,701380,2568,2449,705298225,41292299,707469729,39120795,705298225,705298225,0,41286660,2171490,39115170,5639,14,5625,705298225,0,39189257,37128689,2039708,1931876,57654,54568,41,37
49392123904,15013405406,7131367599,750670243,7131367564,6736788551,394579048,6757549710,373817889,6736788551,6736788551,0,394522583,20760999,373761584,56465,160,56305,0,0,0,6736788551,0,374176080,354487209,19598608,18566014,745310,705895,2585,2466,709152552,41517691,711335797,39334446,709152552,709152552,0,41512031,2183231,39328800,5660,14,5646,709152552,0,39403051,37331321,2050901,1942503,58038,54939,41,37
49660559360,15094999978,7170124957,754749986,7170125035,6773401288,396723669,6794275306,375849651,6773401288,6773401288,0,396666904,20873858,375793046,56765,160,56605,0,0,0,6773401288,0,376208865,356413034,19705496,18667260,749933,710264,2610,2488,713006658,41743328,715201808,39548178,713006658,713006658,0,41737637,2195136,39542501,5691,14,5677,713006658,0,39617140,37534080,2062052,1953103,58404,55281,41,37
49928994816,15176594490,7208882348,758829697,7208882445,6810012287,398870061,6830998902,377883446,6810012287,6810012287,0,398812978,20986455,377826523,57083,160,56923,0,0,0,6810012287,0,378243113,358340459,19812603,18768837,754627,714716,2635,2511,716860972,41968725,719067965,39761732,716860972,716860972,0,41962994,2206979,39756015,5731,14,5717,716860972,0,39830794,37736479,2073327,1963810,58832,55689,41,37
50197430272,15258189116,7247639752,762909433,7247639931,6846623870,401015882,6867724081,379915671,6846623870,6846623870,0,400958493,21100050,379858443,57389,161,57228,0,0,0,6846623870,0,380276699,360266442,19919682,18870167,759456,719304,2656,2530,720715370,42194063,722934386,39975047,720715370,720715370,0,42188304,2219002,39969302,5759,14,5745,720715370,0,40044370,37938630,2084678,1974585,59215,56050,41,37
50465865728,15339783739,7286397200,766989171,7286397368,6883235839,403161361,6904448832,381948368,6883235839,6883235839,0,403103632,21212831,381890801,57729,162,57567,0,0,0,6883235839,0,382310328,362193145,20026427,18971271,764191,723828,2686,2557,724569365,42419806,726800275,40188896,724569365,724569365,0,42414021,2230896,40183125,5785,14,5771,724569365,0,40258406,38141404,2095966,1985267,59608,56417,41,37
50734301184,15421378271,7325154592,771068894,7325154785,6919847923,405306669,6941173749,383980843,6919847923,6919847923,0,405248654,21325664,383922990,58015,162,57853,0,0,0,6919847923,0,384344290,364120071,20132866,19072144,768785,728191,2713,2584,728422650,42646244,730665542,40403352,728422650,728422650,0,42640430,2242878,40397552,5814,14,5800,728422650,0,40473050,38344669,2107314,1996025,60024,56820,42,38
51002736640,15502972970,7363912126,775148647,7363912197,6956459399,407452727,6977898068,386014058,6956459399,6956459399,0,407394420,21438506,385955914,58307,163,58144,0,0,0,6956459399,0,386377772,366046711,20240459,19174000,773436,732581,2753,2622,732277543,42871104,734532374,40616273,732277543,732277543,0,42865261,2254817,40610444,5843,14,5829,732277543,0,40686294,38546595,2118517,2006631,60407,57179,43,39
51271172096,15584567585,7402669675,779228385,7402669525,6993070878,409598797,7014622807,388046868,6993070878,6993070878,0,409540184,21551766,387988418,58613,163,58450,0,0,0,6993070878,0,388411745,367973358,20347529,19275377,778127,737033,2783,2650,736131695,43096690,738398550,40829835,736131695,736131695,0,43090803,2266841,40823962,5887,14,5873,736131695,0,40900237,38749091,2129738,2017293,60785,57539,43,39
51539607552,15666162247,7441427171,783308084,7441426992,7029680907,411746264,7051345356,390081815,7029680907,7029680907,0,411687354,21664286,390023068,58910,163,58747,0,0,0,7029680907,0,390446788,369901727,20455028,19377292,782730,741375,2808,2674,739986759,43321325,742265483,41042601,739986759,739986759,0,43315394,2278710,41036684,5931,14,5917,739986759,0,41113387,38950910,2140755,2027793,61209,57942,43,39
