boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
268435456,81594634,38757467,4079712,38757455,36636654,2120813,36748418,2009049,36636654,36636654,0,2120574,111764,2008810,239,0,239,0,0,0,36636654,0,2029609,1922755,90386,85505,579,550,0,0,3857766,221946,3869379,210333,3857766,3857766,0,221917,11613,210304,29,0,29,3857766,0,213860,202661,8038,7627,19,16,0,0
536870912,163189216,77514870,8159475,77514871,73259710,4255160,73483680,4031190,73259710,73259710,0,4254655,223969,4030686,505,1,504,0,0,0,73259710,0,4062724,3848965,190208,180079,1723,1642,0,0,7712954,446521,7736136,423339,7712954,7712954,0,446462,23182,423280,59,0,59,7712954,0,428667,406430,17735,16794,60,56,0,0
805306368,244783758,116272334,12239158,116272266,109879076,6393258,110214732,6057602,109879076,109879076,0,6392449,335652,6056797,809,4,805,0,0,0,109879076,0,6095814,5775938,293385,277774,3250,3085,0,0,11568553,670605,11603465,635693,11568553,11568553,0,670524,34912,635612,81,0,81,11568553,0,642562,609144,27854,26368,108,100,0,0
1073741824,326378404,155029716,16318932,155029756,146494194,8535522,146942507,8087209,146494194,146494194,0,8534440,448307,8086133,1082,6,1076,0,0,0,146494194,0,8132800,7705787,396622,375580,5018,4766,0,0,15422912,896020,15469443,849489,15422912,15422912,0,895913,46530,849383,107,1,106,15422912,0,857538,813049,38177,36147,198,187,0,0
1342177280,407973015,193787265,20398623,193787127,183110872,10676393,183672144,10115121,183110872,183110872,0,10675031,561266,10113765,1362,6,1356,0,0,0,183110872,0,10167929,9633541,500151,473638,6951,6586,0,0,19278408,1120215,19336815,1061808,19278408,19278408,0,1120077,58406,1061671,138,1,137,19278408,0,1071193,1015384,48595,46012,289,275,0,0
1610612736,489567600,232544542,24478413,232544645,219727178,12817364,220400616,12143926,219727178,219727178,0,12815691,673431,12142260,1673,7,1666,0,0,0,219727178,0,12202189,11561301,604373,572294,9129,8665,0,0,23133741,1344672,23203718,1274695,23133741,23133741,0,1344507,69976,1274531,165,1,164,23133741,0,1284873,1218081,59247,56086,387,364,0,0
1879048192,571162106,271301962,28558075,271302069,256343912,14958050,257129820,14172142,256343912,256343912,0,14956102,785900,14170202,1948,8,1940,0,0,0,256343912,0,14235624,13487953,709058,671415,11420,10834,0,0,26988252,1569823,27070210,1487865,26988252,26988252,0,1569634,81956,1487678,189,2,187,26988252,0,1499124,1420902,70017,66309,493,467,0,0
2147483648,652756663,310059383,32637823,310059457,292962990,17096393,293861911,16197472,292962990,292962990,0,17094164,898912,16195252,2229,9,2220,0,0,0,292962990,0,16266261,15411266,814106,770880,13797,13106,0,0,30842473,1795350,30936390,1701433,30842473,30842473,0,1795128,93915,1701213,222,2,220,30842473,0,1713725,1624113,80787,76514,616,586,0,0
2415919104,734351293,348816927,36717547,348816819,329578766,19238161,330590736,18226191,329578766,329578766,0,19235656,1011960,18223696,2505,10,2495,0,0,0,329578766,0,18300082,17337679,919243,870487,16331,15530,0,0,34697470,2020077,34803092,1914455,34697470,34697470,0,2019826,105620,1914206,251,2,249,34697470,0,1927581,1826831,91499,86669,746,706,0,0
2684354560,815945969,387574362,40797340,387574267,366193011,21381351,367317885,20256477,366193011,366193011,0,21378550,1124863,20253687,2801,11,2790,0,0,0,366193011,0,20335353,19265782,1024331,969983,18866,17922,0,0,38551859,2245481,38669477,2127863,38551859,38551859,0,2245206,117616,2127590,275,2,273,38551859,0,2141861,2029697,102455,97048,890,845,0,0
2952790016,897540596,426331839,44877018,426331739,402810273,23521566,404047792,22284047,402810273,402810273,0,23518456,1237508,22280948,3110,11,3099,0,0,0,402810273,0,22367295,21190770,1129555,1069661,21606,20517,0,0,42405726,2471292,42535215,2341803,42405726,42405726,0,2470976,129487,2341489,316,2,314,42405726,0,2356610,2233156,113335,107353,1031,980,0,0
3221225472,979135255,465089244,48956794,465089217,439424444,25664800,440775335,24313909,439424444,439424444,0,25661377,1350879,24310498,3423,12,3411,0,0,0,439424444,0,24401495,23117374,1235577,1170046,24305,23078,0,0,46260719,2696075,46401987,2554807,46260719,46260719,0,2695727,141266,2554461,348,2,346,46260719,0,2570317,2435683,124217,117642,1193,1136,0,0
3489660928,1060729747,503846611,53036487,503846649,476037978,27808633,477501476,26345135,476037978,476037978,0,27804914,1463485,26341429,3719,13,3706,0,0,0,476037978,0,26436282,25045129,1341550,1270585,27082,25715,0,0,50114315,2922172,50267388,2769099,50114315,50114315,0,2921797,153071,2768726,375,2,373,50114315,0,2785289,2639430,135138,127993,1370,1303,0,0
3758096384,1142324300,542603953,57116198,542604149,512653184,29950769,514229372,28374581,512653184,512653184,0,29946761,1576174,28370587,4008,14,3994,0,0,0,512653184,0,28469142,26970961,1447658,1371173,29961,28453,0,0,53968812,3147386,54133694,2982504,53968812,53968812,0,3146983,164880,2982103,403,2,401,53968812,0,2999498,2842406,145946,138234,1539,1463,0,0
4026531840,1223918932,581361499,61195954,581361479,549267416,32094083,550956511,30404988,549267416,549267416,0,32089771,1689079,30400692,4312,16,4296,0,0,0,549267416,0,30503146,28897758,1553787,1471775,32838,31159,0,0,57823768,3372186,58000413,3195541,57823768,57823768,0,3371751,176643,3195108,435,2,433,57823768,0,3213117,3044880,156897,148577,1737,1651,0,0
4294967296,1305513476,620118838,65275690,620118948,585880479,34238359,587682636,32436202,585880479,585880479,0,34233703,1802140,32431563,4656,17,4639,0,0,0,585880479,0,32538245,30825582,1659712,1572095,35746,33886,0,0,61679595,3596095,61867966,3407724,61679595,61679595,0,3595634,188369,3407265,461,2,459,61679595,0,3425864,3246526,167859,158927,1911,1812,0,0
4563402752,1387108056,658876308,69355377,658876371,622492389,36383919,624407632,34468676,622492389,622492389,0,36378955,1915223,34463732,4964,20,4944,0,0,0,622492389,0,34574440,32754406,1765618,1672445,38897,36881,0,0,65534670,3820707,65734761,3620616,65534670,65534670,0,3820209,200089,3620120,498,2,496,65534670,0,3639377,3448891,178744,169250,2088,1979,0,0
4831838208,1468702640,697633710,73435130,697633800,659106196,38527514,661134301,36499409,659106196,659106196,0,38522267,2028085,36494182,5247,20,5227,0,0,0,659106196,0,36608748,34681661,1871620,1772788,41899,39733,0,0,69388755,4046375,69600587,3834543,69388755,69388755,0,4045844,211830,3834014,531,2,529,69388755,0,3853860,3652166,189697,179682,2287,2166,0,0
5100273664,1550297270,736391200,77514867,736391203,695718792,40672408,697860086,38531114,695718792,695718792,0,40666834,2141273,38525561,5574,21,5553,0,0,0,695718792,0,38643878,36609295,1977870,1873528,45084,42736,2,2,73243442,4271425,73467090,4047777,73243442,73243442,0,4270862,223646,4047216,563,2,561,73243442,0,4067682,3854730,200708,190145,2472,2341,0,0
5368709120,1631891825,775148605,81594580,775148640,732334257,42814348,734588379,40560226,732334257,732334257,0,42808487,2254101,40554386,5861,21,5840,0,0,0,732334257,0,40676156,38534650,2084053,1973992,48276,45742,2,2,77097674,4496906,77333067,4261513,77097674,77097674,0,4496308,235391,4260917,598,2,596,77097674,0,4281798,4057671,211856,200734,2654,2512,0,0
5637144576,1713486491,813906113,85674339,813906039,768949747,44956366,771316898,42589215,768949747,768949747,0,44950176,2367129,42583047,6190,22,6168,0,0,0,768949747,0,42708934,40460081,2189752,2074193,51485,48768,5,5,80951888,4722451,81199108,4475231,80951888,80951888,0,4721823,247218,4474605,628,2,626,80951888,0,4496022,4260688,222941,211213,2860,2704,0,0
5905580032,1795081019,852663498,89754052,852663469,805564080,47099418,808043887,44619611,805564080,805564080,0,47092922,2479784,44613138,6496,23,6473,0,0,0,805564080,0,44742534,42386678,2295561,2174531,54820,51922,7,7,84805766,4948286,85064893,4689159,84805766,84805766,0,4947633,259125,4688508,653,2,651,84805766,0,4710554,4463913,234014,221706,3065,2889,0,0
6174015488,1876675591,891420938,93833758,891420895,842176750,49244188,844769394,46651544,842176750,842176750,0,49237371,2592620,46644751,6817,24,6793,0,0,0,842176750,0,46776898,44313959,2402401,2275791,58063,54992,9,9,88659966,5173792,88930940,4902818,88659966,88659966,0,5173113,270972,4902141,679,2,677,88659966,0,4924641,4666733,245187,232308,3285,3100,0,0
6442450944,1958270288,930178434,97913469,930178385,878789044,51389390,881494076,48684358,878789044,878789044,0,51382271,2705008,48677263,7119,24,7095,0,0,0,878789044,0,48811923,46242411,2508921,2376673,61417,58169,10,10,92514392,5399077,92797233,5116236,92514392,92514392,0,5398368,282839,5115529,709,2,707,92514392,0,5138703,4869480,256164,242744,3501,3305,0,0
6710886400,2039864898,968935803,101993245,968935850,915403714,53532089,918221832,50713971,915403714,915403714,0,53524673,2818094,50706579,7416,24,7392,0,0,0,915403714,0,50845011,48168142,2615018,2477236,64634,61191,10,10,96367881,5625364,96662546,5330699,96367881,96367881,0,5624619,294663,5329956,745,2,743,96367881,0,5353504,5073049,267399,253398,3716,3509,0,0
6979321856,2121459561,1007693282,106073002,1007693277,952018702,55674580,954949801,52743481,952018702,952018702,0,55666858,2931074,52735784,7722,25,7697,0,0,0,952018702,0,52877996,50093955,2720685,2577274,68164,64542,13,13,100222144,5850858,100528548,5544454,100222144,100222144,0,5850088,306402,5543686,770,2,768,100222144,0,5567749,5276143,278399,263823,3940,3720,0,0
7247757312,2203054191,1046450764,110152737,1046450690,988634494,57816270,991678216,54772548,988634494,988634494,0,57808231,3043697,54764534,8039,25,8014,0,0,0,988634494,0,54909361,52018482,2827253,2678235,71602,67802,15,15,104076231,6076506,104394725,5758012,104076231,104076231,0,6075704,318492,5757212,802,2,800,104076231,0,5782108,5479000,289426,274272,4170,3940,0,0
7516192768,2284648697,1085208132,114232421,1085208144,1025247829,59960303,1028404644,56803488,1025247829,1025247829,0,59951962,3156788,56795174,8341,27,8314,0,0,0,1025247829,0,56943310,53945028,2933716,2779173,74916,70953,20,20,107930436,6301985,108260977,5971444,107930436,107930436,0,6301154,330539,5970615,831,2,829,107930436,0,5996371,5681819,300369,284623,4414,4173,0,0
7784628224,2366243312,1123965613,118312187,1123965512,1061864293,62101320,1065133398,58832215,1061864293,1061864293,0,62092665,3269077,58823588,8655,28,8627,0,0,0,1061864293,0,58974756,55869845,3039489,2879476,78397,74244,23,23,111784975,6527212,112127360,6184827,111784975,111784975,0,6526358,342383,6183975,854,2,852,111784975,0,6210287,5884461,311422,295124,4649,4390,0,0
8053063680,2447837796,1162722932,122391896,1162722968,1098476687,64246245,1101859136,60863796,1098476687,1098476687,0,64237292,3382421,60854871,8953,28,8925,0,0,0,1098476687,0,61009554,57797167,3145747,2980059,81964,77618,27,27,115639213,6752683,115993423,6398473,115639213,115639213,0,6751802,354208,6397594,881,2,879,115639213,0,6424401,6087363,322493,305595,4908,4636,0,0
8321499136,2529432495,1201480469,126471642,1201480384,1135089300,66391169,1138584418,62896051,1135089300,1135089300,0,66381918,3495089,62886829,9251,29,9222,0,0,0,1135089300,0,63043925,59724653,3252445,3081166,85514,80976,34,34,119493019,6978623,119859272,6612370,119493019,119493019,0,6977709,366251,6611458,914,2,912,119493019,0,6638924,6290491,333626,316091,5159,4876,0,0
8589934592,2611027080,1240237870,130551320,1240237890,1171702985,68534885,1175311546,64926324,1171702985,1171702985,0,68525347,3608531,64916816,9538,30,9508,0,0,0,1171702985,0,65077109,61650303,3359145,3182149,89051,84323,42,41,123346387,7204933,123724485,6826835,123346387,123346387,0,7203990,378096,6825894,943,2,941,123346387,0,6853803,6494112,344814,326699,5373,5083,0,0
8858370048,2692621746,1278995377,134631099,1278995270,1208316457,70678920,1212038001,66957376,1208316457,1208316457,0,70669085,3721514,66947571,9835,30,9805,0,0,0,1208316457,0,67111120,63577136,3465234,3282632,92676,87749,55,54,127201439,7429660,127591301,7039798,127201439,127201439,0,7428683,389860,7038823,977,2,975,127201439,0,7067385,6696476,355697,337047,5601,5300,0,0
9126805504,2774216208,1317752705,138710802,1317752701,1244928038,72824667,1248761848,68990857,1244928038,1244928038,0,72814486,3833780,68980706,10181,30,10151,0,0,0,1244928038,0,69145985,65505471,3572207,3384056,96234,91120,60,59,131055204,7655598,131456857,7253945,131055204,131055204,0,7654592,401651,7252941,1006,2,1004,131055204,0,7281688,6899574,367026,347805,5878,5562,0,0
9395240960,2855810709,1356510018,142790532,1356510159,1281540212,74969806,1285487300,71022718,1281540212,1281540212,0,74959315,3947057,71012258,10491,31,10460,0,0,0,1281540212,0,71180631,67432648,3678734,3484954,99879,94586,71,70,134909381,7881151,135322813,7467719,134909381,134909381,0,7880113,413430,7466683,1038,2,1036,134909381,0,7495781,7102501,378217,358397,6115,5785,0,0
9663676416,2937405376,1395267503,146870294,1395267579,1318152848,77114655,1322212563,73054940,1318152848,1318152848,0,77103876,4059681,73044195,10779,34,10745,0,0,0,1318152848,0,73214502,69359768,3785826,3586371,103472,97981,76,75,138763586,8106708,139188878,7681416,138763586,138763586,0,8105640,425290,7680350,1068,2,1066,138763586,0,7709934,7305407,389332,368913,6374,6030,0,0
9932111872,3018999942,1434025014,150949968,1434024960,1354766184,79258830,1358938455,75086559,1354766184,1354766184,0,79247755,4172236,75075519,11075,35,11040,0,0,0,1354766184,0,75247926,71286468,3892620,3687534,107125,101434,84,83,142617517,8332451,143054625,7895343,142617517,142617517,0,8331354,437106,7894248,1097,2,1095,142617517,0,7924122,7508410,400607,379571,6625,6267,0,0
10200547328,3100594579,1472782380,155029665,1472782534,1391379928,81402452,1395665079,77117301,1391379928,1391379928,0,81391083,4285115,77105968,11369,36,11333,0,0,0,1391379928,0,77281394,73212756,3998816,3788252,110782,104871,91,89,146471863,8557802,146920898,8108767,146471863,146471863,0,8556674,449033,8107641,1128,2,1126,146471863,0,8138109,7711138,411685,389995,6880,6508,0,0
10468982784,3182189198,1511539917,159109437,1511539844,1427991839,83548078,1432390165,79149752,1427991839,1427991839,0,83536381,4398289,79138092,11697,37,11660,0,0,0,1427991839,0,79316606,75140646,4105191,3888963,114491,108392,93,91,150326498,8782939,150787561,8321876,150326498,150326498,0,8781781,461061,8320720,1158,2,1156,150326498,0,8351958,7913579,422692,400396,7131,6745,0,0
10737418240,3263783621,1550297109,163189151,1550297361,1464606714,85690395,1469118266,81178843,1464606714,1464606714,0,85678431,4511514,81166917,11964,38,11926,0,0,0,1464606714,0,81347654,77064269,4212498,3990678,118177,111871,102,99,154180748,9008403,154653644,8535507,154180748,154180748,0,9007216,472894,8534322,1187,2,1185,154180748,0,8565791,8116219,434017,411096,7408,7007,0,0
11005853696,3345378373,1589054637,167268914,1589054822,1501218527,87836110,1505842710,83211927,1501218527,1501218527,0,87823849,4624143,83199706,12261,40,12221,0,0,0,1501218527,0,83382847,78992549,4318932,4091612,121961,115440,109,105,158034663,9234251,158519582,8749332,158034663,158034663,0,9233027,484917,8748110,1224,2,1222,158034663,0,8779984,8319004,445313,421784,7730,7322,0,0
11274289152,3426972901,1627812072,171348621,1627812208,1537832935,89979137,1542570583,85241489,1537832935,1537832935,0,89966537,4737607,85228930,12600,41,12559,0,0,0,1537832935,0,85415019,80917124,4425646,4192686,125762,119014,110,106,161888651,9459970,162385601,8963020,161888651,161888651,0,9458717,496948,8961769,1253,2,1251,161888651,0,8994245,8521849,456497,432369,7975,7551,0,0
11542724608,3508567522,1666569476,175428378,1666569668,1574446371,92123105,1579296783,87272693,1574446371,1574446371,0,92110211,4850370,87259841,12894,42,12852,0,0,0,1574446371,0,87448134,82843272,4532491,4293921,129466,122532,120,116,165742281,9686097,166251170,9177208,165742281,165742281,0,9684818,508887,9175931,1279,2,1277,165742281,0,9209086,8725348,467485,442766,8247,7817,0,0
11811160064,3590162225,1705326894,179508127,1705327204,1611059054,94267840,1616022064,89304830,1611059054,1611059054,0,94254647,4962967,89291680,13193,43,13150,0,0,0,1611059054,0,89482162,84770476,4639087,4394933,133268,126146,130,125,169597234,9910893,170117855,9390272,169597234,169597234,0,9909592,520619,9388973,1301,2,1299,169597234,0,9422480,8927597,478576,453284,8536,8092,0,0
12079595520,3671756731,1744084272,183587831,1744084628,1647673751,96410521,1652749535,91334737,1647673751,1647673751,0,96397002,5075741,91321261,13519,43,13476,0,0,0,1647673751,0,91514260,86695599,4745589,4495818,137016,129713,137,131,173451702,10136129,173984120,9603711,173451702,173451702,0,10134793,532415,9602378,1336,3,1333,173451702,0,9636388,9130264,489602,463764,8803,8350,0,0
12348030976,3753351308,1782841805,187667572,1782841931,1684286760,98555045,1689475156,93366649,1684286760,1684286760,0,98541214,5188353,93352861,13831,43,13788,0,0,0,1684286760,0,93548199,88622766,4851989,4596606,140882,133352,144,137,177305730,10361842,177850044,9817528,177305730,177305730,0,10360468,544311,9816157,1374,3,1371,177305730,0,9850647,9333245,500742,474304,9079,8608,0,0
12616466432,3834945902,1821599200,191747364,1821599338,1720900079,100699121,1726201382,95397818,1720900079,1720900079,0,100685013,5301260,95383753,14108,43,14065,0,0,0,1720900079,0,95581428,90548930,4958666,4697643,144769,137037,150,143,181160011,10587353,181716061,10031303,181160011,181160011,0,10585954,556047,10029907,1399,3,1396,181160011,0,10064821,9536274,511754,484737,9379,8896,0,0
12884901888,3916540453,1860356695,195827062,1860356696,1757512581,102844114,1762926419,97430276,1757512581,1757512581,0,102829688,5413794,97415894,14426,44,14382,0,0,0,1757512581,0,97615564,92476444,5065296,4798550,148666,140745,162,155,185013719,10813343,185581695,10245367,185013719,185013719,0,10811915,567973,10243942,1428,3,1425,185013719,0,10279236,9739341,523009,495423,9670,9178,0,0
13153337344,3998134954,1899114087,199906782,1899114085,1794125751,104988336,1799652010,99462077,1794125751,1794125751,0,104973575,5526214,99447361,14761,45,14716,0,0,0,1794125751,0,99649271,94403579,5171608,4899209,152518,144404,178,169,188867763,11039019,189447557,10459225,188867763,188867763,0,11037556,579791,10457765,1463,3,1460,188867763,0,10493612,9942478,534010,505860,9934,9427,0,0
13421772800,4079729567,1937871515,203986500,1937871552,1830738127,107133388,1836377212,101494303,1830738127,1830738127,0,107118292,5639040,101479252,15096,45,15051,0,0,0,1830738127,0,101683802,96331147,5277904,4999849,156401,148080,185,176,192721675,11264825,193313349,10673151,192721675,192721675,0,11263335,591671,10671664,1490,3,1487,192721675,0,10708013,10145597,545102,516368,10220,9699,0,0
13690208256,4161324184,1976629060,208066207,1976628917,1867350955,109278105,1873102725,103526335,1867350955,1867350955,0,109262726,5751725,103511001,15379,45,15334,0,0,0,1867350955,0,103717728,98258154,5384480,5100839,160324,151823,194,185,196576082,11490125,197179590,10886617,196576082,196576082,0,11488597,603505,10885092,1528,3,1525,196576082,0,10921931,10348281,556158,526836,10508,9975,0,0
13958643712,4242918770,2015386443,212145892,2015386435,1903963320,111423123,1909828068,105558375,1903963320,1903963320,0,111407425,5864703,105542722,15698,45,15653,0,0,0,1903963320,0,105751667,100184961,5491303,5202018,164252,155550,203,193,200430144,11715748,201045551,11100341,200430144,200430144,0,11714197,615402,11098795,1551,5,1546,200430144,0,11136130,10551177,567268,537363,10799,10255,0,0
14227079168,4324513465,2054143962,216225674,2054143829,1940577385,113566577,1946554242,107589720,1940577385,1940577385,0,113550597,5976812,107573785,15980,45,15935,0,0,0,1940577385,0,107784606,102111618,5597639,5302739,168140,159227,212,201,204284770,11940904,204911949,11313725,204284770,204284770,0,11939324,627174,11312150,1580,5,1575,204284770,0,11349917,10753825,578311,547787,11096,10538,0,0
14495514624,4406108058,2092901432,220305435,2092901191,1977193261,115708171,1983282976,109618456,1977193261,1977193261,0,115691866,6089667,109602199,16305,48,16257,0,0,0,1977193261,0,109815695,104035677,5703980,5403470,171969,162842,222,210,208138857,12166578,208778007,11527428,208138857,208138857,0,12164976,639145,11525831,1602,5,1597,208138857,0,11564224,10956780,589357,558227,11395,10824,0,0
14763950080,4487702617,2131658757,224385103,2131658757,2013806661,117852096,2020009459,111649298,2013806661,2013806661,0,117835498,6202749,111632749,16598,49,16549,0,0,0,2013806661,0,111848801,105961526,5810498,5504362,175962,166636,237,225,211992571,12392532,212643643,11741460,211992571,211992571,0,12390904,651067,11739837,1628,5,1623,211992571,0,11778677,11159888,600535,568845,11692,11104,0,0
15032385536,4569297319,2170416372,228464842,2170416105,2050420743,119995629,2056735649,113680723,2050420743,2050420743,0,119978705,6314857,113663848,16924,49,16875,0,0,0,2050420743,0,113881155,107887688,5917448,5605595,179855,170331,247,234,215847048,12617794,216510205,11954637,215847048,215847048,0,12616128,663152,11952976,1666,5,1661,215847048,0,11992521,11362272,611622,579327,11985,11377,0,0
15300820992,4650891933,2209173744,232544611,2209173578,2087034628,122139116,2093462235,115711509,2087034628,2087034628,0,122121868,6427557,115694311,17248,50,17198,0,0,0,2087034628,0,115913031,109812764,6024674,5707127,183907,174177,256,243,219700819,12843792,220375813,12168798,219700819,219700819,0,12842099,674989,12167110,1693,5,1688,219700819,0,12206917,11565437,622909,590024,12273,11649,0,0
15569256448,4732486599,2247931233,236624275,2247931091,2123649743,124281490,2130190047,117741186,2123649743,2123649743,0,124263915,6540252,117723663,17575,52,17523,0,0,0,2123649743,0,117944781,111737586,6130974,5807868,187894,177957,266,252,223554481,13069794,224241334,12382941,223554481,223554481,0,13068066,686848,12381218,1728,5,1723,223554481,0,12421453,11768708,634035,600574,12578,11936,0,0
15837691904,4814081145,2286688586,240703978,2286688581,2160263955,126424631,2166917052,119771534,2160263955,2160263955,0,126406788,6653045,119753743,17843,52,17791,0,0,0,2160263955,0,119976267,113662199,6238376,5909562,191865,181716,280,266,227408675,13295303,228107423,12596555,227408675,227408675,0,13293550,698743,12594807,1753,5,1748,227408675,0,12635459,11971426,645183,611133,12908,12248,0,0
16106127360,4895675740,2325445991,244783735,2325446014,2196877580,128568411,2203643011,121802980,2196877580,2196877580,0,128550288,6765379,121784909,18123,52,18071,0,0,0,2196877580,0,122009227,115588548,6344862,6010541,195911,185546,288,274,231262908,13520827,231973641,12810094,231262908,231262908,0,13519047,710728,12808319,1780,5,1775,231262908,0,12849369,12173980,656498,621833,13180,12506,0,0
16374562816,4977270342,2364203497,248863453,2364203392,2233493098,130710399,2240370762,123832735,2233493098,2233493098,0,130691926,6877612,123814314,18473,52,18421,0,0,0,2233493098,0,124040081,117513032,6451615,6111650,199931,189347,299,285,235117016,13746437,235839662,13023791,235117016,235117016,0,13744627,722641,13021986,1810,5,1805,235117016,0,13063375,12376663,667734,632501,13518,12822,0,0
16642998272,5058864917,2402960868,252943261,2402960788,2270104520,132856348,2277094837,125866031,2270104520,2270104520,0,132837559,6990263,125847296,18789,54,18735,0,0,0,2270104520,0,126074949,119441155,6558322,6212672,203973,193170,315,299,238971171,13972090,239705832,13237429,238971171,238971171,0,13970253,734656,13235597,1837,5,1832,238971171,0,13277592,12579489,678827,642986,13834,13122,0,0
16911433728,5140459585,2441718347,257022964,2441718274,2306718243,135000104,2313821470,127896877,2306718243,2306718243,0,134981036,7103173,127877863,19068,54,19014,0,0,0,2306718243,0,128107765,121366827,6665008,6313769,207938,196958,325,309,242825763,14197201,243572348,13450616,242825763,242825763,0,14195331,746580,13448751,1870,5,1865,242825763,0,13491218,12781834,689962,653493,14151,13424,0,0
17179869184,5222054160,2480475738,261102720,2480475702,2343332867,137142871,2350548746,129926992,2343332867,2343332867,0,137123499,7215824,129907675,19372,55,19317,0,0,0,2343332867,0,130138736,123291034,6772445,6415534,211982,200787,336,320,246679415,14423305,247437890,13664830,246679415,246679415,0,14421403,758470,13662933,1902,5,1897,246679415,0,13705856,12985177,701136,664088,14411,13668,0,0
17448304640,5303648711,2519233187,265182426,2519233098,2379942796,139290391,2387271801,131961386,2379942796,2379942796,0,139270689,7328948,131941741,19702,57,19645,0,0,0,2379942796,0,132175317,125220411,6879060,6516447,215965,204552,347,331,250533541,14648885,251303965,13878461,250533541,250533541,0,14646954,770419,13876535,1931,5,1926,250533541,0,13919867,13187819,712354,674735,14733,13981,0,0
17716740096,5385243285,2557990680,269262195,2557990410,2416559998,141430682,2424001412,133989268,2416559998,2416559998,0,141410677,7441357,133969320,20005,57,19948,0,0,0,2416559998,0,134204479,127143018,6985739,6617508,220105,208456,354,338,254388543,14873652,255170698,14091497,254388543,254388543,0,14871693,782150,14089543,1959,5,1954,254388543,0,14133299,13390101,723352,685176,15042,14266,0,0
17985175552,5466837906,2596748148,273341920,2596747838,2453173288,143574860,2460727409,136020739,2453173288,2453173288,0,143554536,7554064,136000472,20324,57,20267,0,0,0,2453173288,0,136237647,129069245,7092347,6718566,224178,212315,364,346,258242002,15099918,259035803,14306117,258242002,258242002,0,15097919,793796,14304123,1999,5,1994,258242002,0,14347966,13593699,734621,695886,15332,14538,0,0
18253611008,5548432510,2635505584,277421652,2635505274,2489787087,145718497,2497453664,138051920,2489787087,2489787087,0,145697861,7666519,138031342,20636,58,20578,0,0,0,2489787087,0,138270476,130995412,7198804,6819425,228204,216148,377,357,262094778,15326874,262900477,14521175,262094778,262094778,0,15324853,805694,14519159,2021,5,2016,262094778,0,14563216,13797690,745987,706632,15650,14837,0,0
18522046464,5630027122,2674262896,281501362,2674262864,2526399656,147863240,2534178983,140083913,2526399656,2526399656,0,147842314,7779268,140063046,20926,59,20867,0,0,0,2526399656,0,140304075,132922169,7305583,6920527,232264,219980,392,370,265949558,15551804,266767105,14734257,265949558,265949558,0,15549747,817542,14732205,2057,5,2052,265949558,0,14776597,13999857,757195,717219,15955,15129,0,0
18790481920,5711621736,2713020326,285581090,2713020320,2563013351,150006975,2570905854,142114472,2563013351,2563013351,0,149985721,7892442,142093279,21254,61,21193,0,0,0,2563013351,0,142337171,134848070,7411858,7021015,236291,223816,401,378,269804674,15776416,270634080,14947010,269804674,269804674,0,15774334,829401,14944933,2082,5,2077,269804674,0,14989829,14201826,768222,727672,16283,15435,0,0
19058917376,5793216346,2751777724,289660841,2751777781,2599622380,152155344,2607627995,144149729,2599622380,2599622380,0,152133793,8005552,144128241,21551,63,21488,0,0,0,2599622380,0,144373605,136777371,7519289,7122684,240485,227795,414,391,273658133,16002708,274499535,15161306,273658133,273658133,0,16000601,841397,15159204,2107,5,2102,273658133,0,15204522,14405130,779494,738353,16585,15721,0,0
19327352832,5874811010,2790535158,293740555,2790535297,2636234335,154300823,2644353252,146181906,2636234335,2636234335,0,154278953,8118854,146160099,21870,63,21807,0,0,0,2636234335,0,146407371,138703837,7626419,7224060,244738,231801,425,401,277512621,16227934,278366051,15374504,277512621,277512621,0,16225799,853425,15372374,2135,5,2130,277512621,0,15418045,14607260,790843,749087,16911,16027,0,0
19595788288,5956405481,2829292516,297820276,2829292689,2672846646,156445870,2681078478,148214038,2672846646,2672846646,0,156423677,8231767,148191910,22193,65,22128,0,0,0,2672846646,0,148441742,140631103,7732723,7324765,248772,235628,440,414,281366037,16454239,282231412,15588864,281366037,281366037,0,16452065,865370,15586695,2174,5,2169,281366037,0,15632842,14810736,802019,759660,17204,16299,0,0
